时间,人群名称,人群类型,推广设备,产品线,计划,单元,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,总订单行,总订单金额,转化率,ROI,
20190604~20190626,【新】近30天浏览加购冰箱未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB100V80WDCLG_小天鹅洗衣机_单投,搜索无线,6354,472,7.43%,1455.31,229.04,3.08,77,160896.00,16.31%,110.56,
20190604~20190626,【新】近30天已购空调未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB80V80WDCLG_小天鹅洗衣机_单投,搜索无线,6327,429,6.78%,1281.93,202.61,2.99,76,139542.00,17.72%,108.85,
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),【A++】TD100V80WDX_小天鹅洗衣机_单投,TD100V80WDX搜索-PC,6305,101,1.60%,272.92,43.29,2.70,20,49268.00,19.80%,180.52,
20190604~20190626,【新】近30天已购电视影音未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索无线,6269,307,4.90%,914.07,145.81,2.98,54,68527.00,17.59%,74.97,
20190604~20190626,【新】近30天已购冰箱未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB100V80WDCLG_小天鹅洗衣机_单投,搜索无线,6221,420,6.75%,1285.55,206.65,3.06,67,127619.00,15.95%,99.27,
20190604~20190626,热水器意向人群（万和斯密斯能率）,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,搜索无线,6219,959,15.42%,2213.58,355.94,2.31,923,3039363.00,96.25%,1373.05,
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,PC,京东快车(搜索),【新品】TD100V62WIAD5_小天鹅洗衣机_单投,搜索-PC,6124,67,1.09%,119.20,19.46,1.78,4,10596.00,5.97%,88.89,
20190604~20190626,【新】洗衣机有房高客单人群,新标签人群,无线,京东快车(搜索),【A++】TB100V80WDCLG_小天鹅洗衣机_单投,搜索无线,6094,535,8.78%,1625.98,266.82,3.04,326,953633.00,60.93%,586.50,
20190604~20190626,【新】近30天已购厨房大电未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索无线,5966,288,4.83%,856.84,143.62,2.98,40,48888.62,13.89%,57.06,
20190604~20190626,默认购买人群,京选人群,PC,京东快车(搜索),【A++】TD100V80WDX_小天鹅洗衣机_单投,TD100V80WDX搜索-PC,5927,96,1.62%,259.45,43.77,2.70,20,49268.00,20.83%,189.89,
20190604~20190626,自定义-小天鹅-银离子系列,标签人群,无线,品牌聚效,12月份计划_小天鹅洗衣机,无线首焦-品牌人群,5912,21,0.36%,241.87,40.91,11.52,6,15444.00,28.57%,63.85,
20190604~20190626,燃气灶核心人群（老板方太美的海尔华帝）,标签人群,无线,京东快车(搜索),【A++】TD100V80WDX_小天鹅洗衣机_单投,搜索-无线,5911,671,11.35%,2261.61,382.61,3.37,159,379602.00,23.70%,167.85,
20190604~20190626,空调核心人群（扬子海信长虹科龙志高）,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,搜索无线,5902,921,15.60%,2056.27,348.40,2.23,1325,4642570.00,143.87%,2257.76,
20190604~20190626,空调核心人群（扬子海信长虹科龙志高）,标签人群,无线,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,搜索-无线,5882,677,11.51%,2176.82,370.08,3.22,305,772984.00,45.05%,355.10,
20190604~20190626,近90天内购买所选种子的竞品品牌商品的人群,定向推荐人群,PC,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,搜索-无线,5864,151,2.58%,471.18,80.35,3.12,56,156589.00,37.09%,332.33,
20190604~20190626,【新】拉新-DMP-跨品类拉新,新标签人群,PC,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,搜索-无线,5840,129,2.21%,351.06,60.11,2.72,37,83679.00,28.68%,238.36,
20190604~20190626,冰箱意向人群（康佳TCL奥玛三星海信）,标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,5833,349,5.98%,970.44,166.37,2.78,182,491209.00,52.15%,506.17,
20190604~20190626,冰箱意向人群（美海美菱容声西门子）,标签人群,PC,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,5780,60,1.04%,116.43,20.14,1.94,9,13221.00,15.00%,113.55,
20190604~20190626,近90天内购买所选种子的竞品品牌商品的人群,定向推荐人群,PC,京东快车(搜索),【A+++】TD100V86WMADY5_小天鹅洗衣机_单投,搜索无线,5659,82,1.45%,223.54,39.50,2.73,24,108975.00,29.27%,487.50,
20190604~20190626,自定义-冰箱top176不拓展,标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,5626,357,6.35%,1003.13,178.30,2.81,224,633453.40,62.75%,631.48,
20190604~20190626,洗衣机意向人群（海尔西门子TCL松下海信,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,TG80V20DG5搜索PC,5606,651,11.61%,1023.29,182.53,1.57,97,175351.00,14.90%,171.36,
20190604~20190626,空调核心人群（格力美的海尔奥克斯TCL）,标签人群,无线,京东快车(搜索),【B】TB80VT818DCL_小天鹅洗衣机_单投,TB80VT818DCL搜索无线,5596,313,5.59%,671.50,120.00,2.15,110,176203.00,35.14%,262.40,
20190604~20190626,【新】烟灶热家装人群1,新标签人群,无线,京东快车(搜索),【A++】TD100V80WDX_小天鹅洗衣机_单投,搜索-无线,5593,669,11.96%,2311.20,413.23,3.45,92,228941.00,13.75%,99.06,
20190604~20190626,【新】【对照组】近180天购买家装浏览未购家电,新标签人群,无线,京东快车(搜索),【新品】TD100V62WIAD5_小天鹅洗衣机_单投,搜索-无线,5551,456,8.21%,1217.47,219.32,2.67,26,84482.00,5.70%,69.39,
20190604~20190626,热水器意向人群（万和斯密斯能率）,标签人群,无线,京东快车(搜索),【A+++】TD100V86WMADY5_小天鹅洗衣机_单投,搜索无线,5540,755,13.63%,2950.69,532.62,3.91,82,238862.00,10.86%,80.95,
20190604~20190626,热水器意向人群（美的海尔林内）,标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,5515,366,6.64%,1011.26,183.37,2.76,254,635269.00,69.40%,628.20,
20190604~20190626,热水器意向人群（万家乐统帅志高奥特朗）,标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索无线,5514,252,4.57%,732.83,132.90,2.91,162,503494.00,64.29%,687.05,
20190604~20190626,自定义-洗衣机top180SKU不扩展,标签人群,PC,京东快车(搜索),【A++】TB100V80WDCLG_小天鹅洗衣机_单投,搜索无线,5425,74,1.36%,238.68,44.00,3.23,27,81513.00,36.49%,341.52,
20190604~20190626,冰箱意向人群（美海美菱容声西门子）,标签人群,PC,京东快车(搜索),【A+++】TG100V86WMDY5_小天鹅洗衣机_单投,TG100V86WMDY5搜索-PC,5416,113,2.09%,304.83,56.28,2.70,34,106988.00,30.09%,350.98,
20190604~20190626,九数_618_滚筒_类目内_高分段_2.5k_3k_0612,外部导入人群,无线,京东快车(搜索),【A+++】TD100V62WADS5_小天鹅洗衣机_单投,TD100V62WADS5搜索无线,5386,968,17.97%,3958.38,734.94,4.09,84,212479.00,8.68%,53.68,
20190604~20190626,热水器意向人群（万和斯密斯能率）,标签人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,搜索-无线,5385,917,17.03%,2788.94,517.91,3.04,613,1498320.00,66.85%,537.24,
20190604~20190626,自定义-洗衣机竞品top100-7天,标签人群,PC,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,5381,77,1.43%,169.84,31.56,2.21,13,16900.00,16.88%,99.51,
20190604~20190626,自定义-洗衣机top180SKU不扩展,标签人群,PC,京东快车(搜索),【A++】TB80V80WDCLG_小天鹅洗衣机_单投,搜索无线,5363,108,2.01%,258.29,48.16,2.39,20,50023.00,18.52%,193.67,
20190604~20190626,空调核心人群（扬子海信长虹科龙志高）,标签人群,无线,京东快车(搜索),【A+++】TD100V86WMADY5_小天鹅洗衣机_单投,搜索无线,5355,359,6.70%,1392.82,260.10,3.88,86,266481.00,23.96%,191.32,
20190604~20190626,默认购买人群,京选人群,PC,京东快车(搜索),【新品】TD100V62WIAD5_小天鹅洗衣机_单投,搜索-PC,5307,64,1.21%,115.84,21.83,1.81,4,10596.00,6.25%,91.47,
20190604~20190626,冰箱核心人群（美海美菱容声西门子）,标签人群,无线,京东快车(搜索),【B】TB80VT818DCL_小天鹅洗衣机_单投,TB80VT818DCL搜索无线,5264,364,6.91%,769.98,146.27,2.12,132,214586.00,36.26%,278.69,
20190604~20190626,自定义-TB80VT818DCL自身人群,标签人群,无线,京东快车(搜索),【B】TB80VT818DCL_小天鹅洗衣机_单投,TB80VT818DCL搜索无线,5253,914,17.40%,1780.17,338.89,1.95,172,285790.00,18.82%,160.54,
20190604~20190626,【新】近30天浏览加购冰箱未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB80V80WDCLG_小天鹅洗衣机_单投,搜索无线,5232,448,8.56%,1316.32,251.59,2.94,72,121020.00,16.07%,91.94,
20190604~20190626,自定义-10公斤滚筒前10-SKU不拓展30天,标签人群,PC,京东快车(搜索),【A+++】TG100V62ADS5_小天鹅洗衣机_单投,搜索无线,5219,251,4.81%,731.70,140.20,2.92,88,184247.00,35.06%,251.81,
20190604~20190626,洗衣机竞品包1（海尔+统帅+三洋）,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,TG80V20DG5搜索PC,5156,614,11.91%,951.12,184.47,1.55,91,165557.00,14.82%,174.07,
20190604~20190626,热水器核心人群（美的海尔林内）,标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,5143,364,7.08%,1009.23,196.23,2.77,253,629036.00,69.51%,623.28,
20190604~20190626,【新】近30天浏览加购电视影音未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB100V80WDCLG_小天鹅洗衣机_单投,搜索无线,5098,407,7.98%,1249.09,245.02,3.07,74,141267.00,18.18%,113.10,
20190604~20190626,空调意向人群（格力美的海尔奥克斯TCL）,标签人群,PC,京东快车(搜索),【A+++】TG100V86WMDY5_小天鹅洗衣机_单投,TG100V86WMDY5搜索-PC,5095,88,1.73%,225.12,44.18,2.56,28,88615.00,31.82%,393.63,
20190604~20190626,冰箱意向人群（美海美菱容声西门子）,标签人群,PC,京东快车(搜索),【A+++】TG100V62ADS5_小天鹅洗衣机_单投,TG100V62ADS5搜索PC,5095,124,2.43%,323.06,63.41,2.61,35,59071.00,28.23%,182.85,
20190604~20190626,冰箱核心人群（美海美菱容声西门子）,标签人群,PC,京东快车(搜索),【A+++】TG100V62ADS5_小天鹅洗衣机_单投,搜索无线,5078,174,3.43%,500.84,98.63,2.88,67,138447.00,38.51%,276.43,
20190604~20190626,冰箱意向人群（美海美菱容声西门子）,标签人群,PC,京东快车(搜索),【A+++】TD100V86WMADY5_小天鹅洗衣机_单投,搜索无线,5074,85,1.68%,250.43,49.36,2.95,23,109875.00,27.06%,438.75,
20190604~20190626,近90天内购买所选种子的竞品品牌商品的人群,定向推荐人群,PC,京东快车(搜索),【A+++】TD100V62WADS5_小天鹅洗衣机_单投,TD100V62WADS5搜索无线,5047,229,4.54%,722.52,143.16,3.16,70,263482.36,30.57%,364.67,
20190604~20190626,【新】近30天已购冰箱未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB80V80WDCLG_小天鹅洗衣机_单投,搜索无线,5043,347,6.88%,1006.31,199.55,2.90,81,150275.00,23.34%,149.33,
20190604~20190626,油烟机意向人群（苏泊尔万家乐万和樱花帅康,标签人群,无线,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,搜索-无线,5023,600,11.95%,2013.33,400.82,3.36,207,621430.00,34.50%,308.66,
20190604~20190626,冰箱意向人群（康佳TCL奥玛三星海信）,标签人群,无线,京东快车(搜索),【B】TB90V60WD_小天鹅洗衣机_单投,TB90V60WD搜索无线,5015,232,4.63%,429.13,85.57,1.85,96,190499.00,41.38%,443.92,
20190604~20190626,燃气灶核心人群（老板方太美的海尔华帝）,标签人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,搜索-无线,5014,993,19.80%,2857.03,569.81,2.88,1140,2906332.17,114.80%,1017.26,
20190604~20190626,洗衣机品牌人群（海尔西门子博世三洋LG）,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,TG80V20DG5搜索PC,5003,597,11.93%,922.69,184.43,1.55,90,164158.00,15.08%,177.91,
20190604~20190626,空调意向人群（格力美的海尔奥克斯TCL）,标签人群,PC,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,4990,53,1.06%,111.85,22.41,2.11,10,14730.00,18.87%,131.69,
20190604~20190626,【新】近30天已购电视影音未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB100V80WDCLG_小天鹅洗衣机_单投,搜索无线,4904,302,6.16%,922.63,188.14,3.06,49,93720.00,16.23%,101.58,
20190604~20190626,【新】近30天浏览加购洗衣机未购洗衣机,新标签人群,无线,京东快车(搜索),【A+】TB90V88WDCLG_小天鹅洗衣机_单投,搜索无线,4879,331,6.78%,1268.45,259.98,3.83,23,43619.00,6.95%,34.39,
20190604~20190626,热水器核心人群（万和斯密斯能率）,标签人群,无线,京东快车(搜索),【A++】TD100V80WDX_小天鹅洗衣机_单投,搜索-无线,4832,576,11.92%,1911.86,395.67,3.32,85,199164.00,14.76%,104.17,
20190604~20190626,自定义-热水器top178不扩展半年已购,标签人群,无线,京东快车(搜索),【A+】TB90V88WDCLG_小天鹅洗衣机_单投,搜索无线,4785,266,5.56%,998.63,208.70,3.75,112,250207.00,42.11%,250.55,
20190604~20190626,油烟机意向人群（老板方太美的海尔华帝）,标签人群,PC,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,TD100V81WDG搜索PC,4771,226,4.74%,650.55,136.36,2.88,36,73235.00,15.93%,112.57,
20190604~20190626,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,PC,京东快车(搜索),【A++】TB80V80WDCLG_小天鹅洗衣机_单投,搜索无线,4758,108,2.27%,259.20,54.48,2.40,16,41925.00,14.81%,161.75,
20190604~20190626,冰箱核心人群（美海美菱容声西门子）,标签人群,PC,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,搜索-无线,4750,170,3.58%,548.52,115.48,3.23,79,208896.00,46.47%,380.84,
20190604~20190626,【新】近30天已购厨房大电未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB100V80WDCLG_小天鹅洗衣机_单投,搜索无线,4748,321,6.76%,961.33,202.47,2.99,36,68074.00,11.21%,70.81,
20190604~20190626,洗衣机品牌人群（惠而浦大宇创维奥克斯容声,标签人群,无线,京东直投,,,4728,106,2.24%,52.65,11.14,0.50,-,-,-,-,
20190604~20190626,热水器意向人群（美的海尔林内）,标签人群,PC,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,TD100V81WDG搜索PC,4677,216,4.62%,634.31,135.62,2.94,37,76902.00,17.13%,121.24,
20190604~20190626,自定义-洗衣机top180SKU不扩展,标签人群,PC,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,搜索无线,4654,222,4.77%,520.13,111.76,2.34,129,341110.00,58.11%,655.82,
20190604~20190626,自定义-西门子8公斤滚筒,标签人群,无线,京东快车(搜索),【新品】TD100V62WIAD5_小天鹅洗衣机_单投,搜索-无线,4628,394,8.51%,1042.63,225.29,2.65,48,150134.00,12.18%,144.00,
20190604~20190626,空调核心人群（格力美的海尔奥克斯TCL）,标签人群,PC,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,搜索-无线,4614,145,3.14%,435.86,94.46,3.01,64,174461.00,44.14%,400.27,
20190604~20190626,热水器意向人群（万家乐统帅志高奥特朗）,标签人群,无线,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,搜索-无线,4581,595,12.99%,1969.09,429.84,3.31,241,657811.00,40.50%,334.07,
20190604~20190626,九数_618_滚筒_类目内_高分段_无品牌倾向_0611,外部导入人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,搜索-无线,4578,791,17.28%,3463.45,756.54,4.38,92,727020.00,11.63%,209.91,
20190604~20190626,冰箱核心人群（美海美菱容声西门子）,标签人群,PC,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,4570,53,1.16%,105.06,22.99,1.98,9,13221.00,16.98%,125.84,
20190604~20190626,燃气灶核心人群（苏泊尔万家乐万和康宝帅康,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,搜索无线,4551,710,15.60%,1618.05,355.54,2.28,920,2710215.00,129.58%,1674.99,
20190604~20190626,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,PC,京东快车(搜索),【新品】TD100V62WIAD5_小天鹅洗衣机_单投,搜索-PC,4544,58,1.28%,99.05,21.80,1.71,4,10596.00,6.90%,106.98,
20190604~20190626,九数_618_波轮_类目内_高分段_美的品牌倾向_0612,外部导入人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,搜索-无线,4531,790,17.44%,2394.77,528.53,3.03,351,859879.00,44.43%,359.07,
20190604~20190626,自定义-冰箱top176不拓展,标签人群,PC,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,TD100V81WDG搜索PC,4478,261,5.83%,747.11,166.84,2.86,41,90136.00,15.71%,120.65,
20190604~20190626,油烟机意向人群（老板方太美的海尔华帝）,标签人群,无线,京东快车(搜索),【A+++】TD100V62WADS5_小天鹅洗衣机_单投,TD100V62WADS5搜索无线,4472,457,10.22%,1926.44,430.78,4.22,25,57495.00,5.47%,29.85,
20190604~20190626,近30天内加购、加关注所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),搜索腰带店铺_小天鹅洗衣机_腰部广告,搜索腰带店铺,4471,214,4.79%,352.70,78.89,1.65,21,32625.00,9.81%,92.50,
20190604~20190626,自定义-洗衣机top180SKU不扩展,标签人群,PC,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索无线,4457,50,1.12%,136.67,30.66,2.73,22,51970.00,44.00%,380.26,
20190604~20190626,洗衣机品牌人群（惠而浦大宇创维奥克斯容声,标签人群,无线,京东直投,,,4428,53,1.20%,28.66,6.47,0.54,-,-,-,-,
20190604~20190626,【新】近30天已购热水器未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB100V80WDCLG_小天鹅洗衣机_单投,搜索无线,4403,278,6.31%,825.92,187.58,2.97,27,49546.00,9.71%,59.99,
20190604~20190626,九数_618_滚筒_类目内_高分段_3k_4k_0612,外部导入人群,无线,京东快车(搜索),【A+++】TD100V62WADS5_小天鹅洗衣机_单投,TD100V62WADS5搜索无线,4376,808,18.46%,3289.03,751.61,4.07,57,158243.00,7.05%,48.11,
20190604~20190626,热水器核心人群（万和斯密斯能率）,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,搜索无线,4359,695,15.94%,1559.30,357.72,2.24,833,2824253.00,119.86%,1811.23,
20190604~20190626,【新】洗衣机换新人群,新标签人群,无线,京东快车(搜索),【A++】TG100V62WADY5_小天鹅洗衣机_单投,TG100V62WADY5搜索无线,4345,495,11.39%,1291.95,297.34,2.61,162,481475.00,32.73%,372.67,
20190604~20190626,热水器核心人群（美的海尔林内）,标签人群,PC,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,TD100V81WDG搜索PC,4326,180,4.16%,526.76,121.77,2.93,36,75706.00,20.00%,143.72,
20190604~20190626,自定义-行业10公斤洗烘,标签人群,PC,京东快车(搜索),【A+++】TD100V62WADS5_小天鹅洗衣机_单投,TD100V62WADS5搜索PC,4317,288,6.67%,931.36,215.74,3.23,50,148781.00,17.36%,159.75,
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,PC,京东快车(搜索),【新品】TD100V62WIAD5_小天鹅洗衣机_单投,搜索-PC,4299,56,1.30%,95.10,22.12,1.70,4,10596.00,7.14%,111.42,
20190604~20190626,自定义-10公斤滚筒前10-SKU不拓展30天,标签人群,PC,京东快车(搜索),【A+++】TG100V86WMDY5_小天鹅洗衣机_单投,TG100V86WMDY5搜索-PC,4297,103,2.40%,256.89,59.78,2.49,19,62882.00,18.45%,244.78,
20190604~20190626,自定义-8公斤滚筒前10-SKU不拓展30天,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,TG80V20DG5搜索PC,4266,869,20.37%,1301.54,305.10,1.50,126,224263.00,14.50%,172.31,
20190604~20190626,消毒柜核心人群（康宝美的方太海尔老板）,标签人群,无线,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,搜索-无线,4254,578,13.59%,1890.44,444.39,3.27,224,626985.00,38.75%,331.66,
20190604~20190626,洗衣机意向人群（海尔西门子TCL松下海信,标签人群,PC,京东快车(搜索),【A++】TB100V80WDCLG_小天鹅洗衣机_单投,搜索无线,4254,66,1.55%,218.57,51.38,3.31,23,74880.00,34.85%,342.59,
20190604~20190626,油烟机核心人群（苏泊尔万家乐万和统帅帅康,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,搜索无线,4232,730,17.25%,1674.84,395.76,2.29,889,2791160.00,121.78%,1666.52,
20190604~20190626,冰箱核心人群（康佳三星TCL奥玛海信）,标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,4231,265,6.26%,760.83,179.82,2.87,205,530251.00,77.36%,696.94,
20190604~20190626,冰箱核心人群（康佳TCL奥玛三星海信）,标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,4231,265,6.26%,760.83,179.82,2.87,205,530251.00,77.36%,696.94,
20190604~20190626,油烟机意向人群（老板方太美的海尔华帝）,标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,4228,285,6.74%,802.23,189.74,2.81,181,544163.00,63.51%,678.31,
20190604~20190626,九数_618_滚筒_类目内_高分段_美的品牌倾向_0612,外部导入人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,搜索-无线,4198,948,22.58%,2958.28,704.69,3.12,254,504679.00,26.79%,170.60,
20190604~20190626,空调核心人群（格力美的海尔奥克斯TCL）,标签人群,PC,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,4196,49,1.17%,104.76,24.97,2.14,11,16728.00,22.45%,159.68,
20190604~20190626,九数_618_滚筒_类目内_高分段_4k以上_0612,外部导入人群,无线,京东快车(搜索),【A+++】TD100V86WMADY5_小天鹅洗衣机_单投,搜索无线,4191,732,17.47%,2647.85,631.79,3.62,75,269125.00,10.25%,101.64,
20190604~20190626,冰箱核心人群（美海美菱容声西门子）,标签人群,PC,京东快车(搜索),【A+++】TG100V86WMDY5_小天鹅洗衣机_单投,TG100V86WMDY5搜索-PC,4166,100,2.40%,266.68,64.01,2.67,29,91584.00,29.00%,343.42,
20190604~20190626,九数_618_滚筒_类目内_高分段_3k_4k_0612,外部导入人群,无线,京东快车(搜索),【A+++】TD100V86WMADY5_小天鹅洗衣机_单投,搜索无线,4136,689,16.66%,2576.33,622.90,3.74,46,166984.00,6.68%,64.81,
20190604~20190626,热水器核心人群（万和斯密斯能率）,标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索无线,4121,246,5.97%,722.18,175.24,2.94,137,515312.00,55.69%,713.55,
20190604~20190626,九数_20190612_洗衣机_618跨品_对照组,外部导入人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,搜索-无线,4121,611,14.83%,2103.63,510.47,3.44,68,132429.00,11.13%,62.95,
20190604~20190626,九数_20190612_洗衣机_618跨品_干预组,外部导入人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,搜索-无线,4104,577,14.06%,1974.81,481.19,3.42,50,89150.00,8.67%,45.14,
20190604~20190626,油烟机核心人群（老板方太美的海尔华帝）,标签人群,PC,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,TD100V81WDG搜索PC,4100,176,4.29%,498.76,121.65,2.83,35,69185.00,19.89%,138.71,
20190604~20190626,热水器意向人群（万家乐统帅志高奥特朗）,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,搜索无线,4088,600,14.68%,1271.81,311.11,2.12,776,2843424.00,129.33%,2235.73,
20190604~20190626,自定义-10公斤滚筒前10-SKU不拓展30天,标签人群,PC,京东快车(搜索),【A+++】TG100V62ADS5_小天鹅洗衣机_单投,TG100V62ADS5搜索PC,4056,141,3.48%,375.02,92.46,2.66,43,74913.00,30.50%,199.76,
20190604~20190626,自定义-行业10公斤洗烘,标签人群,PC,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,搜索-无线,4028,173,4.29%,558.54,138.66,3.23,66,188356.00,38.15%,337.23,
20190604~20190626,【新】近30天浏览加购洗衣机未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TG100V62WADY5_小天鹅洗衣机_单投,TG100V62WADY5搜索无线,4002,446,11.14%,1182.64,295.51,2.65,85,388750.00,19.06%,328.71,
20190604~20190626,油烟机意向人群（老板方太美的海尔华帝）,标签人群,PC,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,TG80V20DG5搜索PC,3983,180,4.52%,387.64,97.32,2.15,69,237864.00,38.33%,613.62,
20190604~20190626,冰箱核心人群（美海美菱容声西门子）,标签人群,PC,京东快车(搜索),【A+++】TG100V62ADS5_小天鹅洗衣机_单投,TG100V62ADS5搜索PC,3981,101,2.54%,269.77,67.76,2.67,36,61170.00,35.64%,226.75,
20190604~20190626,【新】近30天浏览加购电视影音未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB80V80WDCLG_小天鹅洗衣机_单投,搜索无线,3981,292,7.33%,861.98,216.52,2.95,40,84434.00,13.70%,97.95,
20190604~20190626,自定义-行业9公斤变频波轮,标签人群,无线,京东快车(搜索),【B】TB80VT818DCL_小天鹅洗衣机_单投,TB80VT818DCL搜索无线,3966,523,13.19%,1069.78,269.74,2.05,96,152319.00,18.36%,142.38,
20190604~20190626,空调核心人群（扬子海信长虹科龙志高）,标签人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,搜索-无线,3962,750,18.93%,2121.70,535.51,2.83,840,2501737.36,112.00%,1179.12,
20190604~20190626,油烟机核心人群（老板方太美的海尔华帝）,标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,3947,276,6.99%,757.29,191.86,2.74,204,554927.00,73.91%,732.78,
20190604~20190626,热水器意向人群（美的海尔林内）,标签人群,PC,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,TG80V20DG5搜索PC,3924,167,4.26%,338.81,86.34,2.03,71,249456.00,42.51%,736.27,
