时间,人群名称,人群类型,推广设备,产品线,计划,单元,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,总订单行,总订单金额,转化率,ROI,
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),WBL2501A-瑞博_榨汁机/原汁机_单投,WBL2501A-端中,47957,4108,8.57%,12049.33,251.25,2.93,839,224691.75,20.42%,18.65,
20190604~20190626,【新】近30天搜索电水壶/电水瓶未购买-1008,新标签人群,无线,京东快车(搜索),WHJ1512e-瑞博_电水壶/热水瓶_单投,WHJ1512e-端低-HU,47806,3754,7.85%,7302.85,152.76,1.95,814,160689.22,21.68%,22.00,
20190604~20190626,【新】近30天浏览原汁机-1005,新标签人群,无线,京东快车(搜索),WBL2501C-瑞博_榨汁机/原汁机_单投,WBL2501C-端中,47719,4322,9.06%,11682.88,244.83,2.70,847,225010.48,19.60%,19.26,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),多用途锅-明辉_多用途锅_单投,DY16Easy102-端中-copy,47505,3603,7.58%,6102.45,128.46,1.69,389,49640.71,10.80%,8.13,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),秒杀计划,美的（Midea）_多用途锅,47453,3256,6.86%,3025.43,63.76,0.93,514,102250.78,15.79%,33.80,
20190604~20190626,自定义-面包机兴趣人群-1018,标签人群,无线,京东快车(搜索),面包机-明辉_面包机_单投,TLS2010-端中,47395,6239,13.16%,16655.63,351.42,2.67,1124,474057.95,18.02%,28.46,
20190604~20190626,【新】近7天浏览电压力锅-1108,新标签人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-特区,47356,6878,14.52%,15164.93,320.23,2.20,2380,1470476.09,34.60%,96.97,
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),WHJ1512e-瑞博_电水壶/热水瓶_单投,WHJ1512e-端低-HU,47283,3970,8.40%,7909.31,167.28,1.99,949,243907.79,23.90%,30.84,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),电炖锅-明辉_电炖锅_单投,DG18Easy201-,46744,4240,9.07%,11817.00,252.80,2.79,624,97603.52,14.72%,8.26,
20190604~20190626,自定义-豆浆机兴趣人群,标签人群,无线,京东快车(搜索),DJ13B-Power301-瑞博_豆浆机_单投,DJ13B-Power301-端中,46683,7197,15.42%,17667.17,378.45,2.45,1283,486281.85,17.83%,27.52,
20190604~20190626,【新】近30天搜索电压力锅未购买-1008,新标签人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-特区,46564,5423,11.65%,12192.58,261.85,2.25,966,260151.87,17.81%,21.34,
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),多用途锅-明辉_多用途锅_单投,DY16Easy102-端中-copy,46560,3266,7.01%,5645.34,121.25,1.73,316,41982.07,9.68%,7.44,
20190604~20190626,【新】近30天浏览面包机-1005,新标签人群,无线,京东快车(搜索),面包机-明辉_面包机_单投,TLS2010-端中,46458,6340,13.65%,16861.48,362.94,2.66,1137,477101.62,17.93%,28.30,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),秒杀计划,美的（Midea）_电压力锅,46332,4623,9.98%,4019.86,86.76,0.87,5095,5422155.75,110.21%,1348.84,
20190604~20190626,【新】30天浏览美的电水壶/电水瓶-1009,新标签人群,无线,京东快车(搜索),MK-SH15Power508-瑞博_电水壶_单投,MK-SH15Power508-端中,46319,2369,5.11%,4780.28,103.20,2.02,473,116662.90,19.97%,24.41,
20190604~20190626,【新】厨小近3天浏览-0614,新标签人群,无线,京东直投,,,46301,1528,3.30%,801.14,17.30,0.52,4,734.00,0.26%,0.92,
20190604~20190626,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),WJCN30H-瑞博_电饼铛_单投,WJCN30H-端低1,46251,5333,11.53%,9431.73,203.92,1.77,1001,429608.17,18.77%,45.55,
20190604~20190626,【新】近30天搜索面包机未购买-1008,新标签人群,无线,京东快车(搜索),面包机-明辉_面包机_单投,TLS2010-端中,46235,5428,11.74%,14795.41,320.00,2.73,801,291326.04,14.76%,19.69,
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,PC,京东快车(搜索),PB12Easy217-瑞博_破壁机_单投,PB12Easy217,46222,213,0.46%,813.25,17.59,3.82,31,23517.40,14.55%,28.92,
20190604~20190626,默认购买人群,京选人群,PC,京东快车(搜索),MB-30LH5-电饭煲-明辉_电饭煲_单投,MB-30LH5搜索位置-,46074,493,1.07%,877.91,19.05,1.78,199,150982.08,40.37%,171.98,
20190604~20190626,【新】近30天搜索电饭煲未购买-1008,新标签人群,无线,京东快车(搜索),电饭煲-明辉_电饭煲_单投,FB30Power503-端中,46022,2450,5.32%,4678.00,101.65,1.91,335,115514.48,13.67%,24.69,
20190604~20190626,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,PC,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-PC,45965,1335,2.90%,2983.03,64.90,2.23,591,367598.05,44.27%,123.23,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),WBL2501A-瑞博_榨汁机/原汁机_单投,WBL2501A-端中,45589,3970,8.71%,11689.40,256.41,2.94,836,225092.15,21.06%,19.26,
20190604~20190626,【新】近30天浏览电饭煲-1005,新标签人群,无线,京东快车(搜索),电饭煲-明辉_电饭煲_单投,FB30Power503-端中,45434,3099,6.82%,5563.18,122.45,1.80,807,695185.10,26.04%,124.96,
20190604~20190626,【新】近3天浏览电压力锅-1018,新标签人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-特区,45317,6553,14.46%,14413.94,318.07,2.20,2313,1449978.39,35.30%,100.60,
20190604~20190626,【新】近30天搜索豆浆机未购买-1008,新标签人群,无线,京东快车(搜索),DJ13B-Power301-瑞博_豆浆机_单投,DJ13B-Power301-端中,45104,5915,13.11%,14662.52,325.08,2.48,878,266672.21,14.84%,18.19,
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,PC,京东快车(搜索),MB-30LH5-电饭煲-明辉_电饭煲_单投,MB-30LH5搜索位置-,45036,546,1.21%,962.00,21.36,1.76,218,161960.08,39.93%,168.36,
20190604~20190626,【新】近3天搜索电水壶/电水瓶-1018,新标签人群,PC,京东快车(搜索),SP50Colour201-瑞博_电水壶/热水瓶_单投,SP50Colour201-端低-PI,44822,375,0.84%,878.63,19.60,2.34,81,17345.00,21.60%,19.74,
20190604~20190626,【新】近3天搜索电磁炉-1018,新标签人群,无线,京东快车(搜索),WT2109-明辉-电磁炉_单投,WT2109--明辉-搜索_单投,44747,2528,5.65%,6569.88,146.82,2.60,681,170643.51,26.94%,25.97,
20190604~20190626,【新】近3天浏览电压力锅-1018,新标签人群,无线,京东快车(搜索),WQH50C8-瑞博_电压力锅_单投,WQH50C8-端高,44599,3591,8.05%,5968.38,133.82,1.66,466,259518.40,12.98%,43.48,
20190604~20190626,【新】近30天浏览豆浆机-1005,新标签人群,无线,京东快车(搜索),DJ13B-Power301-瑞博_豆浆机_单投,DJ13B-Power301-端中,44543,7089,15.91%,17339.94,389.29,2.45,1312,513619.14,18.51%,29.62,
20190604~20190626,【新】30天浏览美的电饭煲-1009,新标签人群,无线,品牌聚效,新品电饭煲518-京选店铺,APP,44226,4508,10.19%,7201.75,162.84,1.60,930,281109.14,20.63%,39.03,
20190604~20190626,【新】近30天搜索电饼铛未购买-1008,新标签人群,无线,京东快车(搜索),MC-JK30Power301-瑞博_电饼铛_单投,MC-JK30Power301-端高1,44224,3198,7.23%,6384.77,144.37,2.00,456,100940.05,14.26%,15.81,
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),C22-WH2208-明辉-电磁炉_单投,C22-WH2208--明辉-搜索_单投,43846,2747,6.27%,6301.62,143.72,2.29,640,123040.94,23.30%,19.53,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,43781,1210,2.76%,370.34,8.46,0.31,-,-,-,-,
20190604~20190626,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),WT2109-明辉-电磁炉_单投,WT2109--明辉-搜索_单投,43698,2949,6.75%,7009.62,160.41,2.38,714,180919.38,24.21%,25.81,
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),MK-SH06Simple101-瑞博_电水壶/热水瓶_单投,MK-SH06Simple101-端中,43267,1624,3.75%,4788.35,110.67,2.95,515,695653.82,31.71%,145.28,
20190604~20190626,【新】近30天浏览料理机-1005,新标签人群,无线,京东快车(搜索),WBL2501C-瑞博_榨汁机/原汁机_单投,WBL2501C-端中,43209,3843,8.89%,10142.25,234.73,2.64,758,202960.77,19.72%,20.01,
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),PB12Power304-瑞博_破壁机_单投,PB12Power304-端高,43023,4904,11.40%,12252.08,284.78,2.50,1333,661195.31,27.18%,53.97,
20190604~20190626,【新】近3天搜索电饭煲行业-1018,新标签人群,PC,京东快车(搜索),电饭煲-明辉_电饭煲_单投,FB40Star301-端高,42996,464,1.08%,688.16,16.01,1.48,103,104457.71,22.20%,151.79,
20190604~20190626,【新】近7天浏览面包机-1108,新标签人群,无线,京东快车(搜索),面包机-明辉_面包机_单投,TLS2010-端中,42678,5711,13.38%,15087.42,353.52,2.64,1078,457325.92,18.88%,30.31,
20190604~20190626,【新】30天浏览美的电磁炉-1009,新标签人群,无线,京东快车(搜索),C22-WH2208-明辉-电磁炉_单投,C22-WH2208--明辉-搜索_单投,42602,2651,6.22%,6061.93,142.29,2.29,603,110959.40,22.75%,18.30,
20190604~20190626,【新】近30天搜索电磁炉未购买-1008,新标签人群,无线,京东快车(搜索),WT2109-明辉-电磁炉_单投,WT2109--明辉-搜索_单投,42537,2403,5.65%,6269.17,147.38,2.61,542,99875.71,22.56%,15.93,
20190604~20190626,近90天内购买所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-核区,42382,7935,18.72%,15563.93,367.23,1.96,2793,2065247.62,35.20%,132.69,
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,PC,京东快车(搜索),SP50Colour201-瑞博_电水壶/热水瓶_单投,SP50Colour201-端低-PI,42362,386,0.91%,933.13,22.03,2.42,92,22154.10,23.83%,23.74,
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),SP50Colour201-瑞博_电水壶/热水瓶_单投,SP50Colour201-端低-PI,42154,402,0.95%,948.06,22.49,2.36,96,23089.10,23.88%,24.35,
20190604~20190626,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-特区,41964,6144,14.64%,13807.44,329.03,2.25,2193,1418204.56,35.69%,102.71,
20190604~20190626,自定义-电水壶/电水瓶兴趣人群,标签人群,PC,京东快车(搜索),SP50Colour201-瑞博_电水壶/热水瓶_单投,SP50Colour201-端低-PI,41818,405,0.97%,963.33,23.04,2.38,100,24001.10,24.69%,24.91,
20190604~20190626,【新】近7天浏览电饭煲-1108,新标签人群,无线,京东快车(搜索),电饭煲-明辉_电饭煲_单投,FB30Power503-端中,41774,2927,7.01%,5167.24,123.70,1.77,790,686915.10,26.99%,132.94,
20190604~20190626,【新】近30天搜索料理机未购买-1008,新标签人群,无线,京东快车(搜索),WBL2501A-瑞博_榨汁机/原汁机_单投,WBL2501A-端中,41697,3320,7.96%,9672.32,231.97,2.91,578,97323.90,17.41%,10.06,
20190604~20190626,【新】近7天浏览豆浆机-1108,新标签人群,无线,京东快车(搜索),DJ13B-Power301-瑞博_豆浆机_单投,DJ13B-Power301-端中,41608,6611,15.89%,16131.46,387.70,2.44,1236,487493.79,18.70%,30.22,
20190604~20190626,【新】近30天浏览电饭煲-1005,新标签人群,PC,京东快车(搜索),电饭煲-明辉_电饭煲_单投,FB40Star301-端高,41563,506,1.22%,765.58,18.42,1.51,122,108971.11,24.11%,142.34,
20190604~20190626,【新】近30天浏览苏泊尔电压力锅-1005,新标签人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-核区,41538,7520,18.10%,15628.46,376.24,2.08,1456,610391.26,19.36%,39.06,
20190604~20190626,默认购买人群,京选人群,PC,京东快车(搜索),SP50Colour201-瑞博_电水壶/热水瓶_单投,SP50Colour201-端低-PI,41502,400,0.96%,951.93,22.94,2.38,103,22460.47,25.75%,23.59,
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),WQC60A5-瑞博_电压力锅_单投,WQC60A5-端低,41463,3868,9.33%,5029.02,121.29,1.30,4709,4033684.63,121.74%,802.08,
20190604~20190626,近90天内购买所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),电磁炉-明辉_电磁炉_单投,WT2112T-端中_电磁炉_单投,41303,5634,13.64%,7857.60,190.24,1.39,2747,1524164.20,48.76%,193.97,
20190604~20190626,【新】30天加购电饭煲-1009,新标签人群,PC,品牌聚效,新品电饭煲,PC展示,41303,53,0.13%,328.06,7.94,6.19,8,2149.00,15.09%,6.55,
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),YL50Easy505-瑞博_电压力锅_单投,YL50Easy505,41282,2047,4.96%,5586.04,135.31,2.73,269,114579.40,13.14%,20.51,
20190604~20190626,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,PC,京东快车(搜索),MB-30LH5-电饭煲-明辉_电饭煲_单投,MB-30LH5搜索位置-,41250,392,0.95%,747.41,18.12,1.91,196,148225.73,50.00%,198.32,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),PB12Power304-瑞博_破壁机_单投,PB12Power304-端高,40982,4787,11.68%,11931.51,291.14,2.49,1318,654885.81,27.53%,54.89,
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),SP50Colour201-瑞博_电水壶/热水瓶_单投,SP50Colour201-端低-PI,40812,3261,7.99%,7636.13,187.11,2.34,735,230483.52,22.54%,30.18,
20190604~20190626,【新】近30天浏览电饭煲-1005,新标签人群,无线,品牌聚效,新品电饭煲-,APP,40761,109,0.27%,1012.55,24.84,9.29,1,168.00,0.92%,0.17,
20190604~20190626,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),电磁炉-明辉_电磁炉_单投,WT2112T-端中_电磁炉_单投,40725,4792,11.77%,7116.75,174.75,1.49,2268,1337898.07,47.33%,187.99,
20190604~20190626,自定义-破壁机兴趣人群-1018,标签人群,无线,京东快车(搜索),PB12Power304-瑞博_破壁机_单投,PB12Power304-端高,40652,4770,11.73%,11813.06,290.59,2.48,1300,656125.01,27.25%,55.54,
20190604~20190626,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),YL50Easy505-瑞博_电压力锅_单投,YL50Easy505,40547,2144,5.29%,6165.21,152.05,2.88,242,105821.10,11.29%,17.16,
20190604~20190626,【新】电煎锅-15天竞品,新标签人群,无线,京东快车(搜索),多用途锅-MCDY28Easy101-明辉_多用途锅_单投,MCDY28Easy101-电煎锅-搜索位置,40488,2151,5.31%,2676.76,66.11,1.24,390,184143.15,18.13%,68.79,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),WQC60A5-瑞博_电压力锅_单投,WQC60A5-端低,40383,3839,9.51%,4996.90,123.74,1.30,4755,4172845.28,123.86%,835.09,
20190604~20190626,【新】近30天浏览电炖锅-1005,新标签人群,无线,京东快车(搜索),电炖锅-明辉_电炖锅_单投,DG50Easy201-端中-不,40317,3633,9.01%,10760.95,266.91,2.96,684,168552.80,18.83%,15.66,
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,PC,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-PC,40142,1184,2.95%,2597.02,64.70,2.19,472,264800.25,39.86%,101.96,
20190604~20190626,自定义-电压力锅兴趣人群-1018,标签人群,无线,京东快车(搜索),WQC60A5-瑞博_电压力锅_单投,WQC60A5-端低,40096,3855,9.61%,5001.51,124.74,1.30,4699,4149714.58,121.89%,829.69,
20190604~20190626,【新】近30天搜索电饭煲未购买-1008,新标签人群,PC,京东快车(搜索),电饭煲-明辉_电饭煲_单投,FB40Star301-端高,40060,439,1.10%,643.31,16.06,1.47,54,82367.75,12.30%,128.04,
20190604~20190626,【新】近30天搜索未购买（电炖锅）,新标签人群,无线,京东快车(搜索),电炖锅-明辉power501-_单投-,DZ08Easy102-搜索-copy,40009,1629,4.07%,5311.67,132.76,3.26,135,37684.37,8.29%,7.09,
20190604~20190626,【新】近3天搜索电压力锅-1018,新标签人群,无线,京东快车(搜索),WQC60A5-瑞博_电压力锅_单投,WQC60A5-端低,39864,3112,7.81%,4078.06,102.30,1.31,3340,2812348.25,107.33%,689.63,
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-特区,39740,6100,15.35%,13125.76,330.29,2.15,2279,1430737.39,37.36%,109.00,
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),MC-JK30Power301-瑞博_电饼铛_单投,MC-JK30Power301-端高1,39636,3009,7.59%,5745.45,144.96,1.91,811,336610.62,26.95%,58.59,
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),多用途锅-明辉_多用途锅_单投,MC-LHN30D,39597,3488,8.81%,6333.24,159.94,1.82,817,243714.95,23.42%,38.48,
20190604~20190626,【新】近7天搜索厨房小电-品聚专用,新标签人群,无线,京东快车(搜索),腰带店铺-_生活电器_腰部广告,腰带店铺-端-低花费,39578,1147,2.90%,1197.62,30.26,1.04,114,23284.97,9.94%,19.44,
20190604~20190626,【新】30天浏览美的电水壶/电水瓶-1009,新标签人群,无线,京东快车(搜索),SP50Colour201-瑞博_电水壶/热水瓶_单投,SP50Colour201-端低-PI,39563,3148,7.96%,7378.04,186.49,2.34,701,216118.48,22.27%,29.29,
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),秒杀计划,美的（Midea）_电饼铛,39368,3494,8.88%,3219.09,81.77,0.92,1322,742289.62,37.84%,230.59,
20190604~20190626,【新】品牌浏览人群-15天（未购买电炖锅）,新标签人群,无线,京东快车(搜索),电炖锅-明辉-MD-DZ16E102-_单投,DZ16E102-搜索-,39168,2947,7.52%,8487.75,216.70,2.88,369,65053.49,12.52%,7.66,
20190604~20190626,【新】近30天浏览破壁机-1005,新标签人群,PC,京东快车(搜索),PB12Easy217-瑞博_破壁机_单投,PB12Easy217,39128,225,0.58%,868.80,22.20,3.86,38,28965.50,16.89%,33.34,
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),电炖锅-明辉_电炖锅_单投,WBZS162-端中-不,39011,2573,6.60%,11619.54,297.85,4.52,298,97719.71,11.58%,8.41,
20190604~20190626,【新】近30天浏览电炖锅-1005,新标签人群,无线,京东快车(搜索),电炖锅-明辉_电炖锅_单投,DG18Easy201-,38974,3830,9.83%,10410.36,267.11,2.72,602,102961.45,15.72%,9.89,
20190604~20190626,【新】近30天浏览破壁机-1005,新标签人群,无线,京东快车(搜索),PB12Power304-瑞博_破壁机_单投,PB12Power304-端高,38939,4776,12.27%,11759.67,302.00,2.46,1317,656421.21,27.58%,55.82,
20190604~20190626,【新】浏览过美的电饭煲但未购买（30）,新标签人群,PC,京东快车(搜索),MB-30LH5-电饭煲-明辉_电饭煲_单投,MB-30LH5搜索位置-,38891,501,1.29%,891.68,22.93,1.78,38,22371.00,7.58%,25.09,
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,PC,京东快车(搜索),PB12Power304-瑞博_破壁机_单投,PB12Power304-端高,38497,738,1.92%,2365.38,61.44,3.21,201,843765.21,27.24%,356.71,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),多用途锅-明辉_多用途锅_单投,MC-LHN30D,38401,3362,8.75%,6094.75,158.71,1.81,800,241780.75,23.80%,39.67,
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),电炖锅-明辉-MD-DZ16E102-_单投,DZ16E102-搜索-,38396,2939,7.65%,8259.51,215.11,2.81,395,73806.94,13.44%,8.94,
20190604~20190626,【新】近30天浏览九阳电水壶/电水瓶-1005,新标签人群,无线,京东快车(搜索),WHJ1705b-瑞博_电水壶_单投,WHJ1705b,38300,6125,15.99%,9870.68,257.72,1.61,1930,944410.87,31.51%,95.68,
20190604~20190626,【新】30天浏览美的破壁机-1009,新标签人群,无线,京东快车(搜索),PB12Easy217-瑞博_破壁机_单投,PB12Easy217,38265,3615,9.45%,12023.04,314.20,3.33,868,316450.86,24.01%,26.32,
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),YL50Easy505-瑞博_电压力锅_单投,YL50Easy505,38211,244,0.64%,590.68,15.46,2.42,35,16303.70,14.34%,27.60,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,38066,931,2.45%,262.30,6.89,0.28,4,776.00,0.43%,2.96,
20190604~20190626,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),SP50Colour201-瑞博_电水壶/热水瓶_单投,SP50Colour201-端低-PI,37830,2462,6.51%,6222.76,164.49,2.53,462,170591.65,18.77%,27.41,
20190604~20190626,【新】近30天浏览苏泊尔电压力锅-1005,新标签人群,无线,京东快车(搜索),YL60Easy203-瑞博_电压力锅_单投,YL60Easy203-端中-核词,37684,4128,10.95%,9289.95,246.52,2.25,718,377410.44,17.39%,40.63,
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),PB12Power304-瑞博_破壁机_单投,PB12Power304-端高,37625,856,2.28%,2701.11,71.79,3.16,230,854107.57,26.87%,316.21,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),秒杀计划,美的（Midea）_电饼铛,37612,3370,8.96%,3099.06,82.40,0.92,1306,739670.72,38.75%,238.68,
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),WQH50C8-瑞博_电压力锅_单投,WQH50C8-端高,37375,3176,8.50%,5121.98,137.04,1.61,432,243012.40,13.60%,47.45,
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),多用途锅-明辉_多用途锅_单投,MC-LHN30D,37355,3215,8.61%,5896.70,157.86,1.83,762,238500.46,23.70%,40.45,
20190604~20190626,九数_20190605_厨小_618跨品_干预组,外部导入人群,无线,京东直投,,,37334,1152,3.09%,325.44,8.72,0.28,9,2182.80,0.78%,6.71,
20190604~20190626,【新】近30天搜索破壁机未购买-1008,新标签人群,PC,京东快车(搜索),PB12Power304-瑞博_破壁机_单投,PB12Power304-端高,37304,661,1.77%,2091.16,56.06,3.16,147,808937.62,22.24%,386.84,
20190604~20190626,【新】近30天浏览原汁机-1005,新标签人群,无线,京东快车(搜索),WBL2501A-瑞博_榨汁机/原汁机_单投,WBL2501A-端中,37185,3513,9.45%,10116.74,272.07,2.88,702,164004.45,19.98%,16.21,
20190604~20190626,【新】近30天搜索破壁机未购买-1008,新标签人群,无线,京东快车(搜索),WBL2501A-瑞博_榨汁机/原汁机_单投,WBL2501A-端中,37176,3080,8.28%,9181.15,246.96,2.98,554,90254.12,17.99%,9.83,
20190604~20190626,自定义-电压力锅兴趣人群-1018,标签人群,PC,京东快车(搜索),YL50Easy505-瑞博_电压力锅_单投,YL50Easy505,37059,239,0.64%,577.42,15.58,2.42,35,16303.70,14.64%,28.24,
20190604~20190626,【新】近30天浏览电压力锅-1005,新标签人群,无线,京东快车(搜索),WQC60A5-瑞博_电压力锅_单投,WQC60A5-端低,37000,3760,10.16%,4844.27,130.93,1.29,4686,4121783.98,124.63%,850.86,
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),PB12Power304-瑞博_破壁机_单投,PB12Power304-端高,36857,3911,10.61%,9925.90,269.31,2.54,1067,543391.91,27.28%,54.74,
20190604~20190626,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),MC-JK30Power301-瑞博_电饼铛_单投,MC-JK30Power301-端高1,36825,2857,7.76%,5626.35,152.79,1.97,704,312873.70,24.64%,55.61,
20190604~20190626,【新】近30天浏览料理机-1005,新标签人群,无线,京东快车(搜索),WBL2501A-瑞博_榨汁机/原汁机_单投,WBL2501A-端中,36817,3282,8.91%,9516.95,258.49,2.90,643,151710.45,19.59%,15.94,
20190604~20190626,默认购买人群,京选人群,PC,京东快车(搜索),YL50Easy505-瑞博_电压力锅_单投,YL50Easy505,36736,239,0.65%,582.13,15.85,2.44,35,16303.70,14.64%,28.01,
20190604~20190626,自定义-电饭煲兴趣人群,标签人群,PC,京东快车(搜索),电饭煲-明辉_电饭煲_单投,WFZ5099IH-端中,36494,222,0.61%,439.58,12.05,1.98,108,144042.70,48.65%,327.68,
20190604~20190626,【新】近30天搜索豆浆机未购买-1008,新标签人群,无线,京东快车(搜索),DJ12B-Easy101-瑞博_豆浆机_单投,DJ12B-Easy101-端中,36397,3573,9.82%,7803.71,214.41,2.18,596,144513.74,16.68%,18.52,
20190604~20190626,默认购买人群,京选人群,PC,京东快车(搜索),PB12Power304-瑞博_破壁机_单投,PB12Power304-端高,36338,844,2.32%,2618.80,72.07,3.10,239,857402.57,28.32%,327.40,
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),电炖锅-明辉_电炖锅_单投,WBZS162-端中-不,36306,2760,7.60%,12217.42,336.51,4.43,338,105255.86,12.25%,8.62,
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),MC-JK30Power301-瑞博_电饼铛_单投,MC-JK30Power301-端高1,36299,3099,8.54%,6267.61,172.67,2.02,769,332006.62,24.81%,52.97,
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),WQC60A5-瑞博_电压力锅_单投,WQC60A5-端低,36220,3234,8.93%,4234.59,116.91,1.31,4635,4142694.08,143.32%,978.30,
20190604~20190626,【新】近7天浏览破壁机-1108,新标签人群,PC,京东快车(搜索),PB12Easy217-瑞博_破壁机_单投,PB12Easy217,36207,212,0.59%,816.13,22.54,3.85,38,28965.50,17.92%,35.49,
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),WBL1022S-瑞博_破壁机_单投,WBL1022S-端低,36204,3547,9.80%,11765.74,324.98,3.32,785,476974.74,22.13%,40.54,
20190604~20190626,【新】30天浏览美的电水壶/电水瓶-1009,新标签人群,无线,京东快车(搜索),MK-SH06Simple101-瑞博_电水壶/热水瓶_单投,MK-SH06Simple101-端中,35840,1306,3.64%,3766.66,105.10,2.88,410,613159.16,31.39%,162.79,
20190604~20190626,近90天内购买所选种子的竞品品牌商品的人群,定向推荐人群,无线,京东快车(搜索),YL50Easy203-瑞博_电压力锅_单投,YL50Easy203-端中-核区,35804,6461,18.05%,13448.21,375.61,2.08,2147,1407892.31,33.23%,104.69,
