时间,人群名称,人群类型,推广设备,产品线,计划,单元,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,总订单行,总订单金额,转化率,ROI,
20190604~20190626,【新】近30天加购未购竞品烤箱1,新标签人群,无线,京东快车(搜索),【+++】T3-L322E_电烤箱_单投,搜索无线,3178,264,8.31%,1472.65,463.39,5.58,41,6909.00,15.53%,4.69,
20190604~20190626,【新】松下其他店铺近30天浏览或加购未购微波炉烤箱,新标签人群,PC,京东快车(搜索),M1-L202B_微波炉_单投,PC搜索,3172,59,1.86%,176.41,55.61,2.99,5,1453.00,8.47%,8.24,
20190604~20190626,【新】美的电烤箱旗舰店近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),【+++】T3-L324D_电烤箱_单投,搜索无线,3158,435,13.77%,2100.86,665.25,4.83,116,22276.00,26.67%,10.60,
20190604~20190626,【新】北美其他品牌店铺近30天浏览未购烤箱,新标签人群,无线,京东快车(搜索),T7-L385F_电烤箱_单投,搜索无线,3153,206,6.53%,974.91,309.20,4.73,21,4496.00,10.19%,4.61,
20190604~20190626,默认购买人群,京选人群,PC,京东快车(搜索),【+++】T3-L322E_电烤箱_单投,搜索无线,3146,15,0.48%,55.91,17.77,3.73,3,-,20.00%,-,
20190604~20190626,【新】西门子西屋品牌其他店铺近30天浏览未购高端烤箱蒸箱,新标签人群,PC,京东快车(搜索),【+++】伯爵_蒸箱_单投,搜索PC,3142,40,1.27%,308.09,98.06,7.70,2,2899.00,5.00%,9.41,
20190604~20190626,【新】方太油烟机top50近30天浏览或加购未购蒸箱微烤,新标签人群,PC,京东快车(搜索),【+++】候爵_蒸箱_单投,搜索PC,3140,71,2.26%,1066.45,339.63,15.02,5,9398.00,7.04%,8.81,
20190604~20190626,【新】美的电烤箱旗舰店近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),M3-L234E_微波炉_单投,无线搜索,3136,235,7.49%,875.54,279.19,3.73,35,12769.00,14.89%,14.58,
20190604~20190626,【新】微波炉格兰仕品牌近30天top150加购未购,新标签人群,无线,京东快车(搜索),【+++】X3-233A_微波炉__单投,无线搜索,3134,542,17.29%,1676.63,534.98,3.09,302,226277.00,55.72%,134.96,
20190604~20190626,【新】蒸箱竞品2top100近30天浏览或加购未购蒸箱微烤,新标签人群,无线,京东快车(搜索),【+++】伯爵_蒸箱_单投,搜索无线,3129,348,11.12%,5289.36,1690.43,15.20,29,45082.00,8.33%,8.52,
20190604~20190626,【新】美的烤箱近30天top100浏览未购,新标签人群,无线,京东快车(搜索),【新品】T1-109F_电烤箱_单投,搜索无线,3129,343,10.96%,1106.81,353.73,3.23,75,7506.00,21.87%,6.78,
20190604~20190626,【新】北美其他品牌店铺近30天浏览未购烤箱,新标签人群,无线,京东快车(搜索),【+++】MG38CB-AA_电烤箱_单投,搜索无线,3104,406,13.08%,1260.49,406.09,3.10,79,11097.00,19.46%,8.80,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),【+++】王爵_蒸箱_单投,搜索PC,3100,145,4.68%,956.51,308.55,6.60,4,527.00,2.76%,0.55,
20190604~20190626,【新】微波炉其他店铺近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),W3-NR_微波炉_单投,无线搜索,3094,429,13.87%,1073.12,346.84,2.50,76,19635.00,17.72%,18.30,
20190604~20190626,【新】格兰仕品牌其他店铺近30天浏览未购烤箱,新标签人群,无线,京东快车(搜索),S3-L251E_电烤箱_单投,搜索无线,3092,198,6.40%,1149.21,371.67,5.80,16,9767.00,8.08%,8.50,
20190604~20190626,【新】蒸箱-近30天已购消毒柜洗碗机人群,新标签人群,无线,京东快车(搜索),【+++】王爵_蒸箱_单投,搜索无线,3086,461,14.94%,11458.78,3713.15,24.86,105,183554.00,22.78%,16.02,
20190604~20190626,【新】格兰仕京东自营旗舰店近30天浏览未购烤箱,新标签人群,无线,京东快车(搜索),S3-L251E_电烤箱_单投,搜索无线,3078,148,4.81%,820.60,266.60,5.54,26,17814.00,17.57%,21.71,
20190604~20190626,【新】美的微波炉其他店铺近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),X5-L253E_微波炉_单投,PC搜索,3057,200,6.54%,1484.73,485.68,7.42,28,15949.00,14.00%,10.74,
20190604~20190626,【新】格兰仕微波炉G70F20CN1L-DG(B0近30天浏览,新标签人群,无线,京东快车(搜索),X6-348E_微波炉_单投,无线搜索,3056,135,4.42%,521.34,170.60,3.86,3,908.00,2.22%,1.74,
20190604~20190626,【新】微波炉其他店铺近30天浏览或加购未购微波炉烤箱,新标签人群,PC,京东快车(搜索),【+++】X3-233A_微波炉__单投,PC搜索,3052,22,0.72%,99.27,32.53,4.51,-,-,-,-,
20190604~20190626,【新】微波炉其他店铺近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),M1-L202B_微波炉_单投,无线搜索,3024,311,10.28%,831.37,274.92,2.67,47,14804.00,15.11%,17.81,
20190604~20190626,【新】北美其他品牌店铺近30天浏览未购烤箱,新标签人群,PC,京东快车(搜索),【+++】PT2531_电烤箱_单投,搜索PC,3023,20,0.66%,48.44,16.02,2.42,2,167.00,10.00%,3.45,
20190604~20190626,【新】格兰仕微波炉P70F20L-DG(S0)近30天浏览,新标签人群,PC,京东快车(搜索),【+++】M3-L232F风云_微波炉_单投,PC搜索,3019,64,2.12%,253.28,83.90,3.96,16,4685.00,25.00%,18.50,
20190604~20190626,【新】美的电烤箱旗舰店近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),M1-L202B_微波炉_单投,无线搜索,3014,326,10.82%,850.77,282.27,2.61,69,20482.00,21.17%,24.07,
20190604~20190626,【新】近30天浏览竞品蒸箱未购蒸箱,新标签人群,PC,京东快车(搜索),EA0965SC-80SE_蒸箱_单投,搜索无线,2993,5,0.17%,42.58,14.23,8.52,-,-,-,-,
20190604~20190626,【新】近30天浏览加购未购打蛋器近180天未购微波炉烤箱,新标签人群,无线,京东快车(搜索),【+++】T3-L324D_电烤箱_单投,搜索无线,2993,412,13.77%,2074.18,693.01,5.03,85,15092.00,20.63%,7.28,
20190604~20190626,【新】格兰仕微波炉P70F20L-DG(S0)近30天浏览,新标签人群,无线,京东快车(搜索),M3-L235F风云_微波炉_单投,无线搜索,2983,138,4.63%,532.49,178.51,3.86,15,4088.00,10.87%,7.68,
20190604~20190626,【新】近30天浏览未购998元以上高端烤箱蒸箱top117个型号,新标签人群,无线,京东快车(搜索),极光蒸箱_蒸箱_单投,搜索无线,2979,337,11.31%,4187.59,1405.70,12.43,37,39683.00,10.98%,9.48,
20190604~20190626,【新】近180天未购微波炉近30天已购调味品,新标签人群,无线,品牌聚效,厨小-京选店铺_厨小,无线-京选店铺,2976,289,9.71%,1000.50,336.19,3.46,69,21668.00,23.88%,21.66,
20190604~20190626,【新】老板油烟机top100近30天浏览或加购未购蒸箱微烤,新标签人群,无线,京东快车(搜索),极光烤箱_蒸箱_单投,搜索无线,2976,308,10.35%,4702.29,1580.07,15.27,20,31988.00,6.49%,6.80,
20190604~20190626,【新】近30天浏览加购大家电未购买蒸箱,新标签人群,PC,京东快车(搜索),【+++】伯爵_蒸箱_单投,搜索无线,2970,27,0.91%,161.60,54.41,5.99,2,3298.00,7.41%,20.41,
20190604~20190626,【新】近30天浏览厨卫大电搜索未购蒸箱,新标签人群,PC,京东快车(搜索),EA0965SC-80SE_蒸箱_单投,搜索无线,2959,14,0.47%,87.69,29.64,6.26,-,-,-,-,
20190604~20190626,【新】西门子家电京东自营旗舰店工贸家电近30天浏览未购高端烤箱蒸箱,新标签人群,PC,京东快车(搜索),【+++】伯爵_蒸箱_单投,搜索无线,2954,60,2.03%,321.07,108.69,5.35,5,8897.00,8.33%,27.71,
20190604~20190626,【新】美的厨电自营店铺近30天浏览或加购未购微波炉烤箱,新标签人群,PC,京东快车(搜索),M1-L202B_微波炉_单投,无线搜索-北京,2950,120,4.07%,344.30,116.71,2.87,29,11699.00,24.17%,33.98,
20190604~20190626,【新】西门子家电京东自营旗舰店工贸家电近30天浏览未购高端烤箱蒸箱,新标签人群,PC,京东快车(搜索),EA0965SC-80SE_蒸箱_单投,搜索PC,2944,13,0.44%,160.47,54.51,12.34,-,-,-,-,
20190604~20190626,【新】近30天已购电饭煲未购微波炉人群,新标签人群,PC,京东快车(搜索),M1-L202B_微波炉_单投,PC搜索,2943,127,4.32%,379.90,129.09,2.99,71,45613.33,55.91%,120.07,
20190604~20190626,【新】近180天未购微波炉近30天已购牛奶乳品,新标签人群,无线,品牌聚效,厨小-京选店铺_厨小,无线-京选店铺,2934,306,10.43%,1009.96,344.23,3.30,64,16843.00,20.92%,16.68,
20190604~20190626,【新】美的烤箱近30天top100加购未购,新标签人群,无线,京东快车(搜索),【+++】MG38CB-AA_电烤箱_单投,搜索无线,2924,483,16.52%,1540.44,526.83,3.19,186,49233.33,38.51%,31.96,
20190604~20190626,【新】美的烤箱近30天top100浏览未购,新标签人群,PC,京东快车(搜索),T7-L328E_电烤箱_单投,搜索PC,2917,17,0.58%,52.20,17.90,3.07,6,1379.00,35.29%,26.42,
20190604~20190626,【新】近30天浏览未购998元以上高端烤箱蒸箱top135个型号,新标签人群,PC,京东快车(搜索),极光烤箱_蒸箱_单投,搜索PC,2912,11,0.38%,69.18,23.76,6.29,2,-,18.18%,-,
20190604~20190626,【新】微波炉其他店铺近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),X6-348E_微波炉_单投,无线搜索,2911,143,4.91%,546.85,187.86,3.82,13,11958.00,9.09%,21.87,
20190604~20190626,【新】格兰仕京东自营旗舰店近30天浏览未购烤箱,新标签人群,PC,京东快车(搜索),【+++】T4-L326F_电烤箱_单投,搜索PC,2907,30,1.03%,97.06,33.39,3.24,11,2466.00,36.67%,25.41,
20190604~20190626,【新】美的品牌微波炉top200加购未购,新标签人群,无线,京东快车(搜索),M3-L235F风云_微波炉_单投,无线搜索,2899,261,9.00%,999.95,344.93,3.83,48,10221.00,18.39%,10.22,
20190604~20190626,九数_618_蒸箱_类目内_高分段_无品牌倾向,外部导入人群,无线,品牌聚效,6月份聚效-蒸箱,九数,2894,18,0.62%,205.28,70.93,11.40,-,-,-,-,
20190604~20190626,近30天内加购、加关注所选种子商品的人群,定向推荐人群,PC,京东快车(搜索),【+++】候爵_蒸箱_单投,搜索PC,2892,62,2.14%,1042.53,360.49,16.82,22,88072.00,35.48%,84.48,
20190604~20190626,【新】格兰仕微波炉G70F20CN1L-DG(B0近30天浏览,新标签人群,无线,京东快车(搜索),【+】X3-L239C_微波炉_单投,无线搜索,2880,356,12.36%,1639.75,569.36,4.61,39,10795.00,10.96%,6.58,
20190604~20190626,【新】微波炉其他店铺近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),【+++】X3-233A_微波炉__单投,无线搜索,2874,322,11.20%,989.40,344.26,3.07,51,15202.00,15.84%,15.36,
20190604~20190626,【新】微波炉其他店铺近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),【新品】X5-252D_微波炉_单投,无线搜索,2870,187,6.52%,949.84,330.95,5.08,29,14159.00,15.51%,14.91,
20190604~20190626,【新】格兰仕微波炉P70D20TL-D4近30天浏览未购,新标签人群,无线,京东快车(搜索),【新品】PG2310 _微波炉_单投,无线搜索,2865,97,3.39%,562.18,196.22,5.80,11,7716.00,11.34%,13.73,
20190604~20190626,【新】格兰仕微波炉 G70D20CN1P-D2(S0)近30天浏览,新标签人群,无线,京东快车(搜索),X6-348E_微波炉_单投,无线搜索,2854,88,3.08%,329.61,115.49,3.75,-,-,-,-,
20190604~20190626,近30天内加购、加关注所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),极光烤箱_蒸箱_单投,搜索无线,2845,334,11.74%,5262.97,1849.90,15.76,78,125951.00,23.35%,23.93,
20190604~20190626,【新】近30天已购电饭煲未购微波炉人群,新标签人群,无线,京东快车(搜索),【+】M3-L233B_微波炉_单投,无线搜索,2843,377,13.26%,1200.37,422.22,3.18,152,1070599.00,40.32%,891.89,
20190604~20190626,【新】康佳卡士品牌其他店铺近30天浏览未购烤箱,新标签人群,无线,京东快车(搜索),【+++】T3-L324D_电烤箱_单投,搜索无线,2843,221,7.77%,1093.30,384.56,4.95,26,4272.00,11.76%,3.91,
20190604~20190626,【新】美的微波炉其他店铺近30天浏览或加购未购微波炉烤箱,新标签人群,PC,京东快车(搜索),【+】M3-L233B_微波炉_单投,PC搜索,2840,59,2.08%,140.46,49.46,2.38,15,4300.00,25.42%,30.61,
20190604~20190626,【新】其他品牌微波炉近30天top200浏览未购,新标签人群,无线,京东快车(搜索),X5-L253E_微波炉_单投,无线搜索,2834,186,6.56%,835.29,294.74,4.49,16,8652.00,8.60%,10.36,
20190604~20190626,【新】近30天已购电饭煲未购微波炉人群,新标签人群,无线,京东快车(搜索),【+++】X3-233A_微波炉__单投,无线搜索,2832,378,13.35%,1191.22,420.63,3.15,157,68843.00,41.53%,57.79,
20190604~20190626,【新】近30天已购电压力锅未购微波炉人群,新标签人群,无线,京东快车(搜索),W3-NR_微波炉_单投,无线搜索,2823,471,16.68%,1191.41,422.04,2.53,418,212014.00,88.75%,177.95,
20190604~20190626,【新】近30天浏览加购未购海鲜水产近180天未购微波炉,新标签人群,无线,京东快车(搜索),【+++】M1-L201B_微波炉_单投,无线搜索-北京,2820,470,16.67%,1557.99,552.48,3.31,105,23477.00,22.34%,15.07,
20190604~20190626,【新】近30天已购海鲜水产未购微波炉人群,新标签人群,PC,京东快车(搜索),M1-L202B_微波炉_单投,PC搜索,2817,121,4.30%,341.96,121.39,2.83,32,8066.00,26.45%,23.59,
20190604~20190626,【新】美的近30天浏览未购蒸箱价格4500以上SKU定向,新标签人群,无线,京东快车(搜索),名爵一体机_蒸箱_单投,搜索无线,2794,572,20.47%,6237.69,2232.53,10.91,46,113464.00,8.04%,18.19,
20190604~20190626,【新】蒸箱竞品1top200近30天浏览或加购未购蒸箱微烤,新标签人群,PC,京东快车(搜索),绅士 TPN26MSS-SSL_蒸箱_单投,搜索PC,2791,10,0.36%,120.95,43.34,12.10,-,-,-,-,
20190604~20190626,默认购买人群,京选人群,PC,京东快车(搜索),【新品】T1-109F_电烤箱_单投,搜索PC,2762,33,1.19%,85.80,31.06,2.60,444,448564.00,1345.45%,5228.02,
20190604~20190626,【新】美的微波炉其他店铺近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),X5-L253E_微波炉_单投,无线搜索,2756,160,5.81%,667.64,242.25,4.17,21,14897.00,13.13%,22.31,
20190604~20190626,【新】西门子西屋品牌其他店铺近30天浏览未购高端烤箱蒸箱,新标签人群,PC,京东快车(搜索),【+++】王爵_蒸箱_单投,搜索PC,2750,42,1.53%,479.64,174.41,11.42,4,12097.00,9.52%,25.22,
20190604~20190626,【新】近30天浏览未购998元以上高端烤箱蒸箱top117个型号,新标签人群,无线,京东快车(搜索),【+++】王爵_蒸箱_单投,搜索无线,2750,314,11.42%,4637.30,1686.29,14.77,45,88074.00,14.33%,18.99,
20190604~20190626,【新】微波炉其他店铺近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),【+】M3-L233B_微波炉_单投,无线搜索,2749,248,9.02%,778.85,283.32,3.14,46,11655.00,18.55%,14.96,
20190604~20190626,【新】美的厨小自营店铺30天加购未购微蒸烤,新标签人群,无线,京东快车(搜索),M3-L235F风云_微波炉_单投,无线搜索,2748,245,8.92%,940.69,342.32,3.84,46,10421.00,18.78%,11.08,
20190604~20190626,【新】格兰仕京东自营旗舰店近30天浏览未购烤箱,新标签人群,无线,京东快车(搜索),【新品】PS20C1_电烤箱_单投,搜索无线,2737,133,4.86%,666.62,243.56,5.01,13,3928.00,9.77%,5.89,
20190604~20190626,【新】其他品牌微波炉近30天top200浏览未购,新标签人群,无线,京东快车(搜索),X5-L253E_微波炉_单投,PC搜索,2732,210,7.69%,1517.50,555.45,7.23,26,12412.00,12.38%,8.18,
20190604~20190626,【新】九阳京东自营旗舰店近30天浏览未购烤箱,新标签人群,无线,京东快车(搜索),【新品】T1-109F_电烤箱_单投,搜索无线,2726,344,12.62%,1154.78,423.62,3.36,117,76764.00,34.01%,66.47,
20190604~20190626,【新】松下其他店铺近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),X6-348E_微波炉_单投,无线搜索,2725,203,7.45%,763.64,280.23,3.76,11,10158.00,5.42%,13.30,
20190604~20190626,【新】小熊其他品牌店铺近30天浏览未购烤箱,新标签人群,无线,京东快车(搜索),【+++】MG38CB-AA_电烤箱_单投,搜索无线,2718,275,10.12%,889.80,327.37,3.24,55,7755.00,20.00%,8.72,
20190604~20190626,【新】近30天浏览未购竞品烤箱2,新标签人群,PC,京东快车(搜索),【+++】T4-L326F_电烤箱_单投,搜索PC,2711,17,0.63%,61.80,22.80,3.64,2,258.00,11.76%,4.17,
20190604~20190626,【新】美的电烤箱旗舰店近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),【+++】T7-L384D_电烤箱_单投,搜索无线,2697,320,11.87%,1418.49,525.95,4.43,86,14079.00,26.88%,9.93,
20190604~20190626,【新】微波炉格兰仕品牌近30天top150浏览未购,新标签人群,无线,品牌聚效,厨小-京选店铺_厨小,无线-京选店铺-北京,2694,143,5.31%,566.54,210.30,3.96,43,12238.00,30.07%,21.60,
20190604~20190626,【新】松下其他店铺近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),【+++】M3-L232F风云_微波炉_单投,无线搜索,2689,281,10.45%,1077.39,400.67,3.83,60,18850.00,21.35%,17.50,
20190604~20190626,【新】海氏品牌其他店铺近30天浏览未购烤箱,新标签人群,无线,京东快车(搜索),【+++】T7-L384D_电烤箱_单投,搜索无线,2686,320,11.91%,1510.08,562.20,4.72,45,9664.00,14.06%,6.40,
20190604~20190626,【新】格兰仕微波炉G70F20CN1L-DG(B0近30天浏览,新标签人群,无线,京东快车(搜索),M3-L235F风云_微波炉_单投,无线搜索,2674,245,9.16%,938.47,350.96,3.83,34,8842.00,13.88%,9.42,
20190604~20190626,【新】近30天浏览未购竞品烤箱2,新标签人群,PC,京东快车(搜索),【新品】PS20C1_电烤箱_单投,搜索PC,2673,15,0.56%,78.90,29.52,5.26,2,1997.00,13.33%,25.31,
20190604~20190626,【新】九阳品牌其他店铺近30天浏览未购烤箱,新标签人群,无线,京东快车(搜索),T7-L328E_电烤箱_单投,搜索无线,2667,194,7.27%,1058.27,396.80,5.46,11,6433.00,5.67%,6.08,
20190604~20190626,【新】格兰仕京东自营旗舰店近30天浏览未购烤箱,新标签人群,PC,京东快车(搜索),【+++】T3-L322E_电烤箱_单投,搜索PC,2666,9,0.34%,27.64,10.37,3.07,-,-,-,-,
20190604~20190626,【新】康佳卡士品牌其他店铺近30天浏览未购烤箱,新标签人群,无线,京东快车(搜索),【+++】MG38CB-AA_电烤箱_单投,搜索无线,2660,195,7.33%,629.15,236.52,3.23,39,4986.00,20.00%,7.92,
20190604~20190626,【新】美的微波炉其他店铺近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),M1-L202B_微波炉_单投,无线搜索-北京,2659,353,13.28%,1490.32,560.48,4.22,81,24313.00,22.95%,16.31,
20190604~20190626,618大促类目购买意向人群【蒸箱】,标签人群,无线,京东快车(搜索),绅士 TPN26MSS-SSL_蒸箱_单投,搜索无线,2651,312,11.77%,6096.04,2299.52,19.54,41,56673.00,13.14%,9.30,
20190604~20190626,【新】竞品蒸箱近30天浏览未购价格大于4500SKU定向,新标签人群,无线,京东快车(搜索),名爵一体机_蒸箱_单投,搜索无线,2647,320,12.09%,3567.07,1347.59,11.15,26,59592.00,8.13%,16.71,
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),M1-L202B_微波炉_单投,无线搜索,2640,70,2.65%,140.25,53.13,2.00,375,814953.50,535.71%,5810.72,
20190604~20190626,【新】近30天关注微烤嵌自营店铺内商品未购买微烤嵌商品,新标签人群,无线,京东快车(搜索),【+++】M1-L201B_微波炉_单投,无线搜索,2639,555,21.03%,1596.97,605.14,2.88,191,55777.00,34.41%,34.93,
20190604~20190626,【新】格兰仕微波炉G70F20CN1L-DG(B0近30天浏览,新标签人群,无线,京东快车(搜索),【新品】X5-252D_微波炉_单投,无线搜索,2633,137,5.20%,732.35,278.14,5.35,17,8426.00,12.41%,11.51,
20190604~20190626,【新】美的电烤箱旗舰店近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),【+】M3-L233B_微波炉_单投,无线搜索,2627,242,9.21%,694.23,264.27,2.87,39,8387.00,16.12%,12.08,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),【+++】T3-L324D_电烤箱_单投,搜索PC,2626,235,8.95%,669.49,254.95,2.85,42,8779.00,17.87%,13.11,
20190604~20190626,【新】近30天浏览未购竞品烤箱1,新标签人群,PC,京东快车(搜索),T7-L328E_电烤箱_单投,搜索PC,2616,14,0.54%,42.02,16.06,3.00,4,1138.00,28.57%,27.08,
20190604~20190626,【新】西门子西屋品牌其他店铺近30天浏览未购高端烤箱蒸箱,新标签人群,无线,京东快车(搜索),极光烤箱_蒸箱_单投,搜索无线,2615,257,9.83%,4042.45,1545.87,15.73,32,57977.00,12.45%,14.34,
20190604~20190626,【新】美的电烤箱旗舰店近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),【+++】T4-L326F_电烤箱_单投,搜索无线,2615,409,15.64%,1927.15,736.96,4.71,86,18208.50,21.03%,9.45,
20190604~20190626,【新】格兰仕京东自营旗舰店近30天浏览未购烤箱,新标签人群,无线,京东快车(搜索),【新品】T1-109F_电烤箱_单投,搜索无线,2610,263,10.08%,906.65,347.38,3.45,52,34414.00,19.77%,37.96,
20190604~20190626,【新】格兰仕京东自营旗舰店近30天浏览未购烤箱,新标签人群,PC,京东快车(搜索),T7-L385F_电烤箱_单投,搜索PC,2609,14,0.54%,53.55,20.53,3.83,5,2075.00,35.71%,38.75,
20190604~20190626,【新】长帝京东自营旗舰店近30天浏览未购烤箱,新标签人群,PC,京东快车(搜索),【+++】T7-L384D_电烤箱_单投,搜索PC,2607,40,1.53%,116.10,44.53,2.90,8,1441.00,20.00%,12.41,
20190604~20190626,【新】蒸箱-近30天已购消毒柜洗碗机人群,新标签人群,无线,京东快车(搜索),【+++】伯爵_蒸箱_单投,搜索无线,2605,367,14.09%,6779.20,2602.38,18.47,59,75110.00,16.08%,11.08,
20190604~20190626,【新】近30天加购未购竞品烤箱1,新标签人群,无线,京东快车(搜索),T7-L328E_电烤箱_单投,搜索无线,2604,201,7.72%,1106.22,424.82,5.50,23,5194.00,11.44%,4.70,
20190604~20190626,【新】苏泊尔京东自营旗舰店近30天浏览未购烤箱,新标签人群,无线,京东快车(搜索),S3-L251E_电烤箱_单投,搜索无线,2603,108,4.15%,560.69,215.40,5.19,6,994.00,5.56%,1.77,
20190604~20190626,【新】近30天已购海鲜水产未购微波炉人群,新标签人群,无线,京东快车(搜索),W3-NR_微波炉_单投,无线搜索,2585,421,16.29%,1082.47,418.75,2.57,78,18195.00,18.53%,16.81,
20190604~20190626,【新】格兰仕微波炉 G70D20CN1P-D2(S0)近30天浏览,新标签人群,无线,京东快车(搜索),【新品】X5-252D_微波炉_单投,无线搜索,2583,94,3.64%,500.59,193.80,5.33,6,1353.00,6.38%,2.70,
20190604~20190626,【新】格兰仕微波炉G70F20CN1L-DG(B0近30天浏览,新标签人群,PC,京东快车(搜索),【+++】X3-233A_微波炉__单投,PC搜索,2577,25,0.97%,111.99,43.46,4.48,-,-,-,-,
20190604~20190626,【新】美的近30天浏览未购蒸箱价格4500以上SKU定向,新标签人群,无线,京东快车(搜索),【+++】候爵_蒸箱_单投,搜索无线,2575,389,15.11%,5576.40,2165.59,14.34,82,153421.00,21.08%,27.51,
20190604~20190626,【新】近30天浏览未购竞品烤箱2,新标签人群,PC,京东快车(搜索),【+++】T3-L322E_电烤箱_单投,搜索PC,2557,9,0.35%,29.48,11.53,3.28,2,259.00,22.22%,8.79,
20190604~20190626,近30天内加购、加关注所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),【+++】王爵_蒸箱_单投,搜索无线,2551,384,15.05%,6696.97,2625.23,17.44,120,217989.00,31.25%,32.55,
20190604~20190626,【新】老板乐创品牌其他店铺近30天浏览未购高端烤箱蒸箱,新标签人群,PC,京东快车(搜索),名爵一体机_蒸箱_单投,搜索PC,2540,47,1.85%,269.75,106.20,5.74,-,-,-,-,
20190604~20190626,【新】美的蒸箱top200近30天浏览或加购未购蒸箱微烤,新标签人群,PC,京东快车(搜索),绅士 TPN26MSS-SSL_蒸箱_单投,搜索PC,2537,8,0.32%,90.76,35.77,11.35,-,-,-,-,
20190604~20190626,【新】近30天浏览未购竞品烤箱2,新标签人群,PC,京东快车(搜索),S3-L251E_电烤箱_单投,搜索PC-copy,2536,16,0.63%,90.00,35.49,5.63,-,-,-,-,
20190604~20190626,【新】近30天浏览或加购饭煲180天未购微波炉,新标签人群,无线,京东快车(搜索),【+++】X3-233A_微波炉__单投,无线搜索-北京,2534,321,12.67%,1386.83,547.29,4.32,61,13009.00,19.00%,9.38,
20190604~20190626,【新】方太油烟机top50近30天浏览或加购未购蒸箱微烤,新标签人群,无线,京东快车(搜索),极光烤箱_蒸箱_单投,搜索无线,2534,281,11.09%,4191.12,1653.95,14.92,26,37855.00,9.25%,9.03,
20190604~20190626,【新】近30天浏览未购998元以上高端烤箱蒸箱top117个型号,新标签人群,PC,京东快车(搜索),名爵一体机_蒸箱_单投,搜索PC,2534,53,2.09%,334.29,131.92,6.31,-,-,-,-,
20190604~20190626,【新】海氏品牌其他店铺近30天浏览未购烤箱,新标签人群,无线,京东快车(搜索),【+++】T4-L326F_电烤箱_单投,搜索无线,2534,332,13.10%,1649.60,650.99,4.97,57,12430.00,17.17%,7.54,
20190604~20190626,【新】蒸箱-近30天已购卫浴产品人群,新标签人群,PC,京东快车(搜索),【+++】伯爵_蒸箱_单投,搜索无线,2530,32,1.26%,195.58,77.30,6.11,4,9097.00,12.50%,46.51,
20190604~20190626,【新】近30天已购海鲜水产未购微波炉人群,新标签人群,无线,京东快车(搜索),【+++】M3-L232F风云_微波炉_单投,无线搜索,2527,295,11.67%,1239.10,490.34,4.20,67,16227.00,22.71%,13.10,
20190604~20190626,【新】近30天搜索偏好未购蒸箱,新标签人群,无线,京东快车(搜索),绅士 TPN26MSS-SSL_蒸箱_单投,搜索无线,2527,270,10.68%,5317.00,2104.08,19.69,34,47776.00,12.59%,8.99,
20190604~20190626,【新】格兰仕微波炉G70F20CN1L-DG(B0近30天浏览,新标签人群,无线,京东快车(搜索),M1-L202B_微波炉_单投,无线搜索,2524,321,12.72%,864.56,342.54,2.69,52,13791.00,16.20%,15.95,
20190604~20190626,【新】近30天搜索偏好未购蒸箱,新标签人群,PC,京东快车(搜索),【+++】王爵_蒸箱_单投,搜索无线,2517,9,0.36%,49.50,19.67,5.50,-,-,-,-,
20190604~20190626,【新】近180天未购微波炉近30天已购海鲜水产,新标签人群,无线,京东快车(搜索),W3-NR_微波炉_单投,无线搜索,2513,410,16.32%,1054.43,419.59,2.57,78,18195.00,19.02%,17.26,
20190604~20190626,九数_618_蒸箱_类目内_高分段_无品牌倾向_新,外部导入人群,无线,品牌聚效,6月份聚效-蒸箱,九数,2511,17,0.68%,191.37,76.21,11.26,-,-,-,-,
20190604~20190626,【新】近30天浏览厨房电器京东自营店铺未购蒸箱,新标签人群,PC,京东快车(搜索),【+++】候爵_蒸箱_单投,搜索无线,2508,50,1.99%,467.29,186.32,9.35,2,3268.00,4.00%,6.99,
