时间,人群名称,人群类型,推广设备,产品线,计划,单元,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,总订单行,总订单金额,转化率,ROI,
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),厨小-搜索腰带店铺_厨小_腰部广告,厨小-搜索腰带店铺,179073,5322,2.97%,13518.70,75.49,2.54,763,225557.51,14.34%,16.68,
20190604~20190626,【新】618大促京东直投广告再营销人群,京选人群,无线,品牌聚效,6月份聚效-蒸箱,再营销广告人群,149779,655,0.44%,10896.72,72.75,16.64,2,367.00,0.31%,0.03,
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),厨小-搜索腰带店铺_厨小_腰部广告,厨小-搜索腰带店铺,112932,3648,3.23%,9012.01,79.80,2.47,655,198123.51,17.96%,21.98,
20190604~20190626,九数_20190614_厨小_618跨品_对照组,外部导入人群,无线,品牌聚效,6月份聚效-蒸箱,九数,112004,591,0.53%,9788.34,87.39,16.56,22,9586.00,3.72%,0.98,
20190604~20190626,九数_20190614_厨小_618跨品_干预组,外部导入人群,无线,品牌聚效,6月份聚效-蒸箱,九数,108933,584,0.54%,9555.06,87.72,16.36,22,4792.00,3.77%,0.50,
20190604~20190626,【新】微波炉近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),厨小-搜索腰带店铺_厨小_腰部广告,厨小-搜索腰带店铺,105652,3018,2.86%,4734.27,44.81,1.57,407,126182.51,13.49%,26.65,
20190604~20190626,九数_20190612_厨小_618跨品_干预组,外部导入人群,无线,品牌聚效,6月份聚效-蒸箱,九数,100773,497,0.49%,8732.11,86.65,17.57,11,2667.00,2.21%,0.31,
20190604~20190626,【新】近30天浏览烤箱未浏览美的烤箱未购烤箱,新标签人群,无线,品牌聚效,6月份聚效-厨小,烤箱近30天竞品浏览未购烤箱,88168,827,0.94%,7307.88,82.89,8.84,33,10259.00,3.99%,1.40,
20190604~20190626,【新】微波炉近30天浏览或加购关注且未购,新标签人群,无线,京东快车(搜索),【+++】M1-L201B_微波炉_单投,无线搜索,87449,15012,17.17%,42815.95,489.61,2.85,4202,1156186.34,27.99%,27.00,
20190604~20190626,九数_20190612_厨小_618跨品_对照组,外部导入人群,无线,品牌聚效,6月份聚效-蒸箱,九数,87417,434,0.50%,7206.28,82.44,16.60,13,7926.00,3.00%,1.10,
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),M3-L234E_微波炉_单投,无线搜索,77845,6074,7.80%,23414.16,300.78,3.85,1362,699796.00,22.42%,29.89,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),【+++】PT2531_电烤箱_单投,搜索无线,77333,9654,12.48%,32384.08,418.76,3.35,4895,3374513.30,50.70%,104.20,
20190604~20190626,【新】微波炉近30天搜索偏好未购买微烤,新标签人群,PC,京东快车(搜索),M1-L202B_微波炉_单投,PC搜索,75914,1681,2.21%,5090.72,67.06,3.03,417,154228.61,24.81%,30.30,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),【+++】M3-L232F风云_微波炉_单投,无线搜索,74895,8612,11.50%,33574.11,448.28,3.90,3621,1605870.80,42.05%,47.83,
20190604~20190626,【新】微波炉近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),【+++】M1-L201B_微波炉_单投,无线搜索,73792,11264,15.26%,32611.79,441.94,2.90,3128,840952.09,27.77%,25.79,
20190604~20190626,【新】近30天搜索微波炉关键词未购买微波炉,新标签人群,无线,京东快车(搜索),【+++】M1-L201B_微波炉_单投,无线搜索,73274,11108,15.16%,32148.98,438.75,2.89,3098,835648.09,27.89%,25.99,
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),M1-L202B_微波炉_单投,无线搜索,71977,7747,10.76%,20457.24,284.22,2.64,7574,8181889.50,97.77%,399.95,
20190604~20190626,【新】微波炉近30天浏览或加购关注且未购,新标签人群,无线,京东快车(搜索),W3-NR_微波炉_单投,无线搜索,69331,11290,16.28%,28180.25,406.46,2.50,4411,2343978.25,39.07%,83.18,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),【+++】T3-L324D_电烤箱_单投,搜索无线,68606,8418,12.27%,41712.27,608.00,4.96,2285,426782.60,27.14%,10.23,
20190604~20190626,【新】微波炉近30天浏览或加购关注且未购,新标签人群,无线,京东快车(搜索),M3-L234E_微波炉_单投,无线搜索,67552,5277,7.81%,20615.02,305.17,3.91,943,337757.00,17.87%,16.38,
20190604~20190626,【新】微波炉近30天浏览或加购关注且未购,新标签人群,无线,京东快车(搜索),【+++】M3-L232F风云_微波炉_单投,无线搜索,65967,7293,11.06%,28773.27,436.18,3.95,1887,526915.80,25.87%,18.31,
20190604~20190626,【新】烤箱近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),【+++】PT2531_电烤箱_单投,搜索无线,64798,7006,10.81%,23982.48,370.11,3.42,1173,144777.40,16.74%,6.04,
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),【+】M3-L233B_微波炉_单投,无线搜索,64065,8239,12.86%,25332.66,395.42,3.07,3627,3446480.20,44.02%,136.05,
20190604~20190626,【新】微波炉近30天浏览或加购关注且未购,新标签人群,PC,京东快车(搜索),M1-L202B_微波炉_单投,PC搜索,63989,2080,3.25%,6288.94,98.28,3.02,583,215338.17,28.03%,34.24,
20190604~20190626,【新】微波炉近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),W3-NR_微波炉_单投,无线搜索,61830,8849,14.31%,22264.42,360.09,2.52,2652,732748.00,29.97%,32.91,
20190604~20190626,【新】微波炉近30天浏览或加购关注且未购,新标签人群,无线,京东快车(搜索),M1-L202B_微波炉_单投,无线搜索,60799,6378,10.49%,17053.25,280.49,2.67,1393,458525.80,21.84%,26.89,
20190604~20190626,【新】微波炉近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),M3-L234E_微波炉_单投,无线搜索,60415,4025,6.66%,15816.07,261.79,3.93,763,276039.00,18.96%,17.45,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),【+++】T7-L384D_电烤箱_单投,搜索无线,59522,5441,9.14%,25788.62,433.26,4.74,1293,325814.19,23.76%,12.63,
20190604~20190626,【新】微波炉近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),【+++】M3-L232F风云_微波炉_单投,无线搜索,56999,5758,10.10%,22940.54,402.47,3.98,1492,416367.00,25.91%,18.15,
20190604~20190626,【新】近30天浏览竞品蒸箱未购蒸箱,新标签人群,无线,京东直投,,,54910,89,0.16%,589.44,10.73,6.62,4,1593.00,4.49%,2.70,
20190604~20190626,【新】微波炉近30天浏览或加购关注且未购,新标签人群,无线,京东快车(搜索),【+】M3-L233B_微波炉_单投,无线搜索,54365,6849,12.60%,21382.67,393.32,3.12,1375,1386883.00,20.08%,64.86,
20190604~20190626,【新】微波炉近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),M1-L202B_微波炉_单投,无线搜索,54097,4775,8.83%,12836.03,237.28,2.69,938,297182.50,19.64%,23.15,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),【+++】T4-L326F_电烤箱_单投,搜索无线,51685,5822,11.26%,28810.33,557.42,4.95,1714,386387.06,29.44%,13.41,
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,品牌聚效,厨小-京选店铺_厨小,无线-京选店铺,51601,4728,9.16%,17539.44,339.91,3.71,1595,546547.67,33.74%,31.16,
20190604~20190626,【新】美的厨电自营店铺近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),W3-NR_微波炉_单投,无线搜索,50778,8723,17.18%,21656.22,426.49,2.48,2400,1008811.25,27.51%,46.58,
20190604~20190626,【新】美的品牌微波炉top200近30天浏览未购,新标签人群,无线,京东快车(搜索),W3-NR_微波炉_单投,无线搜索,50245,8603,17.12%,21250.95,422.95,2.47,2815,1222812.25,32.72%,57.54,
20190604~20190626,【新】美的厨小自营店铺30天浏览未购微蒸烤,新标签人群,无线,京东快车(搜索),W3-NR_微波炉_单投,无线搜索,50155,8658,17.26%,21416.39,427.00,2.47,2830,1222723.25,32.69%,57.09,
20190604~20190626,【新】美的厨电自营店铺近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),【+++】M3-L232F风云_微波炉_单投,无线搜索,50088,5997,11.97%,23350.76,466.19,3.89,1657,457403.03,27.63%,19.59,
20190604~20190626,【新】美的厨小自营店铺30天浏览未购微蒸烤,新标签人群,无线,京东快车(搜索),【+++】M3-L232F风云_微波炉_单投,无线搜索,49792,5942,11.93%,23090.73,463.74,3.89,1659,456199.00,27.92%,19.76,
20190604~20190626,【新】美的厨电自营店铺近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),M3-L234E_微波炉_单投,无线搜索,49687,4125,8.30%,15987.36,321.76,3.88,780,274914.00,18.91%,17.20,
20190604~20190626,【新】美的品牌微波炉top200近30天浏览未购,新标签人群,无线,京东快车(搜索),【+++】M3-L232F风云_微波炉_单投,无线搜索,49530,5707,11.52%,22116.93,446.54,3.88,1635,451802.80,28.65%,20.43,
20190604~20190626,【新】美的品牌微波炉top200近30天浏览未购,新标签人群,无线,京东快车(搜索),M3-L234E_微波炉_单投,无线搜索,49443,3943,7.97%,15199.25,307.41,3.85,755,268931.00,19.15%,17.69,
20190604~20190626,【新】美的厨小自营店铺30天浏览未购微蒸烤,新标签人群,无线,京东快车(搜索),M3-L234E_微波炉_单投,无线搜索,49260,4053,8.23%,15701.38,318.75,3.87,768,273515.00,18.95%,17.42,
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),【+++】候爵_蒸箱_单投,搜索无线,48962,5600,11.44%,112014.28,2287.78,20.00,760,1386364.00,13.57%,12.38,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),【+】X3-L239C_微波炉_单投,无线搜索,48346,3714,7.68%,16749.60,346.45,4.51,1432,1238256.00,38.56%,73.93,
20190604~20190626,【新】微波炉近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),【+】M3-L233B_微波炉_单投,无线搜索,48114,5487,11.40%,17311.50,359.80,3.16,1116,289558.00,20.34%,16.73,
20190604~20190626,【新】微波炉格兰仕品牌近30天top150浏览未购,新标签人群,无线,京东快车(搜索),厨小-搜索腰带店铺_厨小_腰部广告,厨小-搜索腰带店铺,48092,1559,3.24%,2513.50,52.26,1.61,212,67553.00,13.60%,26.88,
20190604~20190626,【新】烤箱近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),【+++】T3-L324D_电烤箱_单投,搜索无线,48082,5866,12.20%,29854.83,620.91,5.09,1458,266171.60,24.86%,8.92,
20190604~20190626,【新】近30天浏览加购未购冰箱近180天未购微波炉,新标签人群,无线,京东快车(搜索),厨小-搜索腰带店铺_厨小_腰部广告,厨小-搜索腰带店铺,46992,1272,2.71%,3495.88,74.39,2.75,119,41824.00,9.36%,11.96,
20190604~20190626,【新】烤箱近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),【+++】T7-L384D_电烤箱_单投,搜索无线,46917,3853,8.21%,18636.33,397.22,4.84,801,155515.91,20.79%,8.34,
20190604~20190626,【新】微波炉近30天浏览未加购未购买,新标签人群,无线,品牌聚效,6月份聚效-厨小,行业微波炉30天浏览未加购未购买,46540,293,0.63%,2790.35,59.96,9.52,35,13103.00,11.95%,4.70,
20190604~20190626,【新】微波炉近30天浏览或加购关注且未购,新标签人群,无线,京东快车(搜索),【+++】X3-233A_微波炉__单投,无线搜索,46149,6460,14.00%,20020.76,433.83,3.10,1876,793807.00,29.04%,39.65,
20190604~20190626,【新】美的品牌微波炉top200近30天浏览未购,新标签人群,无线,京东快车(搜索),M1-L202B_微波炉_单投,无线搜索,45525,5065,11.13%,13424.44,294.88,2.65,1100,342094.50,21.72%,25.48,
20190604~20190626,【新】微波炉近30天搜索偏好未购买微烤,新标签人群,PC,京东快车(搜索),【+++】X3-233A_微波炉__单投,PC搜索,45358,305,0.67%,1335.73,29.45,4.38,56,21277.00,18.36%,15.93,
20190604~20190626,【新】近30天搜索偏好未购蒸箱,新标签人群,无线,京东快车(搜索),【+++】候爵_蒸箱_单投,搜索无线,45267,3840,8.48%,73627.38,1626.51,19.17,303,616180.00,7.89%,8.37,
20190604~20190626,【新】美的厨电自营店铺近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),M1-L202B_微波炉_单投,无线搜索,45165,5015,11.10%,13312.48,294.75,2.65,1125,349940.50,22.43%,26.29,
20190604~20190626,【新】美的厨小自营店铺30天浏览未购微蒸烤,新标签人群,无线,京东快车(搜索),M1-L202B_微波炉_单投,无线搜索,44960,5019,11.16%,13315.03,296.15,2.65,1093,339129.50,21.78%,25.47,
20190604~20190626,【新】近30天浏览未购竞品烤箱1,新标签人群,无线,京东快车(搜索),【+++】PT2531_电烤箱_单投,搜索无线,44745,5591,12.50%,19137.09,427.69,3.42,921,108814.80,16.47%,5.69,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),【+++】T3-L322E_电烤箱_单投,搜索无线,44699,3592,8.04%,20070.10,449.01,5.59,850,192794.00,23.66%,9.61,
20190604~20190626,【新】微波炉近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),X6-348E_微波炉_单投,无线搜索,44121,1566,3.55%,6217.12,140.91,3.97,144,79505.00,9.20%,12.79,
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),【+++】M3-L232F风云_微波炉_单投,PC搜索,43848,921,2.10%,3856.02,87.94,4.19,328,244105.76,35.61%,63.31,
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,无线,品牌聚效,厨小-京选店铺_厨小,无线-京选店铺,43777,3819,8.72%,15091.19,344.73,3.95,1458,500524.67,38.18%,33.17,
20190604~20190626,【新】微波炉格兰仕品牌近30天top150浏览未购,新标签人群,无线,京东快车(搜索),【+++】M1-L201B_微波炉_单投,无线搜索,43066,7012,16.28%,20074.43,466.13,2.86,1808,482973.00,25.78%,24.06,
20190604~20190626,【新】美的烤箱近30天top100浏览未购,新标签人群,无线,京东快车(搜索),【+++】T3-L324D_电烤箱_单投,搜索无线,42924,6071,14.14%,29815.01,694.60,4.91,1690,310075.60,27.84%,10.40,
20190604~20190626,【新】微波炉近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),【+++】X3-233A_微波炉__单投,无线搜索,42918,4879,11.37%,15293.86,356.35,3.13,1152,375254.00,23.61%,24.54,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),【+++】MG38CB-AA_电烤箱_单投,搜索无线,42329,5823,13.76%,18552.17,438.29,3.19,1929,540018.80,33.13%,29.11,
20190604~20190626,默认购买人群,京选人群,PC,京东快车(搜索),【+++】M3-L232F风云_微波炉_单投,PC搜索,42218,887,2.10%,3700.62,87.66,4.17,333,271021.76,37.54%,73.24,
20190604~20190626,【新】美的厨电自营店铺近30天浏览或加购未购微波炉烤箱,新标签人群,无线,京东快车(搜索),【+】M3-L233B_微波炉_单投,无线搜索,41656,5538,13.29%,17122.98,411.06,3.09,1130,290470.00,20.40%,16.96,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),T7-L328E_电烤箱_单投,搜索无线,41500,2767,6.67%,15209.61,366.50,5.50,513,501483.64,18.54%,32.97,
20190604~20190626,【新】美的品牌微波炉top200近30天浏览未购,新标签人群,无线,京东快车(搜索),【+】M3-L233B_微波炉_单投,无线搜索,41328,5325,12.88%,16382.52,396.40,3.08,1129,290891.00,21.20%,17.76,
20190604~20190626,【新】美的厨小自营店铺30天浏览未购微蒸烤,新标签人群,无线,京东快车(搜索),【+】M3-L233B_微波炉_单投,无线搜索,41317,5480,13.26%,16922.59,409.58,3.09,1137,292960.00,20.75%,17.31,
20190604~20190626,【新】近30天浏览竞品蒸箱未购蒸箱,新标签人群,无线,京东直投,,,41270,225,0.55%,919.17,22.27,4.09,2,397.00,0.89%,0.43,
20190604~20190626,默认购买人群,京选人群,PC,京东快车(搜索),【+++】PT2531_电烤箱_单投,搜索PC,41196,407,0.99%,1125.34,27.32,2.76,124,48152.00,30.47%,42.79,
20190604~20190626,【新】烤箱近30天搜索偏好未购买微烤,新标签人群,PC,京东快车(搜索),【+++】PT2531_电烤箱_单投,搜索PC,40975,334,0.82%,909.75,22.20,2.72,80,16432.00,23.95%,18.06,
20190604~20190626,【新】格兰仕生活电器自营旗舰店近30天浏览或加购未购微波炉,新标签人群,无线,京东快车(搜索),【+++】M1-L201B_微波炉_单投,无线搜索,40188,6473,16.11%,18624.88,463.44,2.88,1627,432505.00,25.14%,23.22,
20190604~20190626,【新】烤箱近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),【+++】T4-L326F_电烤箱_单投,搜索无线,39577,4057,10.25%,20379.20,514.93,5.02,962,209342.46,23.71%,10.27,
20190604~20190626,【新】微波炉近30天浏览或加购关注且未购,新标签人群,无线,京东快车(搜索),【+】X3-L239C_微波炉_单投,无线搜索,39370,2987,7.59%,13337.64,338.78,4.47,528,166048.00,17.68%,12.45,
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),【+++】伯爵_蒸箱_单投,搜索无线,39091,4437,11.35%,67121.22,1717.05,15.13,1464,1320581.00,33.00%,19.67,
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),T7-L385F_电烤箱_单投,搜索无线,38922,2094,5.38%,10022.75,257.51,4.79,343,116692.00,16.38%,11.64,
20190604~20190626,【新】微波炉近30天浏览或加购关注且未购,新标签人群,PC,京东快车(搜索),【+++】X3-233A_微波炉__单投,PC搜索,38594,348,0.90%,1494.88,38.73,4.30,71,24119.00,20.40%,16.13,
20190604~20190626,【新】近30天搜索微波炉关键词未购买微波炉,新标签人群,无线,京东快车(搜索),【+++】X3-233A_微波炉__单投,无线搜索,38248,4530,11.84%,14277.94,373.30,3.15,1028,326080.00,22.69%,22.84,
20190604~20190626,【新】美的烤箱近30天top100浏览未购,新标签人群,无线,京东快车(搜索),【+++】T7-L384D_电烤箱_单投,搜索无线,37969,3758,9.90%,17947.04,472.68,4.78,884,227111.19,23.52%,12.65,
20190604~20190626,【新】美的品牌微波炉top200近30天浏览未购,新标签人群,PC,京东快车(搜索),M1-L202B_微波炉_单投,PC搜索,37773,1348,3.57%,4109.09,108.78,3.05,402,139429.84,29.82%,33.93,
20190604~20190626,【新】美的烤箱近30天top100浏览未购,新标签人群,无线,京东快车(搜索),【+++】PT2531_电烤箱_单投,搜索无线,37760,4332,11.47%,14666.51,388.41,3.39,878,141866.00,20.27%,9.67,
20190604~20190626,【新】近30天浏览未购竞品烤箱1,新标签人群,无线,京东快车(搜索),【+++】T3-L324D_电烤箱_单投,搜索无线,37011,4851,13.11%,24541.18,663.08,5.06,1153,209470.60,23.77%,8.54,
20190604~20190626,【新】美的厨小自营店铺30天浏览未购微蒸烤,新标签人群,PC,京东快车(搜索),M1-L202B_微波炉_单投,PC搜索,36719,1387,3.78%,4221.32,114.96,3.04,372,110673.33,26.82%,26.22,
20190604~20190626,【新】烤箱近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),T7-L328E_电烤箱_单投,搜索无线,36594,2180,5.96%,12159.47,332.28,5.58,337,197621.14,15.46%,16.25,
20190604~20190626,【新】美的厨电自营店铺近30天浏览或加购未购微波炉烤箱,新标签人群,PC,京东快车(搜索),M1-L202B_微波炉_单投,PC搜索,36355,1364,3.75%,4158.24,114.38,3.05,360,103101.33,26.39%,24.79,
20190604~20190626,【新】微波炉近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),【新品】X5-252D_微波炉_单投,无线搜索,36291,1470,4.05%,7913.88,218.07,5.38,196,95127.00,13.33%,12.02,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),T7-L385F_电烤箱_单投,搜索无线,36273,1959,5.40%,9341.30,257.53,4.77,338,114921.00,17.25%,12.30,
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),【+++】候爵_蒸箱_单投,搜索无线,35824,4632,12.93%,93507.07,2610.18,20.19,680,1290784.00,14.68%,13.80,
20190604~20190626,【新】微波炉格兰仕品牌近30天top150浏览未购,新标签人群,无线,京东快车(搜索),W3-NR_微波炉_单投,无线搜索,35583,5572,15.66%,13898.44,390.59,2.49,1228,337568.00,22.04%,24.29,
20190604~20190626,【新】近30天搜索偏好未购蒸箱,新标签人群,无线,京东快车(搜索),【+++】伯爵_蒸箱_单投,搜索无线,35535,2966,8.35%,43096.00,1212.78,14.53,281,368527.00,9.47%,8.55,
20190604~20190626,【新】烤箱近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),【+++】T3-L322E_电烤箱_单投,搜索无线,35510,2808,7.91%,16085.63,452.99,5.73,612,137313.00,21.79%,8.54,
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),【+++】候爵_蒸箱_单投,搜索PC,35484,811,2.29%,12453.46,350.96,15.36,86,235338.00,10.60%,18.90,
20190604~20190626,【新】微波炉近30天搜索偏好未购买微烤,新标签人群,PC,京东快车(搜索),【+++】M3-L232F风云_微波炉_单投,PC搜索,35296,559,1.58%,2336.86,66.21,4.18,160,177196.00,28.62%,75.83,
20190604~20190626,【新】微波炉近30天浏览或加购关注且未购,新标签人群,无线,京东快车(搜索),X6-348E_微波炉_单投,无线搜索,35001,1413,4.04%,5483.95,156.68,3.88,204,229934.46,14.44%,41.93,
20190604~20190626,【新】微波炉近30天浏览或加购关注且未购,新标签人群,无线,京东快车(搜索),【新品】X5-252D_微波炉_单投,无线搜索,34202,1683,4.92%,8973.18,262.36,5.33,231,120842.00,13.73%,13.47,
20190604~20190626,【新】美的厨小自营店铺30天浏览未购微蒸烤,新标签人群,无线,京东快车(搜索),【+++】X3-233A_微波炉__单投,无线搜索,34012,5010,14.73%,15438.52,453.91,3.08,1299,448675.00,25.93%,29.06,
20190604~20190626,【新】微波炉格兰仕品牌近30天top150浏览未购,新标签人群,无线,京东快车(搜索),【+++】M3-L232F风云_微波炉_单投,无线搜索,33863,3885,11.47%,15177.07,448.19,3.91,974,271927.00,25.07%,17.92,
20190604~20190626,默认购买人群,京选人群,PC,京东快车(搜索),【+++】候爵_蒸箱_单投,搜索PC,33801,736,2.18%,11319.52,334.89,15.38,83,227340.00,11.28%,20.08,
20190604~20190626,【新】微波炉近30天浏览或加购关注且未购,新标签人群,无线,京东快车(搜索),M3-L235F风云_微波炉_单投,无线搜索,33797,2195,6.49%,8506.56,251.70,3.88,336,104660.00,15.31%,12.30,
20190604~20190626,【新】烤箱近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),【+++】MG38CB-AA_电烤箱_单投,搜索无线,33679,4361,12.95%,14078.61,418.02,3.23,952,154920.13,21.83%,11.00,
20190604~20190626,【新】微波炉近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),【+】X3-L239C_微波炉_单投,无线搜索,33424,2263,6.77%,10161.40,304.02,4.49,424,125865.00,18.74%,12.39,
20190604~20190626,【新】近30天浏览未购竞品烤箱1,新标签人群,无线,京东快车(搜索),【+++】T7-L384D_电烤箱_单投,搜索无线,33384,3154,9.45%,15337.65,459.43,4.86,619,118569.00,19.63%,7.73,
20190604~20190626,【新】美的烤箱近30天top100浏览未购,新标签人群,无线,京东快车(搜索),【+++】T4-L326F_电烤箱_单投,搜索无线,33380,4091,12.26%,20139.02,603.33,4.92,1043,218529.06,25.49%,10.85,
20190604~20190626,【新】美的蒸箱top200近30天浏览或加购未购蒸箱微烤,新标签人群,无线,品牌聚效,6月份聚效-蒸箱,侯爵单品推广,32874,361,1.10%,4833.23,147.02,13.39,78,138982.00,21.61%,28.76,
20190604~20190626,【新】微波炉格兰仕品牌近30天top150浏览未购,新标签人群,无线,京东快车(搜索),M1-L202B_微波炉_单投,无线搜索,32547,3452,10.61%,9266.41,284.71,2.68,668,195998.50,19.35%,21.15,
20190604~20190626,【新】美的品牌微波炉top200近30天浏览未购,新标签人群,无线,京东快车(搜索),【+++】X3-233A_微波炉__单投,无线搜索,32442,4318,13.31%,13373.01,412.21,3.10,1112,371809.00,25.75%,27.80,
20190604~20190626,【新】近30天浏览或加购饭煲180天未购微波炉,新标签人群,无线,京东快车(搜索),厨小-搜索腰带店铺_厨小_腰部广告,厨小-搜索腰带店铺,32400,959,2.96%,2277.91,70.31,2.38,100,28849.00,10.43%,12.66,
20190604~20190626,【新】微波炉近30天搜索偏好未购买微烤,新标签人群,无线,京东快车(搜索),M3-L235F风云_微波炉_单投,无线搜索,31426,1731,5.51%,6763.76,215.23,3.91,269,84743.00,15.54%,12.53,
20190604~20190626,默认购买人群,京选人群,PC,京东快车(搜索),【+++】T3-L324D_电烤箱_单投,搜索PC,31420,775,2.47%,2707.63,86.18,3.49,197,40778.57,25.42%,15.06,
20190604~20190626,【新】微波炉近30天浏览或加购关注且未购,新标签人群,PC,京东快车(搜索),【+++】M3-L232F风云_微波炉_单投,PC搜索,31381,638,2.03%,2701.57,86.09,4.23,199,213414.00,31.19%,79.00,
