时间,人群名称,人群类型,推广设备,产品线,计划,单元,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,总订单行,总订单金额,转化率,ROI,
20190604~20190626,洗衣机核心人群（海尔西门子博世三洋LG）,标签人群,PC,京东快车(搜索),【A+】MB100VJ31D_美的洗衣机_单投,【搜索】PC,10314,111,1.08%,293.25,28.43,2.64,17,32097.00,15.32%,109.45,
20190604~20190626,冰箱意向人群（美海美菱容西门子）,标签人群,无线,京东快车(搜索),【B】MB120V50DQCG_美的洗衣机_单投,MB120V50DQCG搜索无线,10198,501,4.91%,2029.97,199.06,4.05,128,255965.80,25.55%,126.09,
20190604~20190626,核心人群-空调-美的,标签人群,无线,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,搜索-无线,10170,1161,11.42%,4471.28,439.65,3.85,108,179263.69,9.30%,40.09,
20190604~20190626,空调核心人群（格力美的海尔奥克斯TCL）,标签人群,无线,京东快车(搜索),【A+++】MB90VN13_美的洗衣机_单投,【搜索】无线,10155,704,6.93%,3559.22,350.49,5.06,80,95968.00,11.36%,26.96,
20190604~20190626,自定义-洗衣机全部型号不扩展2,标签人群,无线,京东快车(搜索),【A】MD80V51D5_美的洗衣机_单投,搜索无线,9969,575,5.77%,2494.48,250.22,4.34,122,194596.30,21.22%,78.01,
20190604~20190626,油烟机核心人群（苏泊尔万家乐万和统帅帅康,标签人群,无线,京东直投,,,9712,185,1.90%,71.20,7.33,0.38,-,-,-,-,
20190604~20190626,【新】冰空洗家装人群-海尔,新标签人群,无线,京东快车(搜索),【A+】MD100V71WDX_美的洗衣机_单投,【搜索】无线,9704,1041,10.73%,3626.01,373.66,3.48,105,253392.30,10.09%,69.88,
20190604~20190626,自定义-美的意向人群30天,标签人群,无线,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,MG100V331DS5搜索-PC,9700,870,8.97%,1764.00,181.86,2.03,127,211940.00,14.60%,120.15,
20190604~20190626,空调核心人群（格美海志奥）,标签人群,无线,京东快车(搜索),【A+++】MB90VN13_美的洗衣机_单投,【搜索】无线,9681,665,6.87%,3389.42,350.11,5.10,73,89805.00,10.98%,26.50,
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,无线,品牌聚效,【新品】MB30VH05,新品,9585,30,0.31%,894.21,93.29,29.81,-,-,-,-,
20190604~20190626,自定义-竞品人群包-扩展至店铺,标签人群,无线,京东快车(搜索),【提升销售】MH100-H05J_美的洗衣机_单投,MH100-H05J搜索无线,9506,911,9.58%,1997.92,210.17,2.19,21,44362.00,2.31%,22.20,
20190604~20190626,热水器核心人群（万家乐统帅志高奥特朗）,标签人群,无线,京东直投,,,9438,89,0.94%,29.86,3.16,0.34,-,-,-,-,
20190604~20190626,自定义-美的洗衣机近3个月已购人群,标签人群,无线,京东快车(搜索),【A+】MD100VT15D5_美的洗衣机_单投,MD100VT15D5搜索无线,9389,961,10.24%,3565.31,379.73,3.71,129,334408.30,13.42%,93.80,
20190604~20190626,【新】美的浏览未购买洗烘,新标签人群,无线,京东快车(搜索),【B】MG90V31DS5_美的洗衣机_单投,【搜索】-无线,9375,486,5.18%,1631.26,174.00,3.36,31,46864.00,6.38%,28.73,
20190604~20190626,自定义-美的意向人群,标签人群,无线,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,MG100V331DS5搜索-PC,9171,835,9.10%,1690.23,184.30,2.02,125,207823.00,14.97%,122.96,
20190604~20190626,默认购买人群,京选人群,PC,京东快车(搜索),【A++】MG100V51D5_美的洗衣机_单投,【搜索】-无线,9146,71,0.78%,242.38,26.50,3.41,5,10813.00,7.04%,44.61,
20190604~20190626,空调核心人群（扬子海信长虹科龙志高）,标签人群,无线,京东快车(搜索),【A+】MB100VJ31D_美的洗衣机_单投,【搜索】无线,9098,562,6.18%,2079.71,228.59,3.70,509,1615838.50,90.57%,776.95,
20190604~20190626,【新】洗衣机换新人群,新标签人群,无线,京东快车(搜索),【A+】MD100V71WDX_美的洗衣机_单投,【搜索】无线,9084,1068,11.76%,3481.86,383.30,3.26,200,545040.00,18.73%,156.54,
20190604~20190626,燃气灶核心人群（苏泊尔万家乐万和康宝帅康,标签人群,无线,京东直投,,,9041,149,1.65%,54.90,6.07,0.37,-,-,-,-,
20190604~20190626,意向人群-冰箱-海尔,标签人群,无线,京东快车(搜索),【A+】MD100VT15D5_美的洗衣机_单投,MD100VT15D5搜索无线,8983,880,9.80%,3271.05,364.14,3.72,114,304191.00,12.95%,92.99,
20190604~20190626,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,PC,京东快车(搜索),【A+】MD100V71WDX_美的洗衣机_单投,【搜索】无线,8962,228,2.54%,690.12,77.01,3.03,16,34978.00,7.02%,50.68,
20190604~20190626,自定义-美的洗衣机近3个月已购人群,标签人群,无线,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-无线,8956,1323,14.77%,5222.28,583.10,3.95,93,195410.00,7.03%,37.42,
20190604~20190626,洗衣机核心人群（美的+小天鹅）,标签人群,PC,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-PC,8846,237,2.68%,599.18,67.73,2.53,48,98707.00,20.25%,164.74,
20190604~20190626,消毒柜核心人群（康宝美的方太海尔老板）,标签人群,无线,京东直投,,,8715,171,1.96%,65.80,7.55,0.38,-,-,-,-,
20190604~20190626,燃气灶核心人群（老板方太美的海尔华帝）,标签人群,无线,京东直投,,,8698,183,2.10%,66.91,7.69,0.37,-,-,-,-,
20190604~20190626,自定义-美的洗衣机近3个月已购人群,标签人群,无线,京东直投,,,8547,61,0.71%,23.50,2.75,0.39,-,-,-,-,
20190604~20190626,空调核心人群（格力美的海尔奥克斯TCL）,标签人群,无线,京东快车(搜索),【A】MD80V51D5_美的洗衣机_单投,搜索无线,8518,430,5.05%,2012.29,236.24,4.68,92,147948.30,21.40%,73.52,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,8435,211,2.50%,90.29,10.70,0.43,-,-,-,-,
20190604~20190626,洗衣机核心人群（海尔西门子博世三洋LG）,标签人群,PC,京东快车(搜索),【A+++】MB100VJ31_美的洗衣机_单投,【搜索】PC,8412,84,1.00%,221.95,26.38,2.64,25,46931.00,29.76%,211.45,
20190604~20190626,自定义-洗衣机top180机型不扩展,标签人群,无线,京东快车(搜索),【新品培养】MG120VJ31DS3_美的洗衣机_单投,MG120VJ31DS3搜索-无线,8392,753,8.97%,2658.30,316.77,3.53,124,263420.00,16.47%,99.09,
20190604~20190626,空调核心人群（格美海志奥）,标签人群,无线,京东快车(搜索),【A】MD80V51D5_美的洗衣机_单投,搜索无线,8350,421,5.04%,1969.47,235.86,4.68,92,147948.30,21.85%,75.12,
20190604~20190626,空调核心人群（格力美的海尔奥克斯TCL）,标签人群,PC,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,MG100V331DS5搜索-PC,8308,356,4.29%,745.19,89.70,2.09,83,153411.60,23.31%,205.87,
20190604~20190626,冰箱意向人群（美海美菱容西门子）,标签人群,PC,京东快车(搜索),【A+++】MB100VJ31_美的洗衣机_单投,【搜索】PC,8307,78,0.94%,194.54,23.42,2.49,20,33513.00,25.64%,172.27,
20190604~20190626,自定义-洗衣机top180机型不扩展,标签人群,无线,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-无线,8266,674,8.15%,2634.64,318.73,3.91,28,72543.00,4.15%,27.53,
20190604~20190626,油烟机核心人群（苏泊尔万家乐万和统帅帅康,标签人群,无线,京东直投,,,8231,143,1.74%,54.85,6.66,0.38,1,1699.00,0.70%,30.98,
20190604~20190626,冰箱核心人群（美海美菱容西门子）,标签人群,无线,京东快车(搜索),【B】MB120V50DQCG_美的洗衣机_单投,MB120V50DQCG搜索无线,8197,426,5.20%,1705.44,208.06,4.00,125,250869.80,29.34%,147.10,
20190604~20190626,冰箱核心人群（美海美菱容西门子）,标签人群,PC,京东快车(搜索),【A+】MB100VJ31D_美的洗衣机_单投,【搜索】PC,8065,63,0.78%,155.64,19.30,2.47,18,36094.00,28.57%,231.91,
20190604~20190626,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,PC,京东快车(搜索),【A+++】MB90VN13_美的洗衣机_单投,【搜索】无线,8056,6,0.07%,32.00,3.97,5.33,1,1199.00,16.67%,37.47,
20190604~20190626,燃气灶核心人群（苏泊尔万家乐万和康宝帅康,标签人群,无线,京东直投,,,7968,94,1.18%,31.20,3.92,0.33,-,-,-,-,
20190604~20190626,热水器核心人群（万家乐统帅志高奥特朗）,标签人群,无线,京东直投,,,7941,43,0.54%,17.81,2.24,0.41,-,-,-,-,
20190604~20190626,【新】美的购买未购买洗烘,新标签人群,PC,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,MG100V331DS5搜索-PC,7935,391,4.93%,811.01,102.21,2.07,37,61048.30,9.46%,75.27,
20190604~20190626,意向人群-冰箱-海尔,标签人群,无线,京东快车(搜索),【A+++】MB100VJ31_美的洗衣机_单投,【搜索】无线,7914,437,5.52%,1803.39,227.87,4.13,257,511137.00,58.81%,283.43,
20190604~20190626,空调核心人群（格美海志奥）,标签人群,PC,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,MG100V331DS5搜索-PC,7906,340,4.30%,713.51,90.25,2.10,78,145159.60,22.94%,203.44,
20190604~20190626,燃气灶核心人群（老板方太美的海尔华帝）,标签人群,无线,京东快车(搜索),【A+】MB100VJ31D_美的洗衣机_单投,【搜索】无线,7824,617,7.89%,2281.96,291.66,3.70,652,2044886.00,105.67%,896.11,
20190604~20190626,【新】美的浏览未购买洗烘,新标签人群,无线,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,MG100V331DS5搜索-PC,7757,642,8.28%,1299.13,167.48,2.02,72,120767.00,11.21%,92.96,
20190604~20190626,燃气灶核心人群（苏泊尔万家乐万和康宝帅康,标签人群,无线,京东直投,,,7735,141,1.82%,50.24,6.50,0.36,-,-,-,-,
20190604~20190626,意向人群-冰箱-美菱,标签人群,无线,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-无线,7734,1072,13.86%,4537.73,586.72,4.23,193,591713.60,18.00%,130.40,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,7709,124,1.61%,43.75,5.68,0.35,-,-,-,-,
20190604~20190626,自定义-8公斤滚筒前10-SKU不拓展30天,标签人群,无线,京东快车(搜索),【A】MD80V51D5_美的洗衣机_单投,搜索无线,7661,532,6.94%,2330.14,304.16,4.38,66,148169.30,12.41%,63.59,
20190604~20190626,自定义-洗衣机top180机型不扩展,标签人群,PC,京东快车(搜索),【A+++】MB90VN13_美的洗衣机_单投,【搜索】无线,7626,7,0.09%,34.31,4.50,4.90,1,1199.00,14.29%,34.95,
20190604~20190626,核心人群-冰箱-美的,标签人群,无线,京东快车(搜索),【A+】MD100VT15D5_美的洗衣机_单投,MD100VT15D5搜索无线,7598,789,10.38%,2868.62,377.55,3.64,116,304264.30,14.70%,106.07,
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,PC,京东快车(搜索),【A+++】MB90VN13_美的洗衣机_单投,【搜索】无线,7583,9,0.12%,46.65,6.15,5.18,1,1199.00,11.11%,25.70,
20190604~20190626,洗衣机意向人群（美的小天鹅）,标签人群,无线,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,MG100V331DS5搜索-PC,7561,730,9.65%,1466.69,193.98,2.01,124,205152.00,16.99%,139.87,
20190604~20190626,洗衣机品牌人群（美的+小天鹅）,标签人群,无线,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,MG100V331DS5搜索-PC,7452,722,9.69%,1448.80,194.42,2.01,124,205152.00,17.17%,141.60,
20190604~20190626,自定义-美的扩展至品牌,标签人群,无线,京东快车(搜索),【提升销售】MH70VZ30_美的洗衣机_单投,MH70VZ30搜索,7451,1082,14.52%,2267.92,304.38,2.10,107,127794.00,9.89%,56.35,
20190604~20190626,冰箱意向人群（美海美菱容西门子）,标签人群,无线,京东快车(搜索),【A】MD80V51D5_美的洗衣机_单投,搜索无线,7327,525,7.17%,2363.29,322.55,4.50,93,146660.30,17.71%,62.06,
20190604~20190626,核心人群-空调-格力,标签人群,无线,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-无线,7276,768,10.56%,3100.22,426.09,4.04,24,53133.00,3.13%,17.14,
20190604~20190626,热水器核心人群（万和斯密斯能率）,标签人群,无线,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-无线,7266,782,10.76%,3283.18,451.86,4.20,103,247545.60,13.17%,75.40,
20190604~20190626,自定义-核心型号不扩展-海尔官旗,标签人群,无线,京东快车(搜索),【B】MD80VN13DG5_美的洗衣机_单投,MD80VN13DG5搜索无线,7248,803,11.08%,2659.10,366.87,3.31,158,351466.50,19.68%,132.17,
20190604~20190626,再营销-快车计划再营销人群,标签人群,无线,京东快车(搜索),【B】MB90V31D_美的洗衣机_单投,MB90V31D搜索无线,7235,955,13.20%,2398.51,331.51,2.51,389,826306.30,40.73%,344.51,
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,PC,京东快车(搜索),【A+++】MG80VN13DG5_美的洗衣机_单投,MG80VN13DG5搜索,7185,161,2.24%,273.06,38.00,1.70,52,127248.00,32.30%,466.01,
20190604~20190626,【新】近15天浏览小洗衣机未购买,新标签人群,无线,京东快车(搜索),【新品培养】MB30VH05,搜索-无线,7157,640,8.94%,3074.95,429.64,4.80,21,29779.00,3.28%,9.68,
20190604~20190626,消毒柜核心人群（康宝美的方太海尔老板）,标签人群,无线,京东直投,,,7108,118,1.66%,41.18,5.79,0.35,-,-,-,-,
20190604~20190626,意向人群-冰箱-美的,标签人群,无线,京东快车(搜索),【B】MD80VN13DG5_美的洗衣机_单投,MD80VN13DG5搜索无线,7088,755,10.65%,2491.43,351.50,3.30,184,435962.90,24.37%,174.99,
20190604~20190626,洗衣机核心人群（海尔西门子博世三洋LG）,标签人群,无线,京东快车(搜索),【A】MD80V51D5_美的洗衣机_单投,搜索无线,7073,472,6.67%,2062.29,291.57,4.37,104,168125.30,22.03%,81.52,
20190604~20190626,油烟机核心人群（苏泊尔万家乐万和统帅帅康,标签人群,无线,京东直投,,,6956,123,1.77%,44.23,6.36,0.36,-,-,-,-,
20190604~20190626,燃气灶核心人群（老板方太美的海尔华帝）,标签人群,无线,京东直投,,,6954,144,2.07%,54.04,7.77,0.38,-,-,-,-,
20190604~20190626,洗衣机意向人群（三洋LG统帅博世创维）,标签人群,PC,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,MG100V331DS5搜索-PC,6903,213,3.09%,456.87,66.18,2.14,32,58204.00,15.02%,127.40,
20190604~20190626,意向人群-洗衣机-海尔,标签人群,无线,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-无线,6873,520,7.57%,2115.96,307.87,4.07,17,53554.00,3.27%,25.31,
20190604~20190626,搜索-洗衣机搜索人群-波轮,标签人群,无线,京东快车(搜索),【B】MB120V50DQCG_美的洗衣机_单投,MB120V50DQCG搜索无线,6857,414,6.04%,1662.83,242.50,4.02,19,29120.00,4.59%,17.51,
20190604~20190626,九数_618_滚筒_类目内_高分段_1.5k_2k_0611,外部导入人群,无线,品牌聚效,12月计划_美的洗衣机,无线首焦-美的品牌人群,6854,47,0.69%,442.02,64.49,9.40,6,8445.00,12.77%,19.11,
20190604~20190626,热水器核心人群（万和斯密斯能率）,标签人群,无线,京东快车(搜索),【A+】MB100VJ31D_美的洗衣机_单投,【搜索】无线,6766,494,7.30%,1910.27,282.33,3.87,226,794097.50,45.75%,415.70,
20190604~20190626,冰箱意向人群（美海美菱容西门子）,标签人群,无线,京东快车(搜索),【A+++】MG80VN13DG5_美的洗衣机_单投,MG80VN13DG5搜索,6755,503,7.45%,1486.88,220.12,2.96,78,171440.00,15.51%,115.30,
20190604~20190626,搜索-洗衣机搜索人群-洗烘,标签人群,PC,京东快车(搜索),【A+】MD100VT15D5_美的洗衣机_单投,MD100VT15D5搜索无线,6727,1,0.01%,3.95,0.59,3.95,-,-,-,-,
20190604~20190626,自定义-洗衣机全部型号不扩展2,标签人群,PC,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-PC,6697,162,2.42%,409.91,61.21,2.53,23,45715.00,14.20%,111.52,
20190604~20190626,【新】美的洗烘浏览未购买,新标签人群,PC,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,搜索-无线,6682,236,3.53%,629.91,94.27,2.67,38,71988.00,16.10%,114.28,
20190604~20190626,意向人群-空调-美的,标签人群,无线,京东快车(搜索),【B】MD80VN13DG5_美的洗衣机_单投,MD80VN13DG5搜索无线,6653,696,10.46%,2345.33,352.52,3.37,158,369462.20,22.70%,157.53,
20190604~20190626,燃气灶核心人群（老板方太美的海尔华帝）,标签人群,无线,京东直投,,,6563,83,1.26%,27.59,4.20,0.33,-,-,-,-,
20190604~20190626,洗衣机意向人群（海尔西门子TCL松下海信,标签人群,PC,京东快车(搜索),【A+++】MB90VN13_美的洗衣机_单投,【搜索】无线,6547,1,0.02%,3.46,0.53,3.46,-,-,-,-,
20190604~20190626,自定义-洗衣机top180机型不扩展,标签人群,无线,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,MG100V331DS5搜索-PC,6440,729,11.32%,1467.99,227.95,2.01,125,207151.00,17.15%,141.11,
20190604~20190626,油烟机核心人群（苏泊尔万家乐万和统帅帅康,标签人群,无线,京东直投,,,6438,66,1.03%,21.04,3.27,0.32,-,-,-,-,
20190604~20190626,消毒柜核心人群（康宝美的方太海尔老板）,标签人群,无线,京东直投,,,6398,69,1.08%,23.77,3.72,0.34,-,-,-,-,
20190604~20190626,洗衣机意向人群（美的小天鹅）,标签人群,PC,京东快车(搜索),【A+】MB100V50QC_美的洗衣机_单投,【搜索】PC,6365,50,0.79%,118.71,18.65,2.37,6,10893.00,12.00%,91.76,
20190604~20190626,自定义-核心型号扩展至店铺-海尔洗旗,标签人群,无线,京东快车(搜索),【新品培养】MG120VJ31DS3_美的洗衣机_单投,MG120VJ31DS3搜索-无线,6360,559,8.79%,1961.09,308.35,3.51,92,191733.00,16.46%,97.77,
20190604~20190626,【新】6月临时-海尔核心人群浏览加购未购买-15天,新标签人群,无线,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-无线,6360,1171,18.41%,6096.31,958.54,5.21,125,242864.00,10.67%,39.84,
20190604~20190626,空调核心人群（格力美的海尔奥克斯TCL）,标签人群,PC,京东快车(搜索),【A+】MB100VJ31D_美的洗衣机_单投,【搜索】PC,6307,64,1.01%,142.39,22.58,2.22,13,26401.00,20.31%,185.41,
20190604~20190626,自定义-美的洗衣机近3个月已购人群,标签人群,无线,京东快车(搜索),【B】 MG30V30DX_美的洗衣机_单投,洗衣机-MG30V30DX搜索,6276,348,5.54%,792.20,126.23,2.28,28,44111.30,8.05%,55.68,
20190604~20190626,核心人群-冰箱-容声,标签人群,无线,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-无线,6274,750,11.95%,3194.95,509.24,4.26,125,289478.60,16.67%,90.61,
20190604~20190626,意向人群-冰箱-海尔,标签人群,无线,京东快车(搜索),【B】MD80VN13DG5_美的洗衣机_单投,MD80VN13DG5搜索无线,6199,581,9.37%,1918.78,309.53,3.30,171,392639.90,29.43%,204.63,
20190604~20190626,默认购买人群,京选人群,PC,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-无线,6175,140,2.27%,363.40,58.85,2.60,4,6996.00,2.86%,19.25,
20190604~20190626,洗衣机意向人群（海尔西门子TCL松下海信,标签人群,PC,京东快车(搜索),【A+】MB100V50QC_美的洗衣机_单投,【搜索】PC,6164,42,0.68%,103.77,16.83,2.47,4,7695.00,9.52%,74.15,
20190604~20190626,洗衣机意向人群（三洋LG统帅博世创维）,标签人群,PC,京东快车(搜索),【A+】MB100VJ31D_美的洗衣机_单投,【搜索】PC,6159,69,1.12%,183.81,29.84,2.66,10,17083.00,14.49%,92.94,
20190604~20190626,冰箱核心人群（康佳TCL奥玛三星海信）,标签人群,无线,京东快车(搜索),【A+】MD100V71WDX_美的洗衣机_单投,【搜索】无线,6159,465,7.55%,1598.36,259.52,3.44,53,109845.00,11.40%,68.72,
20190604~20190626,【新】美的洗烘浏览未购买,新标签人群,无线,京东快车(搜索),【新品培养】MG120VJ31DS3_美的洗衣机_单投,MG120VJ31DS3搜索-无线,6158,494,8.02%,1716.87,278.80,3.48,59,135057.00,11.94%,78.66,
20190604~20190626,消毒柜核心人群（康宝美的方太海尔老板）,标签人群,无线,京东直投,,,6153,105,1.71%,40.61,6.60,0.39,-,-,-,-,
20190604~20190626,冰箱核心人群（美海美菱容西门子）,标签人群,PC,京东快车(搜索),【A+++】MB100VJ31_美的洗衣机_单投,【搜索】PC,6132,56,0.91%,138.94,22.66,2.48,19,32114.00,33.93%,231.14,
20190604~20190626,空调核心人群（格美海志奥）,标签人群,PC,京东快车(搜索),【A+】MB100VJ31D_美的洗衣机_单投,【搜索】PC,6120,63,1.03%,144.32,23.58,2.29,13,26401.00,20.63%,182.93,
20190604~20190626,九数_618_波轮_类目内_高分段_1k_1.5k_0611,外部导入人群,无线,品牌聚效,12月计划_美的洗衣机,无线首焦-美的品牌人群,6118,24,0.39%,378.80,61.92,15.78,2,1649.00,8.33%,4.35,
20190604~20190626,热水器核心人群（美的海尔林内）,标签人群,无线,京东快车(搜索),【B】MB90V31D_美的洗衣机_单投,MB90V31D搜索无线,6091,533,8.75%,1246.03,204.57,2.34,664,1668191.20,124.58%,1338.81,
20190604~20190626,再营销-快车计划再营销人群2,标签人群,无线,京东快车(搜索),【B】MB90V31D_美的洗衣机_单投,MB90V31D搜索无线,6082,735,12.08%,1871.91,307.78,2.55,303,732449.00,41.22%,391.28,
20190604~20190626,空调核心人群（格力美的海尔奥克斯TCL）,标签人群,无线,京东快车(搜索),【A+++】MG80VN13DG5_美的洗衣机_单投,MG80VN13DG5搜索,6074,417,6.87%,1277.98,210.40,3.06,69,154749.00,16.55%,121.09,
20190604~20190626,热水器核心人群（万和斯密斯能率）,标签人群,无线,京东快车(搜索),【A+】MB100V50QC_美的洗衣机_单投,【搜索】无线,5994,305,5.09%,970.64,161.94,3.18,232,1658337.10,76.07%,1708.50,
20190604~20190626,核心人群-冰箱-海尔,标签人群,无线,京东快车(搜索),【A+】MD100VT15D5_美的洗衣机_单投,MD100VT15D5搜索无线,5967,591,9.90%,2166.48,363.08,3.67,94,250632.00,15.91%,115.69,
20190604~20190626,自定义-洗衣机top180机型不扩展,标签人群,PC,京东快车(搜索),【A+】MB100V50QC_美的洗衣机_单投,【搜索】PC,5884,43,0.73%,107.08,18.20,2.49,3,6296.00,6.98%,58.80,
20190604~20190626,近30天内浏览所选种子商品的人群,定向推荐人群,PC,京东快车(搜索),【新品培养】MB30VH05,搜索-无线,5800,22,0.38%,64.07,11.05,2.91,-,-,-,-,
20190604~20190626,冰箱核心人群（美海美菱容西门子）,标签人群,无线,京东快车(搜索),【A】MD80V51D5_美的洗衣机_单投,搜索无线,5739,416,7.25%,1875.58,326.81,4.51,96,150456.30,23.08%,80.22,
20190604~20190626,空调核心人群（格美海志奥）,标签人群,无线,京东快车(搜索),【A+++】MG80VN13DG5_美的洗衣机_单投,MG80VN13DG5搜索,5737,406,7.08%,1239.33,216.02,3.05,68,153050.00,16.75%,123.49,
20190604~20190626,核心人群-空调-格力,标签人群,无线,京东快车(搜索),【A+】MD100VT15D5_美的洗衣机_单投,MD100VT15D5搜索无线,5725,525,9.17%,1936.15,338.19,3.69,67,170505.00,12.76%,88.06,
20190604~20190626,热水器核心人群（万家乐统帅志高奥特朗）,标签人群,无线,京东快车(搜索),【A+】MB100VJ31D_美的洗衣机_单投,【搜索】无线,5679,348,6.13%,1317.19,231.94,3.79,456,1372197.50,131.03%,1041.76,
20190604~20190626,意向人群-冰箱-美的,标签人群,无线,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,搜索-无线,5673,557,9.82%,1867.06,329.11,3.35,19,32132.00,3.41%,17.21,
20190604~20190626,洗衣机意向人群（三洋LG统帅博世创维）,标签人群,PC,京东快车(搜索),【A+++】MD100V31DG5_美的洗衣机_单投,【搜索】-PC,5657,106,1.87%,262.75,46.45,2.48,14,25209.00,13.21%,95.94,
20190604~20190626,自定义-10KG及以上波轮top不拓展30天,标签人群,无线,京东快车(搜索),【B】MB120V50DQCG_美的洗衣机_单投,MB120V50DQCG搜索无线,5643,588,10.42%,2305.48,408.56,3.92,53,118033.00,9.01%,51.20,
20190604~20190626,热水器核心人群（美的海尔林内）,标签人群,无线,京东快车(搜索),【A+】MD100VT15D5_美的洗衣机_单投,MD100VT15D5搜索无线,5535,463,8.36%,1624.73,293.54,3.51,78,199190.00,16.85%,122.60,
20190604~20190626,燃气灶核心人群（苏泊尔万家乐万和康宝帅康,标签人群,无线,京东快车(搜索),【A+】MB100VJ31D_美的洗衣机_单投,【搜索】无线,5478,351,6.41%,1288.20,235.16,3.67,312,713713.00,88.89%,554.04,
20190604~20190626,热水器核心人群（万和斯密斯能率）,标签人群,无线,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,搜索-无线,5469,530,9.69%,1847.35,337.79,3.49,44,77257.00,8.30%,41.82,
20190604~20190626,九数_618_波轮_类目内_高分段_2k_2.5k_0611,外部导入人群,无线,品牌聚效,12月计划_美的洗衣机,无线首焦-美的品牌人群,5452,24,0.44%,352.46,64.65,14.69,1,1699.00,4.17%,4.82,
20190604~20190626,自定义-洗衣机9公斤波轮top不扩展,标签人群,无线,京东快车(搜索),【B】MB120V50DQCG_美的洗衣机_单投,MB120V50DQCG搜索无线,5411,395,7.30%,1641.10,303.29,4.15,100,190295.20,25.32%,115.96,
20190604~20190626,燃气灶核心人群（老板方太美的海尔华帝）,标签人群,无线,京东直投,,,5410,97,1.79%,34.45,6.37,0.36,-,-,-,-,
20190604~20190626,核心人群-冰箱-海尔,标签人群,无线,京东快车(搜索),【A+++】MB100VJ31_美的洗衣机_单投,【搜索】无线,5403,297,5.50%,1169.01,216.36,3.94,236,455483.00,79.46%,389.63,
20190604~20190626,冰箱意向人群（美海美菱容西门子）,标签人群,PC,京东快车(搜索),【A+++】MB90VN13_美的洗衣机_单投,【搜索】无线,5349,7,0.13%,34.10,6.38,4.87,1,1199.00,14.29%,35.16,
20190604~20190626,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,PC,京东快车(搜索),【A++】MG100V51D5_美的洗衣机_单投,【搜索】-无线,5312,48,0.90%,168.26,31.68,3.51,3,6215.00,6.25%,36.94,
20190604~20190626,【新】6月临时-海尔核心人群浏览加购未购买-15天,新标签人群,无线,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,搜索-无线,5271,745,14.13%,3435.64,651.80,4.61,79,139248.30,10.60%,40.53,
20190604~20190626,自定义-MD100V71WDX-自有人群,标签人群,无线,京东快车(搜索),【A+】MD100VT15D5_美的洗衣机_单投,MD100VT15D5搜索无线,5263,807,15.33%,2469.18,469.16,3.06,117,301193.00,14.50%,121.98,
20190604~20190626,意向人群-冰箱-海尔,标签人群,无线,京东快车(搜索),【A+++】MG100V331DS5_美的洗衣机_单投,搜索-无线,5248,419,7.98%,1461.15,278.42,3.49,13,17650.00,3.10%,12.08,
