时间,人群名称,人群类型,推广设备,产品线,计划,单元,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,总订单行,总订单金额,转化率,ROI,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,2076192,11743,0.57%,11075.58,5.33,0.94,19,14342.20,0.16%,1.29,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,1649474,14453,0.88%,9623.73,5.83,0.67,29,25948.20,0.20%,2.70,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,1646355,6786,0.41%,5347.62,3.25,0.79,12,28122.00,0.18%,5.26,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,1587183,14525,0.92%,11640.44,7.33,0.80,33,43053.80,0.23%,3.70,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,1293758,6165,0.48%,4372.99,3.38,0.71,1,499.00,0.02%,0.11,
20190604~20190626,【新】净水-30天未浏览美的,新标签人群,无线,京东直投,,,1180211,5223,0.44%,25795.21,21.86,4.94,22,23918.40,0.42%,0.93,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,1177183,9345,0.79%,7224.75,6.14,0.77,20,17826.00,0.21%,2.47,
20190604~20190626,电热-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,1163710,12432,1.07%,34066.10,29.27,2.74,588,573860.50,4.73%,16.85,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,1148037,4455,0.39%,4145.48,3.61,0.93,11,8496.00,0.25%,2.05,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,1044530,3728,0.36%,3439.36,3.29,0.92,1,888.00,0.03%,0.26,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,1029440,6949,0.68%,21360.96,20.75,3.07,6,5608.00,0.09%,0.26,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,984243,5280,0.54%,4035.91,4.10,0.76,10,10286.00,0.19%,2.55,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,979790,7489,0.76%,7453.01,7.61,1.00,19,18404.20,0.25%,2.47,
20190604~20190626,【新】拉新-DMP-热水器跨品类拉新,新标签人群,无线,京东直投,,,932365,3968,0.43%,2865.42,3.07,0.72,3,2177.00,0.08%,0.76,
20190604~20190626,净水-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,828274,6906,0.83%,24471.36,29.55,3.54,126,149104.90,1.82%,6.09,
20190604~20190626,【新】拉新-DMP-饮水机品类拉新,新标签人群,无线,京东直投,,,808159,2663,0.33%,2288.97,2.83,0.86,6,7161.00,0.23%,3.13,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,789090,3449,0.44%,2410.64,3.05,0.70,10,10139.00,0.29%,4.21,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,766440,8107,1.06%,4893.21,6.38,0.60,20,17920.00,0.25%,3.66,
20190604~20190626,【新】拉新-DMP-饮水机品类拉新,新标签人群,无线,京东直投,,,756865,2015,0.27%,2385.18,3.15,1.18,2,968.00,0.10%,0.41,
20190604~20190626,【新】燃热-30天未浏览美的,新标签人群,无线,京东直投,,,660250,3921,0.59%,17333.32,26.25,4.42,48,61082.00,1.22%,3.52,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,633929,5840,0.92%,5877.64,9.27,1.01,15,12386.00,0.26%,2.11,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,618530,3857,0.62%,7751.99,12.53,2.01,16,17655.00,0.41%,2.28,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,580470,3758,0.65%,3763.21,6.48,1.00,16,78931.15,0.43%,20.97,
20190604~20190626,净水-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,576164,3489,0.61%,9734.36,16.90,2.79,31,34543.20,0.89%,3.55,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,569951,3759,0.66%,4351.59,7.64,1.16,4,2676.00,0.11%,0.61,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,551344,2117,0.38%,1811.68,3.29,0.86,3,1837.00,0.14%,1.01,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,547741,5678,1.04%,3835.16,7.00,0.68,15,11704.00,0.26%,3.05,
20190604~20190626,燃热-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,472126,5079,1.08%,10922.62,23.13,2.15,207,262523.65,4.08%,24.03,
20190604~20190626,电热-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,451129,2495,0.55%,7325.73,16.24,2.94,48,44671.15,1.92%,6.10,
20190604~20190626,【新】净水-浏览2500-4500竞品价位段,新标签人群,无线,京东直投,,,396928,3784,0.95%,14331.91,36.11,3.79,60,81480.75,1.59%,5.69,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,388775,2589,0.67%,4483.92,11.53,1.73,8,9492.00,0.31%,2.12,
20190604~20190626,【新】电热-30天未浏览美的,新标签人群,无线,京东直投,,,360239,2528,0.70%,6831.14,18.96,2.70,23,20256.10,0.91%,2.97,
20190604~20190626,净水-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,348708,2710,0.78%,6362.92,18.25,2.35,81,144913.50,2.99%,22.77,
20190604~20190626,燃热-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,308892,2428,0.79%,5632.87,18.24,2.32,108,136691.00,4.45%,24.27,
20190604~20190626,【新】净水-美的浏览,新标签人群,无线,京东直投,,,298041,3346,1.12%,12479.52,41.87,3.73,120,145602.00,3.59%,11.67,
20190604~20190626,燃热-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,292568,2814,0.96%,6992.53,23.90,2.48,101,134034.00,3.59%,19.17,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,267723,711,0.27%,1151.31,4.30,1.62,-,-,-,-,
20190604~20190626,【新】电热-美的浏览,新标签人群,无线,京东直投,,,247343,3104,1.25%,10666.63,43.12,3.44,191,186572.00,6.15%,17.49,
20190604~20190626,电热-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,220249,1147,0.52%,2298.91,10.44,2.00,80,82094.00,6.97%,35.71,
20190604~20190626,【新】燃热-30天未浏览美的,新标签人群,无线,京东直投,,,210453,723,0.34%,3391.84,16.12,4.69,3,2886.00,0.41%,0.85,
20190604~20190626,九数618_燃热_类目_高分_无品牌倾向_0619,外部导入人群,无线,京东直投,,,208464,1008,0.48%,5076.80,24.35,5.04,4,4615.00,0.40%,0.91,
20190604~20190626,电热-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,195291,686,0.35%,3234.57,16.56,4.72,12,13857.00,1.75%,4.28,
20190604~20190626,【新】净水-浏览2500-4500竞品价位段,新标签人群,无线,京东直投,,,185562,1176,0.63%,4420.14,23.82,3.76,3,3205.00,0.26%,0.73,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,181642,1150,0.63%,2780.25,15.31,2.42,5,1729.75,0.43%,0.62,
20190604~20190626,电热-30天竞品浏览人群,新标签人群,无线,京东直投,,,180498,503,0.28%,2425.44,13.44,4.82,-,-,-,-,
20190604~20190626,【新】净水-美的浏览,新标签人群,无线,京东直投,,,179566,1264,0.70%,5250.55,29.24,4.15,42,48988.50,3.32%,9.33,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,169738,461,0.27%,630.61,3.72,1.37,3,897.00,0.65%,1.42,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,166215,1002,0.60%,1481.89,8.92,1.48,5,4544.00,0.50%,3.07,
20190604~20190626,净水-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,163948,1285,0.78%,927.96,5.66,0.72,3,4195.00,0.23%,4.52,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,154470,1065,0.69%,1653.39,10.70,1.55,2,1438.00,0.19%,0.87,
20190604~20190626,燃热-高端品牌浏览,新标签人群,无线,京东直投,,,152879,1696,1.11%,5164.36,33.78,3.05,61,97641.00,3.60%,18.91,
20190604~20190626,九数618_燃热_类目_高分_无品牌倾向_0619,外部导入人群,无线,京东直投,,,150571,789,0.52%,4135.85,27.47,5.24,1,849.00,0.13%,0.21,
20190604~20190626,燃热-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,142012,1816,1.28%,1806.82,12.72,0.99,15,17085.00,0.83%,9.46,
20190604~20190626,燃热-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,134140,745,0.56%,2164.03,16.13,2.90,23,22029.00,3.09%,10.18,
20190604~20190626,燃热-30天竞品浏览人群,新标签人群,无线,京东直投,,,133257,345,0.26%,1764.38,13.24,5.11,-,-,-,-,
20190604~20190626,【新】电热-美的浏览,新标签人群,无线,京东直投,,,131202,1483,1.13%,6347.56,48.38,4.28,36,33733.00,2.43%,5.31,
20190604~20190626,电热-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,127119,1361,1.07%,3249.62,25.56,2.39,71,67912.60,5.22%,20.90,
20190604~20190626,九数618_净水_类目_高分_2k_4k_0615,外部导入人群,无线,京东直投,,,120787,1190,0.99%,3416.28,28.28,2.87,28,35030.00,2.35%,10.25,
20190604~20190626,燃热-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,117377,321,0.27%,1520.88,12.96,4.74,2,3598.00,0.62%,2.37,
20190604~20190626,九数_618_净水_类目内_高分段_2k_4k_0619,外部导入人群,无线,京东直投,,,116310,770,0.66%,2512.77,21.60,3.26,5,8262.00,0.65%,3.29,
20190604~20190626,电热-浏览2000-3000竞品价位段,新标签人群,无线,京东直投,,,114732,431,0.38%,2145.60,18.70,4.98,8,9231.00,1.86%,4.30,
20190604~20190626,【新】燃热-美的浏览,新标签人群,无线,京东直投,,,111534,1080,0.97%,5017.33,44.98,4.65,17,24271.00,1.57%,4.84,
20190604~20190626,九数618_燃热_类目_高分_无品牌倾向_0619,外部导入人群,无线,京东直投,,,108266,355,0.33%,1826.27,16.87,5.14,-,-,-,-,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,105655,794,0.75%,1922.18,18.19,2.42,15,16646.00,1.89%,8.66,
20190604~20190626,九数618_燃热_类目_高分_无品牌倾向_0616,外部导入人群,无线,京东直投,,,103660,508,0.49%,2291.56,22.11,4.51,5,5295.00,0.98%,2.31,
20190604~20190626,【新】燃热-美的浏览,新标签人群,无线,京东直投,,,102568,1004,0.98%,3781.90,36.87,3.77,30,38988.00,2.99%,10.31,
20190604~20190626,九数_618_净水_类目内_高分段_美的品牌倾向_0619,外部导入人群,无线,京东直投,,,101291,970,0.96%,4446.00,43.89,4.58,6,4089.00,0.62%,0.92,
20190604~20190626,【新】燃热-美的浏览,新标签人群,无线,京东直投,,,95240,1136,1.19%,3904.75,41.00,3.44,44,56062.00,3.87%,14.36,
20190604~20190626,九数_618_净水_类目内_高分段_无品牌倾向_0619,外部导入人群,无线,京东直投,,,92843,637,0.69%,2509.57,27.03,3.94,1,999.00,0.16%,0.40,
20190604~20190626,【新】净水-浏览2500-4500竞品价位段,新标签人群,无线,京东直投,,,90038,1239,1.38%,1739.07,19.31,1.40,63,79927.00,5.08%,45.96,
20190604~20190626,饮水-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,86238,807,0.94%,927.35,10.75,1.15,5,3125.00,0.62%,3.37,
20190604~20190626,九数618_电热_类目_高分_美的品牌倾向_0615,外部导入人群,无线,京东直投,,,84973,1166,1.37%,3206.01,37.73,2.75,133,123353.00,11.41%,38.48,
20190604~20190626,电热-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,84249,822,0.98%,732.92,8.70,0.89,7,6622.00,0.85%,9.04,
20190604~20190626,【新】燃热-美的浏览,新标签人群,无线,京东直投,,,76468,711,0.93%,2986.35,39.05,4.20,4,7796.00,0.56%,2.61,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,74807,693,0.93%,1013.97,13.55,1.46,9,8230.00,1.30%,8.12,
20190604~20190626,九数_20190605_饮水机_618跨品_干预组,外部导入人群,无线,京东直投,,,73008,166,0.23%,277.57,3.80,1.67,1,899.00,0.60%,3.24,
20190604~20190626,九数618_电热_类目_高分_2k_2.5k_0615,外部导入人群,无线,京东直投,,,71452,408,0.57%,1105.61,15.47,2.71,6,7764.10,1.47%,7.02,
20190604~20190626,九数618_净水_类目_高分_无品牌倾向_0616,外部导入人群,无线,京东直投,,,70303,503,0.72%,2020.29,28.74,4.02,7,11963.00,1.39%,5.92,
20190604~20190626,九数_618_净水_类目内_高分段_2k_4k_0619,外部导入人群,无线,京东直投,,,69450,308,0.44%,995.60,14.34,3.23,-,-,-,-,
20190604~20190626,九数_618_燃热_类目内_高分段_3k以上_0610,外部导入人群,无线,京东直投,,,68953,616,0.89%,1970.59,28.58,3.20,21,45913.65,3.41%,23.30,
20190604~20190626,【新】饮水-1500以上竞品浏览-净饮,新标签人群,无线,京东直投,,,66957,973,1.45%,3546.25,52.96,3.64,17,26680.00,1.75%,7.52,
20190604~20190626,【新】燃热-美的浏览,新标签人群,无线,京东直投,,,66024,446,0.68%,1443.13,21.86,3.24,21,23378.00,4.71%,16.20,
20190604~20190626,九数618_电热_类目_高分_美的品牌倾向_0619,外部导入人群,无线,京东直投,,,65127,565,0.87%,2637.57,40.50,4.67,17,22591.00,3.01%,8.57,
20190604~20190626,九数618_电热_类目_高分_美的品牌倾向_0619,外部导入人群,无线,京东直投,,,64914,550,0.85%,2506.58,38.61,4.56,14,17472.00,2.55%,6.97,
20190604~20190626,【新】净水-浏览2500-4500竞品价位段,新标签人群,无线,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,64542,10575,16.38%,68665.63,1063.89,6.49,1253,1707360.66,11.85%,24.86,
20190604~20190626,【新】饮水-搜索-净饮,新标签人群,无线,京东直投,,,63657,735,1.15%,2535.37,39.83,3.45,3,4685.00,0.41%,1.85,
20190604~20190626,九数618_净水_类目_高分_美的品牌倾向_0615,外部导入人群,无线,京东直投,,,62607,669,1.07%,1764.71,28.19,2.64,47,53604.20,7.03%,30.38,
20190604~20190626,九数_20190609_饮水机_618跨品_干预组,外部导入人群,无线,京东直投,,,60777,150,0.25%,227.79,3.75,1.52,4,3274.00,2.67%,14.37,
20190604~20190626,九数618_净水_类目_高分_2k_4k_0615,外部导入人群,无线,京东直投,,,60408,402,0.67%,1173.09,19.42,2.92,6,6322.00,1.49%,5.39,
20190604~20190626,燃热-意向-行业30日浏览未购买,新标签人群,无线,京东直投,,,60240,300,0.50%,827.01,13.73,2.76,10,9630.00,3.33%,11.64,
20190604~20190626,九数_618_净水_类目内_高分段_美的品牌倾向_0619,外部导入人群,无线,京东直投,,,59421,314,0.53%,1641.98,27.63,5.23,4,4072.00,1.27%,2.48,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,59361,169,0.28%,180.18,3.04,1.07,-,-,-,-,
20190604~20190626,九数618_燃热_类目_高分_美的品牌倾向_0619,外部导入人群,无线,京东直投,,,58104,475,0.82%,2255.40,38.82,4.75,7,8563.00,1.47%,3.80,
20190604~20190626,【新】净水-浏览2500-4500竞品价位段,新标签人群,无线,京东快车(搜索),净水器-(X400S)MRC1686A-400_净水器_单投,搜索-(X400S)-APP,55622,4849,8.72%,37455.26,673.39,7.72,318,503022.90,6.56%,13.43,
20190604~20190626,【新】净水-30天未浏览美的,新标签人群,无线,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,54561,5578,10.22%,43909.76,804.78,7.87,330,417456.15,5.92%,9.51,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,54473,421,0.77%,390.26,7.16,0.93,1,719.00,0.24%,1.84,
20190604~20190626,九数618_燃热_类目_高分_无品牌倾向_0616,外部导入人群,无线,京东直投,,,54028,182,0.34%,946.32,17.52,5.20,6,7894.00,3.30%,8.34,
20190604~20190626,电热-浏览2000-3000竞品价位段,新标签人群,无线,京东直投,,,53718,216,0.40%,1063.87,19.80,4.93,2,1498.00,0.93%,1.41,
20190604~20190626,【新】拉新-DMP-净水跨品类拉新,新标签人群,无线,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,53341,4847,9.09%,30901.12,579.31,6.38,219,286603.15,4.52%,9.27,
20190604~20190626,九数618_燃热_类目_高分_美的品牌倾向_0619,外部导入人群,无线,京东直投,,,49714,375,0.75%,1784.44,35.89,4.76,2,1329.00,0.53%,0.74,
20190604~20190626,九数_618_电热_类目内_高分段_2k_2.5k,外部导入人群,无线,京东直投,,,48202,314,0.65%,177.60,3.68,0.57,-,-,-,-,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,47960,251,0.52%,487.40,10.16,1.94,2,2298.00,0.80%,4.71,
20190604~20190626,九数618_燃热_类目_高分_1.5k_2k_0615,外部导入人群,无线,京东直投,,,43131,278,0.64%,1050.88,24.36,3.78,15,16756.00,5.40%,15.94,
20190604~20190626,九数618_燃热_类目_高分_无品牌倾向_0616,外部导入人群,无线,京东直投,,,41866,235,0.56%,1033.71,24.69,4.40,1,799.00,0.43%,0.77,
20190604~20190626,九数_20190606_净水器_618跨品_干预组,外部导入人群,无线,京东直投,,,41642,99,0.24%,151.00,3.63,1.53,-,-,-,-,
20190604~20190626,【新】拉新-DMP-净水跨品类拉新,新标签人群,无线,京东直投,,,41508,268,0.65%,122.15,2.94,0.46,-,-,-,-,
20190604~20190626,【新】饮水-30天未浏览美的,新标签人群,无线,京东直投,,,39843,457,1.15%,440.13,11.05,0.96,5,2819.80,1.09%,6.41,
20190604~20190626,九数_618_饮水机_类目内_高分段_1.5k_3k,外部导入人群,无线,京东直投,,,39450,465,1.18%,1188.85,30.14,2.56,11,10070.00,2.37%,8.47,
20190604~20190626,默认购买人群,京选人群,无线,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-APP-区域,39415,1537,3.90%,4244.86,107.70,2.76,83,98377.80,5.40%,23.18,
20190604~20190626,九数_618_净水器_类目内_高分段_无品牌倾向,外部导入人群,无线,京东直投,,,37980,395,1.04%,245.58,6.47,0.62,1,999.00,0.25%,4.07,
20190604~20190626,九数618_燃热_类目_高分_美的品牌倾向_0619,外部导入人群,无线,京东直投,,,37591,281,0.75%,1292.68,34.39,4.60,-,-,-,-,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,36447,292,0.80%,652.09,17.89,2.23,1,1298.00,0.34%,1.99,
20190604~20190626,九数_618_饮水_类目内_高分段_1.5k_3k_0606,外部导入人群,无线,京东直投,,,34627,393,1.13%,802.95,23.19,2.04,7,6991.00,1.78%,8.71,
20190604~20190626,【新】净水-浏览2500-4500竞品价位段,新标签人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-电脑,33977,907,2.67%,4039.50,118.89,4.45,119,158647.40,13.12%,39.27,
20190604~20190626,九数_618_饮水_类目内_高分段_1.5k_3k_0609,外部导入人群,无线,京东直投,,,33914,413,1.22%,888.75,26.21,2.15,9,9904.00,2.18%,11.14,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,33718,301,0.89%,485.88,14.41,1.61,11,13966.00,3.65%,28.74,
20190604~20190626,九数618_燃热_类目_高分_美的品牌倾向_0615,外部导入人群,无线,京东直投,,,33600,345,1.03%,1158.65,34.48,3.36,25,29965.00,7.25%,25.86,
20190604~20190626,九数618_燃热_类目_高分_1.5k_2k_0615,外部导入人群,无线,京东直投,,,33076,214,0.65%,866.53,26.20,4.05,7,5055.15,3.27%,5.83,
20190604~20190626,九数618_燃热_类目_高分_美的品牌倾向_0619,外部导入人群,无线,京东直投,,,32790,221,0.67%,1075.65,32.80,4.87,-,-,-,-,
20190604~20190626,九数618_净水_类目_高分_1.5k_2k_0616,外部导入人群,无线,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,31658,8025,25.35%,64360.58,2033.00,8.02,1202,1558920.30,14.98%,24.22,
20190604~20190626,九数618_燃热_类目_高分_美的品牌倾向_0619,外部导入人群,无线,京东直投,,,31198,107,0.34%,418.60,13.42,3.91,2,2898.00,1.87%,6.92,
20190604~20190626,九数618_燃热_类目_高分_1.5k_2k_0619,外部导入人群,无线,京东直投,,,31158,154,0.49%,648.34,20.81,4.21,2,2598.00,1.30%,4.01,
20190604~20190626,九数618_净水_类目_高分_无品牌倾向_0616,外部导入人群,无线,京东直投,,,30912,156,0.50%,673.56,21.79,4.32,6,8933.00,3.85%,13.26,
20190604~20190626,燃热-价位段-1699-2199竞品浏览,新标签人群,无线,京东直投,,,30829,140,0.45%,674.48,21.88,4.82,-,-,-,-,
20190604~20190626,九数_618_饮水机_类目内_高分段_无品牌倾向,外部导入人群,无线,京东直投,,,30800,253,0.82%,297.51,9.66,1.18,-,-,-,-,
20190604~20190626,【新】饮水-搜索-净饮,新标签人群,PC,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-(JT100)-电脑,30663,290,0.95%,1460.64,47.64,5.04,12,19131.00,4.14%,13.10,
20190604~20190626,九数_618_燃热_类目内_高分段_3k以上_0610,外部导入人群,无线,京东直投,,,30339,221,0.73%,739.72,24.38,3.35,6,11094.00,2.71%,15.00,
20190604~20190626,九数618_燃热_类目_高分_1.5k_2k_0615,外部导入人群,无线,京东直投,,,30161,150,0.50%,668.71,22.17,4.46,4,4035.00,2.67%,6.03,
20190604~20190626,【新】净水-浏览2500-4500竞品价位段,新标签人群,PC,京东快车(搜索),净水器-(X400S)MRC1686A-400_净水器_单投,搜索-(X400S)-电脑,28698,454,1.58%,2555.34,89.04,5.63,12,20047.00,2.64%,7.85,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,28672,122,0.43%,264.30,9.22,2.17,-,-,-,-,
20190604~20190626,九数618_净水_类目_高分_美的品牌倾向_0616,外部导入人群,无线,京东直投,,,28463,269,0.95%,1066.13,37.46,3.96,12,12478.45,4.46%,11.70,
20190604~20190626,燃热-价位段-1699-2199竞品浏览,新标签人群,无线,京东直投,,,27518,200,0.73%,832.60,30.26,4.16,6,6933.00,3.00%,8.33,
20190604~20190626,九数618_燃热_类目_高分_1.5k_2k_0619,外部导入人群,无线,京东直投,,,27206,115,0.42%,604.68,22.23,5.26,3,2235.00,2.61%,3.70,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,26957,157,0.58%,412.08,15.29,2.62,6,5154.15,3.82%,12.51,
20190604~20190626,九数_618_电热__类目内_高分段_无品牌倾向,外部导入人群,无线,京东直投,,,26950,258,0.96%,142.67,5.29,0.55,-,-,-,-,
20190604~20190626,九数_618_饮水_类目内_高分段_无品牌倾向_0606,外部导入人群,无线,京东直投,,,26819,73,0.27%,139.51,5.20,1.91,1,1040.00,1.37%,7.45,
20190604~20190626,净水-意向-行业30日浏览未购买,新标签人群,无线,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,26763,2863,10.70%,10813.65,404.05,3.78,319,416199.90,11.14%,38.49,
20190604~20190626,【新】饮水-美的浏览,新标签人群,无线,京东直投,,,26356,331,1.26%,492.70,18.69,1.49,5,3779.40,1.51%,7.67,
20190604~20190626,九数618_燃热_类目_高分_1.5k_2k_0619,外部导入人群,无线,京东直投,,,26258,130,0.50%,527.99,20.11,4.06,1,1999.00,0.77%,3.79,
20190604~20190626,九数_20190603_饮水机_618跨品_干预组,外部导入人群,无线,京东直投,,,26245,86,0.33%,87.62,3.34,1.02,1,899.00,1.16%,10.26,
20190604~20190626,燃热-价位段-1699-2199竞品浏览,新标签人群,无线,京东直投,,,26174,243,0.93%,972.03,37.14,4.00,5,6144.00,2.06%,6.32,
20190604~20190626,九数618_燃热_类目_高分_美的品牌倾向_0615,外部导入人群,无线,京东直投,,,25828,253,0.98%,820.50,31.77,3.24,16,22632.00,6.32%,27.58,
20190604~20190626,九数618_燃热_类目_高分_1.5k_2k_0619,外部导入人群,无线,京东直投,,,25772,84,0.33%,447.10,17.35,5.32,-,-,-,-,
20190604~20190626,九数618_燃热_类目_高分_1.5k_2k_0616,外部导入人群,无线,京东直投,,,23987,90,0.38%,416.77,17.37,4.63,-,-,-,-,
20190604~20190626,九数_618_净水器_类目内_高分段_2k_4k,外部导入人群,无线,京东直投,,,23443,309,1.32%,171.75,7.33,0.56,1,499.00,0.32%,2.91,
20190604~20190626,九数618_燃热_类目_高分_美的品牌倾向_0616,外部导入人群,无线,京东直投,,,23001,203,0.88%,846.01,36.78,4.17,5,5995.00,2.46%,7.09,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,22834,167,0.73%,181.21,7.94,1.09,1,599.00,0.60%,3.31,
20190604~20190626,九数618_电热_类目_高分_美的品牌倾向_0616,外部导入人群,无线,京东直投,,,21973,254,1.16%,884.20,40.24,3.48,19,19920.00,7.48%,22.53,
20190604~20190626,【新】钻石会员+高级白领,新标签人群,无线,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-APP-区域,21867,1123,5.14%,3387.73,154.92,3.02,52,58212.85,4.63%,17.18,
20190604~20190626,九数_20190609_净水器_618跨品_干预组,外部导入人群,无线,京东直投,,,21745,81,0.37%,80.89,3.72,1.00,-,-,-,-,
20190604~20190626,九数_618_燃热__类目内_高分段_无品牌倾向,外部导入人群,无线,京东直投,,,21284,163,0.77%,93.55,4.40,0.57,-,-,-,-,
20190604~20190626,【新】饮水-1500以上竞品浏览-净饮,新标签人群,PC,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-(JT100)-电脑,21260,394,1.85%,2169.94,102.07,5.51,14,20528.00,3.55%,9.46,
20190604~20190626,电热-竞品浏览-海尔,新标签人群,无线,京东快车(搜索),电热-F6030-A7S_电热水器_单投,搜索-APP-正常,21093,2330,11.05%,13428.19,636.62,5.76,298,338160.00,12.79%,25.18,
20190604~20190626,九数_618_燃热_类目内_高分段_无品牌倾向_0610,外部导入人群,无线,京东直投,,,21050,85,0.40%,141.06,6.70,1.66,-,-,-,-,
20190604~20190626,九数_20190605_净水器_618跨品_干预组,外部导入人群,无线,京东直投,,,20773,57,0.27%,54.83,2.64,0.96,-,-,-,-,
20190604~20190626,九数618_净水_类目_高分_无品牌倾向_0615,外部导入人群,无线,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,20762,3668,17.67%,33307.13,1604.24,9.08,431,549313.85,11.75%,16.49,
20190604~20190626,九数_618_净水_类目内_高分段_无品牌倾向_0610,外部导入人群,无线,京东直投,,,20543,198,0.96%,735.65,35.81,3.72,15,24303.00,7.58%,33.04,
20190604~20190626,九数_618_燃热_类目内_高分段_3k以上,外部导入人群,无线,京东直投,,,20096,276,1.37%,515.01,25.63,1.87,9,20791.00,3.26%,40.37,
20190604~20190626,智能定向人群-视觉定向,智能定向,无线,京东直投,,,20077,100,0.50%,175.40,8.74,1.75,1,999.00,1.00%,5.70,
20190604~20190626,九数_618_燃热_类目内_高分段_无品牌倾向_0610,外部导入人群,无线,京东直投,,,19840,161,0.81%,473.10,23.85,2.94,2,2448.00,1.24%,5.17,
20190604~20190626,九数618_燃热_类目_高分_美的品牌倾向_0616,外部导入人群,无线,京东直投,,,19273,177,0.92%,736.92,38.24,4.16,8,12887.00,4.52%,17.49,
20190604~20190626,九数618_燃热_类目_高分_1.5k_2k_0616,外部导入人群,无线,京东直投,,,19271,131,0.68%,549.51,28.51,4.19,4,6296.00,3.05%,11.46,
20190604~20190626,默认浏览人群,京选人群,无线,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-(JT100)-APP,19156,365,1.91%,718.31,37.50,1.97,15,17189.15,4.11%,23.93,
