时间,人群名称,人群类型,推广设备,产品线,计划,单元,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,总订单行,总订单金额,转化率,ROI,
20190604~20190626,【新】饮水-30加购-竞品品类,新标签人群,无线,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-(JT100)-电脑,10,-,-,-,-,-,-,-,-,-,
20190604~20190626,默认浏览人群,京选人群,PC,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-(JT100)-APP,10,-,-,-,-,-,-,-,-,-,
20190604~20190626,燃热-浏览2000-3000竞品价位段,新标签人群,无线,京东快车(搜索),燃热-JSQ30-G3S_燃气热水器_单投,搜索-电脑,10,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数618_燃热_类目_高分_1.5k_2k_0616,外部导入人群,PC,京东快车(搜索),燃热-JSQ30-G6_燃气热水器_单投,搜索-JSQ30-G6-APP,10,1,10.00%,0.11,11.00,0.11,-,-,-,-,
20190604~20190626,净水-加购2500-4500竞品价位段,新标签人群,PC,京东快车(搜索),前置-Q5_净水器_单投,搜索-QZBW20S-5电脑,9,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_燃热_类目内_高分段_3k以上_0605,外部导入人群,PC,京东快车(搜索),燃热-JSQ30-GTS_燃气热水器_单投,搜索-APP,9,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190609_电热_618跨品_干预组,外部导入人群,PC,京东快车(搜索),电热-F6030-A7S_电热水器_单投,搜索-APP-正常,9,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190610_电热_618跨品_干预组,外部导入人群,PC,京东快车(搜索),电热-F6030-A7S_电热水器_单投,搜索-APP-正常,9,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_净水_类目内_高分段_无品牌倾向_0619,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,9,1,11.11%,0.21,23.33,0.21,1,1588.00,100.00%,7561.90,
20190604~20190626,【新】购买力-土豪,新标签人群,PC,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-(JT100)-APP,9,1,11.11%,0.11,12.22,0.11,-,-,-,-,
20190604~20190626,燃热-加购2000-3000竞品价位段,新标签人群,PC,京东快车(搜索),燃热-JSQ30-G6_燃气热水器_单投,搜索-JSQ30-G6-电脑,9,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190617_电热_618跨品_干预组,外部导入人群,PC,京东快车(搜索),电热-F6030-A7S_电热水器_单投,搜索-APP-正常,8,-,-,-,-,-,-,-,-,-,
20190604~20190626,电热-意向-行业30日浏览未购买,新标签人群,PC,京东快车(搜索),电热-F6030-DL1_电热水器_单投,搜索-F6030-DL1-APP,8,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_电热_类目内_高分段_2.5k_3k_0605,外部导入人群,无线,京东直投,,,8,-,-,-,-,-,-,-,-,-,
20190604~20190626,燃热-浏览2000-3000竞品价位段,新标签人群,PC,京东快车(搜索),燃热-JSQ30-GS6_燃气热水器_单投,搜索-APP,8,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190615_燃热_618跨品_对照组,外部导入人群,PC,京东快车(搜索),燃热-JSQ27-WD7_燃气热水器_单投,搜索-APP-正常,8,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】电热-30天未浏览美的,新标签人群,PC,京东快车(搜索),电热-F6030-DL1_电热水器_单投,搜索-F6030-DL1-APP,8,1,12.50%,0.10,12.50,0.10,-,-,-,-,
20190604~20190626,九数_20190616_电热_618跨品_对照组,外部导入人群,无线,京东快车(搜索),燃热-JSQ25-DL3 _燃气热水器,搜索-APP,7,1,14.29%,6.58,940.00,6.58,2,3298.00,200.00%,501.22,
20190604~20190626,九数_20190616_电热_618跨品_干预组,外部导入人群,无线,京东快车(搜索),燃热-JSQ25-DL3 _燃气热水器,搜索-APP,7,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190605_电热_618跨品_干预组,外部导入人群,PC,京东快车(搜索),电热-F6030-A7S_电热水器_单投,搜索-APP-正常,7,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190609_燃热_618跨品_干预组,外部导入人群,PC,京东快车(搜索),燃热-JSQ27-WD7_燃气热水器_单投,搜索-APP-正常,7,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_净水_类目内_高分段_无品牌倾向_0609,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,7,-,-,-,-,-,-,-,-,-,
20190604~20190626,电热-竞品浏览-史密斯,新标签人群,PC,京东快车(搜索),电热-F6030-A10(升级)_电热水器_单投,搜索-F6030-A10(升级)-APP,7,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190617_电热_618跨品_对照组,外部导入人群,PC,京东快车(搜索),电热-F6030-A7S_电热水器_单投,搜索-APP-正常,7,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190609_燃热_618跨品_对照组,外部导入人群,PC,京东快车(搜索),燃热-JSQ27-WD7_燃气热水器_单投,搜索-APP-正常,7,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190616_净水器_618跨品_对照组,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,6,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190616_电热_618跨品_干预组,外部导入人群,PC,京东快车(搜索),电热-F6030-A7S_电热水器_单投,搜索-APP-正常,6,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190605_电热_618跨品_对照组,外部导入人群,PC,京东快车(搜索),电热-F6030-A7S_电热水器_单投,搜索-APP-正常,6,1,16.67%,0.91,151.67,0.91,-,-,-,-,
20190604~20190626,九数_20190619_净水器_618跨品_对照组,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,6,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_净水_类目内_高分段_1k_1.5k_0619,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,6,-,-,-,-,-,-,-,-,-,
20190604~20190626,燃热-加购2000-3000竞品价位段,新标签人群,无线,京东快车(搜索),燃热-JSQ30-G6_燃气热水器_单投,搜索-JSQ30-G6-电脑,6,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数618_燃热_类目_高分_1.5k_2k_0618,外部导入人群,PC,京东快车(搜索),燃热-JSQ30-G6_燃气热水器_单投,搜索-JSQ30-G6-APP,6,1,16.67%,0.11,18.33,0.11,2,2996.00,200.00%,27236.36,
20190604~20190626,【新】燃热-DL3竞品关注人群,新标签人群,无线,京东快车(搜索),燃热-JSQ25-DL3 _燃气热水器,搜索-APP,6,3,50.00%,27.45,4575.00,9.15,-,-,-,-,
20190604~20190626,九数_20190607_燃热_618跨品_干预组,外部导入人群,PC,京东快车(搜索),燃热-JSQ27-WD7_燃气热水器_单投,搜索-APP-正常,6,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_净水_类目内_高分段_无品牌倾向_0610,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,5,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】【J400】30加购小米,新标签人群,无线,京东快车(搜索),净水器-（F1）MRO1990-100G_净水器_单投,搜索-（F1）- 电脑,5,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190609_电热_618跨品_对照组,外部导入人群,PC,京东快车(搜索),电热-F6030-A7S_电热水器_单投,搜索-APP-正常,5,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190605_电热_618跨品_对照组,外部导入人群,PC,京东快车(搜索),燃热-JSQ27-WD7_燃气热水器_单投,搜索-APP-正常,5,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190607_净水器_618跨品_干预组,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,5,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_净水_类目内_高分段_2k_4k_0609,外部导入人群,PC,京东快车(搜索),净水器-(X400S)MRC1686A-400_净水器_单投,搜索-(X400S)-APP,4,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】饮水-加购-1600-3000元竞品sku,新标签人群,PC,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-APP-长尾核心,4,1,25.00%,0.11,27.50,0.11,-,-,-,-,
20190604~20190626,【新】拉新-DMP-热水器跨品类拉新,新标签人群,PC,京东快车(搜索),燃热-JSQ25-DL3 _燃气热水器,搜索-APP,4,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_净水_类目内_高分段_2k_4k_0607,外部导入人群,PC,京东快车(搜索),净水器-(X400S)MRC1686A-400_净水器_单投,搜索-(X400S)-APP,4,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】饮水-加购-1600-3000元竞品sku,新标签人群,无线,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-(JT100)-电脑,4,-,-,-,-,-,-,-,-,-,
20190604~20190626,默认购买人群,京选人群,PC,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-APP-长尾核心,4,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】燃热-30天未浏览美的,新标签人群,PC,京东快车(搜索),燃热-JSQ25-DL3 _燃气热水器,搜索-APP,4,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_饮水_类目内_高分段_6h_1.5k_0619,外部导入人群,PC,京东快车(搜索),饮水-MYR827S-W_饮水机_单投,搜索-APP,4,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190609_净水器_618跨品_干预组,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,4,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_电热_类目内_高分段_2.5k_3k_0607,外部导入人群,PC,京东快车(搜索),电热-F6030-A9_电热水器_单投,搜索-F6030-A9-APP,4,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190610_净水器_618跨品_对照组,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,4,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190605_净水器_618跨品_干预组,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,3,-,-,-,-,-,-,-,-,-,
20190604~20190626,电热-竞品加购-海尔,新标签人群,PC,京东快车(搜索),电热-F6030-A9_电热水器_单投,搜索-F6030-A9-APP,3,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190616_净水器_618跨品_干预组,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,3,-,-,-,-,-,-,-,-,-,
20190604~20190626,电热-竞品搜索-海尔,新标签人群,PC,京东快车(搜索),电热-F6030-A9_电热水器_单投,搜索-F6030-A9-APP,3,-,-,-,-,-,-,-,-,-,
20190604~20190626,燃热-加购2000-3000竞品价位段,新标签人群,PC,京东快车(搜索),燃热-JSQ30-G3S_燃气热水器_单投,搜索-APP,3,1,33.33%,1.71,570.00,1.71,-,-,-,-,
20190604~20190626,九数618_燃热_类目_高分_1.5k_2k_0616,外部导入人群,PC,京东快车(搜索),燃热-JSQ27-WD7_燃气热水器_单投,搜索-卡位-8-9,3,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190615_电热_618跨品_对照组,外部导入人群,PC,京东快车(搜索),电热-F6030-A7S_电热水器_单投,搜索-APP-正常,3,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数618_净水_类目_高分_2k_4k_0616,外部导入人群,PC,京东快车(搜索),净水器-(X400S)MRC1686A-400_净水器_单投,搜索-(X400S)-APP,3,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190606_燃热_618跨品_干预组,外部导入人群,PC,京东快车(搜索),燃热-JSQ27-WD7_燃气热水器_单投,搜索-APP-正常,3,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】饮水-加购-1600-3000元竞品sku,新标签人群,PC,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-(JT100)-APP,3,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_饮水_类目内_高分段_无品牌倾向_0611,外部导入人群,PC,京东快车(搜索),饮水-MYD827S-W_饮水机_单投,搜索-APP,3,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】拉新-DMP-饮水机品类拉新,新标签人群,PC,京东快车(搜索),饮水-MYD827S-W_饮水机_单投,搜索-APP,3,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_净水_类目内_高分段_无品牌倾向_0607,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,3,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】燃热-DL3竞品浏览人群,新标签人群,PC,京东快车(搜索),燃热-JSQ25-DL3 _燃气热水器,搜索-APP,3,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数618_电热_类目_高分_无品牌倾向_0619,外部导入人群,PC,京东快车(搜索),电热-F6030-DL1_电热水器_单投,搜索-F6030-DL1-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190607_净水器_618跨品_对照组,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,燃热-浏览2000-3000竞品价位段,新标签人群,PC,京东快车(搜索),燃热-JSQ30-G3S_燃气热水器_单投,搜索-卡位-APP-11-12,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190607_电热_618跨品_对照组,外部导入人群,PC,京东快车(搜索),电热-F6030-DL1_电热水器_单投,搜索-F6030-DL1-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_饮水_类目内_高分段_1.5k_3k_0619,外部导入人群,PC,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-(JT100)-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】拉新-DMP-热水器跨品类拉新,新标签人群,PC,京东快车(搜索),电热-F6030-DL1_电热水器_单投,搜索-F6030-DL1-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190615_净水器_618跨品_对照组,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190615_净水器_618跨品_干预组,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190619_电热_618跨品_对照组,外部导入人群,PC,京东快车(搜索),电热-F6030-DL1_电热水器_单投,搜索-F6030-DL1-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】燃热-HT5竞品人群,新标签人群,PC,京东快车(搜索),燃热-JSQ30-HT5_燃气热水器_单投,搜索-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】母婴人群-怀孕~宝宝12月,新标签人群,PC,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-(JT100)-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数618_电热_类目_高分_1k_1.5k_0619,外部导入人群,PC,京东快车(搜索),电热-F6030-DL1_电热水器_单投,搜索-F6030-DL1-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190619_净水器_618跨品_干预组,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数618_电热_类目_高分_1k_1.5k_0618,外部导入人群,PC,京东快车(搜索),电热-F6030-DL1_电热水器_单投,搜索-F6030-DL1-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数618_燃热_类目_高分_1k_1.5k_0616,外部导入人群,PC,京东快车(搜索),燃热-JSQ25-DL3 _燃气热水器,搜索-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_电热_类目内_高分段_2.5k_3k_0606,外部导入人群,PC,京东快车(搜索),电热-F6030-A9_电热水器_单投,搜索-F6030-A9-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_饮水_类目内_高分段_6h_1.5k_0618,外部导入人群,PC,京东快车(搜索),饮水-MYR827S-W_饮水机_单投,搜索-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数618_燃热_类目_高分_无品牌倾向_0615,外部导入人群,PC,京东快车(搜索),燃热-JSQ25-DL3 _燃气热水器,搜索-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_饮水_类目内_高分段_6h_1.5k_0619,外部导入人群,PC,京东快车(搜索),饮水-MYD827S-W_饮水机_单投,搜索-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190606_燃热_618跨品_对照组,外部导入人群,PC,京东快车(搜索),燃热-JSQ27-WD7_燃气热水器_单投,搜索-APP-正常,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】电热-1-1.5k价位段浏览,新标签人群,PC,京东快车(搜索),电热-F6030-DL1_电热水器_单投,搜索-F6030-DL1-APP,2,1,50.00%,0.13,65.00,0.13,-,-,-,-,
20190604~20190626,【新】饮水-6h-1.5k价位段浏览,新标签人群,PC,京东快车(搜索),饮水-MYR827S-W_饮水机_单投,搜索-APP,2,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数618_燃热_类目_高分_无品牌倾向_0616,外部导入人群,PC,京东快车(搜索),燃热-JSQ25-DL3 _燃气热水器,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190616_电热_618跨品_对照组,外部导入人群,PC,京东快车(搜索),燃热-JSQ27-WD7_燃气热水器_单投,搜索-卡位-8-9,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190605_电热_618跨品_对照组,外部导入人群,PC,京东快车(搜索),电热-F6030-DL1_电热水器_单投,搜索-F6030-DL1-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_饮水_类目内_高分段_无品牌倾向_0619,外部导入人群,PC,京东快车(搜索),饮水-MYD827S-W_饮水机_单投,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_净水_类目内_高分段_2k_4k_0605,外部导入人群,PC,京东快车(搜索),净水器-(X400S)MRC1686A-400_净水器_单投,搜索-(X400S)-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190609_净水器_618跨品_对照组,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,电热-竞品搜索-史密斯,新标签人群,PC,京东快车(搜索),电热-F6030-A9_电热水器_单投,搜索-F6030-A9-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】企业用户,新标签人群,PC,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-(JT100)-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】燃热-1-1.5k价位段浏览,新标签人群,PC,京东快车(搜索),燃热-JSQ25-DL3 _燃气热水器,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数618_饮水_类目_高分_6h_1.5k_0616,外部导入人群,PC,京东快车(搜索),饮水-MYD827S-W_饮水机_单投,搜索-APP,1,1,100.00%,0.11,110.00,0.11,-,-,-,-,
20190604~20190626,九数_20190606_净水器_618跨品_干预组,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】饮水-6h-1.5k价位段浏览,新标签人群,PC,京东快车(搜索),饮水-MYD827S-W_饮水机_单投,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】【J400】30加购小米,新标签人群,PC,京东快车(搜索),净水器-（F1）MRO1990-100G_净水器_单投,搜索-（F1）-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190615_电热_618跨品_干预组,外部导入人群,PC,京东快车(搜索),电热-F6030-A7S_电热水器_单投,搜索-APP-正常,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_618_燃热_类目内_高分段_3k以上_0606,外部导入人群,PC,京东快车(搜索),燃热-JSQ30-GTS_燃气热水器_单投,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190608_饮水机_618跨品_对照组_,外部导入人群,PC,京东快车(搜索),饮水-MYD827S-W_饮水机_单投,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190610_饮水机_618跨品_干预组,外部导入人群,PC,京东快车(搜索),饮水-MYD827S-W_饮水机_单投,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,近30天内加购、加关注所选种子商品的人群,定向推荐人群,PC,京东快车(搜索),燃热-JSQ30-HT5_燃气热水器_单投,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】饮水-2个月关注-竞品类目,新标签人群,无线,京东快车(搜索),饮水-(JT100)JR1857S-NF_饮水机_单投,搜索-(JT100)-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190607_燃热_618跨品_对照组,外部导入人群,PC,京东快车(搜索),燃热-JSQ27-WD7_燃气热水器_单投,搜索-APP-正常,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,净水-加购2500-4500竞品价位段,新标签人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,饮水-意向-行业30日浏览未购买,新标签人群,PC,京东快车(搜索),饮水-MYD827S-W_饮水机_单投,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190610_燃热_618跨品_对照组,外部导入人群,PC,京东快车(搜索),燃热-JSQ25-DL3 _燃气热水器,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】【J400】搜索小米,新标签人群,PC,京东快车(搜索),净水器-(J400)MRO1891B-400G_净水器_单投,推荐-(J400),1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190605_电热_618跨品_干预组,外部导入人群,PC,京东快车(搜索),燃热-JSQ27-WD7_燃气热水器_单投,搜索-APP-正常,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】净水-浏览2500-4500竞品价位段,新标签人群,PC,京东快车(搜索),前置-Q5_净水器_单投,搜索-QZBW20S-5,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,【新】【J400】搜索小米,新标签人群,无线,京东快车(搜索),净水器-（F1）MRO1990-100G_净水器_单投,搜索-（F1）- 电脑,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190615_燃热_618跨品_对照组,外部导入人群,PC,京东快车(搜索),燃热-JSQ25-DL3 _燃气热水器,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190619_电热_618跨品_干预组,外部导入人群,PC,京东快车(搜索),电热-F6030-DL1_电热水器_单投,搜索-F6030-DL1-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190608_净水器_618跨品_干预组,外部导入人群,PC,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190619_饮水机_618跨品_干预组,外部导入人群,PC,京东快车(搜索),饮水-MYD827S-W_饮水机_单投,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数618_饮水_类目_高分_无品牌倾向_0615,外部导入人群,PC,京东快车(搜索),饮水-MYD827S-W_饮水机_单投,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,九数_20190609_燃热_618跨品_对照组,外部导入人群,PC,京东快车(搜索),燃热-JSQ25-DL3 _燃气热水器,搜索-APP,1,-,-,-,-,-,-,-,-,-,
20190604~20190626,电热-竞品浏览-史密斯,新标签人群,无线,京东快车(搜索),电热-F6030-A9_电热水器_单投,搜索-卡位-APP-0-1,-,-,-,-,-,-,3,3486.00,-,-,
20190604~20190626,【新】净水-浏览2500-4500竞品价位段,新标签人群,无线,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP-卡位-0-1,-,-,-,-,-,-,2,2297.00,-,-,
20190604~20190626,【新】净水-浏览2500-4500竞品价位段,新标签人群,无线,京东快车(搜索),净水器-J600_净水器_单投,搜索-APP-卡位-11-12,-,-,-,-,-,-,3,5695.00,-,-,
20190604~20190626,电热-竞品浏览-海尔,新标签人群,无线,京东快车(搜索),电热-F6030-A9_电热水器_单投,搜索-卡位-APP-0-1,-,-,-,-,-,-,3,3486.00,-,-,
20190604~20190626,九数0525_燃热_50万,外部导入人群,无线,京东直投,,,-,-,-,-,-,-,4,4696.00,-,-,
20190604~20190626,电热-竞品浏览-海尔,新标签人群,无线,京东快车(搜索),电热-F6030-A7S_电热水器_单投,搜索-卡位-10-11,-,-,-,-,-,-,4,3690.00,-,-,
20190604~20190626,九数0525_燃热_50万,外部导入人群,无线,京东直投,,,-,-,-,-,-,-,1,508.50,-,-,
20190604~20190626,九数0525_电热_50万,外部导入人群,无线,京东直投,,,-,-,-,-,-,-,18,13325.00,-,-,
20190604~20190626,燃热-价位段-1699-2199竞品浏览,新标签人群,无线,京东快车(搜索),燃热-JSQ27-WD7_燃气热水器_单投,搜索-卡位,-,-,-,-,-,-,1,1298.00,-,-,
20190604~20190626,燃热-加购2000-3000竞品价位段,新标签人群,PC,京东快车(搜索),燃热-JSQ30-G3S_燃气热水器_单投,搜索-卡位-APP-7-8,-,1,-,2.21,-,2.21,-,-,-,-,
