user_nick,crow_name,f_type,f_device,f_product_line,f_campaign,f_group,f_impression,f_click,f_click_rate,cost,ecpm,cpc,order_cnt,order_amt,cvr,roi
midea0bx3,九数618_冰箱_类目_高分_3k_3.5k_0616,外部导入人群,无线,京东直投,,,2037,10,0.49%,12.41,6.09,1.24,1,2998,10.00%,241.58
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0607,外部导入人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,2006,166,8.28%,378.17,188.52,2.28,6,19494,3.61%,51.55
midea0bx3,自定义0烟机0方太核心意向,标签人群,无线,京东快车(搜索),冰箱0对开门0639_冰箱_单投,冰箱0639WKPZM,2003,132,6.59%,204.49,102.09,1.55,4,19396,3.03%,94.85
midea0bx3,搜索0美的,标签人群,PC,京东快车(搜索),冷柜0200_冷柜/冰吧_单投,冷柜0200VM(E),2001,25,1.25%,70.05,35.01,2.8,21,55981,84.00%,799.16
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0608,外部导入人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,1996,166,8.32%,402.93,201.87,2.43,11,35389,6.63%,87.83
midea0bx3,【新】DMP030天跨品类拉新,新标签人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,1980,106,5.35%,368.86,186.29,3.48,10,32790,9.43%,88.9
midea0bx3,智能定向人群0视觉定向,智能定向,无线,京东直投,,,1949,13,0.67%,31.93,16.38,2.46,0,0,0,0
midea0bx3,【新】DMP030天跨品类拉新,新标签人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,1925,28,1.45%,54.15,28.13,1.93,0,0,0,0
midea0bx3,男026到450高级白领及以上,标签人群,PC,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM,1918,7,0.36%,13.64,7.11,1.95,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0609,外部导入人群,无线,京东直投,,,1914,33,1.72%,37.19,19.43,1.13,0,0,0,0
midea0bx3,自定义0美的0全品类意向,标签人群,无线,京东快车(搜索),冷柜0230_冷柜/冰吧_单投,冷柜0230GM,1913,78,4.08%,389.03,203.36,4.99,6,9094,7.69%,23.38
midea0bx3,自定义0洗衣机0统帅核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0426_冰箱_单投,冰箱0426WTPM,1910,66,3.46%,199.95,104.69,3.03,0,0,0,0
midea0bx3,自定义0洗衣机0松下核心意向,标签人群,PC,京东快车(搜索),冰箱0三门0228P_冰箱_单投,冰箱0228WTPZM,1909,14,0.73%,41.11,21.53,2.94,4,17636,28.57%,429
midea0bx3,【新】再营销0未购买,新标签人群,无线,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM0新增词,1900,167,8.79%,427.91,225.22,2.56,18,58411,10.78%,136.5
midea0bx3,【新】再营销人群,新标签人群,PC,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM0新增词,1894,36,1.90%,87.54,46.22,2.43,9,15938,25.00%,182.07
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0605,外部导入人群,无线,京东直投,,,1885,26,1.38%,32.29,17.13,1.24,0,0,0,0
midea0bx3,自定义0洗衣机0TCL核心意向,标签人群,无线,京东快车(搜索),冰箱0对开门0525_冰箱_单投,冰箱0525WKPZM,1884,105,5.57%,417.89,221.81,3.98,2,5798,1.90%,13.87
midea0bx3,【新】近半年购买美的空调+冰箱未购买,新标签人群,无线,品牌聚效,冰箱_联合活动投放,614联合0APP BANNER,1882,10,0.53%,83.82,44.54,8.38,0,0,0,0
midea0bx3,自定义0洗衣机0松下核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,1880,97,5.16%,409.08,217.6,4.22,6,14696,6.19%,35.92
midea0bx3,搜索0美的,标签人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,1875,52,2.77%,110.8,59.09,2.13,5,15695,9.62%,141.65
midea0bx3,自定义0洗衣机0统帅核心意向,标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),1870,44,2.35%,134.11,71.72,3.05,1,2799,2.27%,20.87
midea0bx3,【新】冰箱0竞品词搜索,新标签人群,PC,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM,1852,3,0.16%,3.57,1.93,1.19,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0606,外部导入人群,无线,京东直投,,,1829,22,1.20%,29.68,16.23,1.35,0,0,0,0
midea0bx3,电热水器0万和核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0426_冰箱_单投,冰箱0426WTPM,1822,42,2.31%,137.76,75.61,3.28,3,11297,7.14%,82
midea0bx3,【新】会买专辑0家电家装家具,新标签人群,无线,京东快车(搜索),冰箱0多门0318_冰箱_单投,冰箱0318WTPZM,1816,117,6.44%,207.73,114.39,1.78,8,22591,6.84%,108.75
midea0bx3,【新】冰箱0竞品词搜索,新标签人群,无线,京东快车(搜索),冰箱0三门0258P_冰箱_单投,冰箱0258WTPZM,1809,73,4.04%,160.95,88.97,2.2,10,22890,13.70%,142.22
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0610,外部导入人群,无线,京东直投,,,1802,15,0.83%,14.09,7.82,0.94,0,0,0,0
midea0bx3,【新】近半年购买美的洗衣机+冰箱未购买,新标签人群,无线,品牌聚效,京选店铺_冰箱,日常0京选店铺,1800,68,3.78%,405.61,225.34,5.96,7,16386,10.29%,40.4
midea0bx3,电热水器0万和核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,1791,102,5.70%,432.09,241.26,4.24,26,73674,25.49%,170.51
midea0bx3,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),店铺推广,腰部广告,1778,48,2.70%,167.22,94.05,3.48,2,5798,4.17%,34.67
midea0bx3,搜索0美的,标签人群,PC,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,1766,25,1.42%,39.31,22.26,1.57,3,9796,12.00%,249.2
midea0bx3,智能定向人群0视觉定向,智能定向,无线,京东直投,,,1763,12,0.68%,24.41,13.85,2.03,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0604,外部导入人群,无线,京东直投,,,1755,8,0.46%,5.88,3.35,0.74,0,0,0,0
midea0bx3,自定义0洗衣机0海尔核心意向,标签人群,无线,京东快车(搜索),冰箱0三门0260_冰箱_单投,冰箱0260WTPZM(E),1754,46,2.62%,103.23,58.85,2.24,2,4698,4.35%,45.51
midea0bx3,自定义0洗衣机0统帅核心意向,标签人群,PC,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,1753,22,1.25%,46.41,26.47,2.11,22,48937,100.00%,1054.45
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0617,外部导入人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,1748,33,1.89%,106.81,61.1,3.24,4,12696,12.12%,118.87
midea0bx3,九数_618_冰箱_类目内_高分段_无品牌倾向_0605,外部导入人群,无线,京东直投,,,1738,11,0.63%,8.8,5.06,0.8,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0617,外部导入人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,1732,34,1.96%,105.81,61.09,3.11,3,9397,8.82%,88.81
midea0bx3,九数618_冰箱_类目_高分_4k以上_0616,外部导入人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,1729,13,0.75%,43.47,25.14,3.34,2,7898,15.38%,181.69
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0607,外部导入人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,1716,148,8.62%,341.57,199.05,2.31,7,22193,4.73%,64.97
midea0bx3,【新】农民0有房0中高消费水平,新标签人群,PC,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM,1695,8,0.47%,15.29,9.02,1.91,0,0,0,0
midea0bx3,【新】冰箱0TOP50加购未购,新标签人群,无线,品牌聚效,冰箱_联合活动投放,614联合0APP BANNER,1688,7,0.41%,114.63,67.91,16.38,0,0,0,0
midea0bx3,自定义0空调0TCL核心意向,标签人群,PC,京东快车(搜索),冰箱0三门0260_冰箱_单投,冰箱0260WTPZM(E),1671,15,0.90%,39.14,23.42,2.61,21,54911,140.00%,1402.94
midea0bx3,【新】冰箱0TOP50加购未购,新标签人群,PC,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),1657,8,0.48%,17.29,10.43,2.16,2,5798,25.00%,335.34
midea0bx3,自定义0洗衣机0松下核心意向,标签人群,无线,京东快车(搜索),冰箱0对开门0639_冰箱_单投,冰箱0639WKPZM,1633,103,6.31%,182.45,111.73,1.77,1,799,0.97%,4.38
midea0bx3,自定义0空调0TCL核心意向,标签人群,无线,京东快车(搜索),冰箱0对开门0639_冰箱_单投,冰箱0639WKPZM,1624,33,2.03%,50.75,31.25,1.54,2,5898,6.06%,116.22
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0605,外部导入人群,无线,京东直投,,,1591,23,1.45%,27.87,17.52,1.21,0,0,0,0
midea0bx3,九数_20190619_冰箱_618跨品_对照组,外部导入人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,1571,23,1.46%,34.96,22.25,1.52,0,0,0,0
midea0bx3,【新】冰箱0容声浏览未购买,新标签人群,PC,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),1566,8,0.51%,14.54,9.28,1.82,0,0,0,0
midea0bx3,【新】冰箱04000500升TOP50,新标签人群,无线,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM0新增词,1559,81,5.20%,192.08,123.21,2.37,6,18693,7.41%,97.32
midea0bx3,自定义0洗衣机0TCL核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,1554,34,2.19%,111.17,71.54,3.27,2,8297,5.88%,74.63
midea0bx3,【新】商用品类浏览偏好,新标签人群,无线,京东快车(搜索),冷柜0143_冷柜/冰吧_单投,冷柜0143,1553,83,5.34%,384.3,247.46,4.63,26,69614,31.33%,181.14
midea0bx3,九数_净味冰箱_类目_0530,外部导入人群,无线,京东快车(搜索),冰箱0对开门0639_冰箱_单投,冰箱0639WKPZM,1549,136,8.78%,216.07,139.49,1.59,38,97228,27.94%,449.98
midea0bx3,九数_20190616_冰箱_618跨品_干预组,外部导入人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,1543,14,0.91%,52.24,33.86,3.73,2,3198,14.29%,61.22
midea0bx3,九数0530_冰箱_跨类目,外部导入人群,无线,品牌聚效,冰箱0新品 净味426&amp;639,净味新品0APP banner,1535,1,0.07%,171.58,111.78,171.58,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0609,外部导入人群,无线,京东直投,,,1529,25,1.64%,32.26,21.1,1.29,0,0,0,0
midea0bx3,【新】冰箱0对开门TOP50,新标签人群,PC,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,1523,21,1.38%,40.07,26.31,1.91,0,0,0,0
midea0bx3,自定义0商用关联品类1800元以下意向用户,标签人群,PC,京东快车(搜索),冷柜0201KMR_冷柜/冰吧_单投,冷柜0201KMR,1516,4,0.26%,14.02,9.25,3.51,0,0,0,0
midea0bx3,自定义0洗衣机0TCL核心意向,标签人群,无线,京东快车(搜索),冰箱0三门0260_冰箱_单投,冰箱0260WTPZM(E),1510,14,0.93%,30.97,20.51,2.21,0,0,0,0
midea0bx3,电热水器0海尔核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,1499,26,1.73%,60.05,40.06,2.31,23,63562,88.46%,1058.48
midea0bx3,【新】冰箱0关注店铺近3月未购,新标签人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,1498,116,7.74%,402.52,268.7,3.47,4,11496,3.45%,28.56
midea0bx3,【新】再营销0未购买,新标签人群,PC,京东快车(搜索),冰箱0对开门0639_冰箱_单投,冰箱0639WKPZM,1495,6,0.40%,6.71,4.49,1.12,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_无品牌倾向_0606,外部导入人群,无线,京东快车(搜索),冰箱0对开门0525_冰箱_单投,冰箱0525WKPZM,1479,125,8.45%,236.51,159.91,1.89,9,26091,7.20%,110.32
midea0bx3,自定义0洗衣机0松下核心意向,标签人群,无线,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM,1473,87,5.91%,345.92,234.84,3.98,2,6297,2.30%,18.2
midea0bx3,九数_20190616_冰箱_618跨品_对照组,外部导入人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,1473,17,1.15%,57.93,39.33,3.41,0,0,0,0
midea0bx3,九数_20190619_冰箱_618跨品_干预组,外部导入人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,1463,25,1.71%,38.35,26.21,1.53,2,4098,8.00%,106.86
midea0bx3,【新】再营销人群,新标签人群,无线,京东快车(搜索),冰箱0对开门0525_冰箱_单投,冰箱0525WKPZM0新增词,1451,167,11.51%,371.68,256.15,2.23,65,165497,38.92%,445.27
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0607,外部导入人群,无线,京东直投,,,1451,15,1.03%,16.32,11.25,1.09,2,5198,13.33%,318.5
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0607,外部导入人群,无线,京东直投,,,1411,11,0.78%,13.86,9.82,1.26,1,4799,9.09%,346.25
midea0bx3,默认拉新人群,京选人群,无线,京东快车(搜索),冰箱0三门0226_冰箱_单投,冰箱0226WTM,1401,77,5.50%,201.06,143.51,2.61,14,25342,18.18%,126.04
midea0bx3,九数_冰箱_350004000_4000500L_0530,外部导入人群,PC,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),1397,9,0.64%,25.26,18.08,2.81,4,4300,44.44%,170.23
midea0bx3,洗衣机0小天鹅核心意向,标签人群,PC,京东快车(搜索),冰箱0三门0260_冰箱_单投,冰箱0260WTPZM(E),1396,12,0.86%,35.17,25.19,2.93,0,0,0,0
midea0bx3,自定义0空调0TCL核心意向,标签人群,PC,京东快车(搜索),冰箱0三门0228P_冰箱_单投,冰箱0228WTPZM,1369,18,1.31%,39.27,28.69,2.18,39,94036,216.67%,2394.6
midea0bx3,自定义0洗衣机0海尔核心意向,标签人群,PC,京东快车(搜索),冰箱0三门0260_冰箱_单投,冰箱0260WTPZM(E),1364,4,0.29%,10.43,7.65,2.61,0,0,0,0
midea0bx3,自定义0空调0奥克斯核心意向,标签人群,PC,京东快车(搜索),冰箱0对开门0639_冰箱_单投,冰箱0639WKPZM,1349,4,0.30%,5.81,4.31,1.45,0,0,0,0
midea0bx3,【新】近半年购买美的烟灶+冰箱未购买,新标签人群,无线,京东快车(搜索),冰箱0三门0260_冰箱_单投,冰箱0260WTPZM(E),1341,81,6.04%,217.11,161.9,2.68,7,17693,8.64%,81.49
midea0bx3,自定义0商用关联品类1800元以下意向用户,标签人群,PC,京东快车(搜索),冷柜0143_冷柜/冰吧_单投,冷柜0143,1335,11,0.82%,40.29,30.18,3.66,0,0,0,0
midea0bx3,电热水器0史密斯核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0426_冰箱_单投,冰箱0426WTPM,1333,4,0.30%,12.16,9.12,3.04,0,0,0,0
midea0bx3,自定义0烟机0方太核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0426_冰箱_单投,冰箱0426WTPM,1330,8,0.60%,20.94,15.74,2.62,1,1799,12.50%,85.91
midea0bx3,自定义0空调0志高核心意向,标签人群,无线,京东快车(搜索),冰箱0三门0260_冰箱_单投,冰箱0260WTPZM(E),1322,37,2.80%,98.75,74.7,2.67,17,26678,45.95%,270.16
midea0bx3,【新】近半年购买美的热水器+冰箱未购买,新标签人群,无线,品牌聚效,冰箱_联合活动投放,614联合0APP BANNER,1319,3,0.23%,61.21,46.41,20.4,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0608,外部导入人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,1318,16,1.21%,29.14,22.11,1.82,0,0,0,0
midea0bx3,自定义0洗衣机0统帅核心意向,标签人群,PC,京东快车(搜索),冰箱0对开门0525_冰箱_单投,冰箱0525WKPZM,1317,6,0.46%,13.3,10.1,2.22,0,0,0,0
midea0bx3,自定义0空调0格力核心意向,标签人群,PC,京东快车(搜索),冰箱0对开门0525_冰箱_单投,冰箱0525WKPZM,1302,0,0,0,0,0,0,0,0,0
midea0bx3,自定义0洗衣机0海尔核心意向,标签人群,PC,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM,1295,0,0,0,0,0,0,0,0,0
midea0bx3,【新】3180海尔325浏览,新标签人群,PC,京东快车(搜索),冰箱0多门0318_冰箱_单投,冰箱0318WTPZM,1291,25,1.94%,39.46,30.57,1.58,0,0,0,0
midea0bx3,自定义0洗衣机0TCL核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,1281,12,0.94%,23.18,18.1,1.93,0,0,0,0
midea0bx3,智能定向人群0视觉定向,智能定向,无线,京东直投,,,1260,2,0.16%,3.76,2.98,1.88,0,0,0,0
midea0bx3,九数618_冰箱_类目_高分_4k以上_0615,外部导入人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,1257,93,7.40%,440.93,350.78,4.74,3,11097,3.23%,25.17
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0604,外部导入人群,无线,京东直投,,,1252,2,0.16%,1.02,0.81,0.51,0,0,0,0
midea0bx3,【新】冰箱0十字对开TOP50,新标签人群,无线,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM,1246,82,6.58%,219.28,175.99,2.67,2,5998,2.44%,27.35
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0618,外部导入人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,1237,219,17.70%,368.49,297.89,1.68,4,13596,1.83%,36.9
midea0bx3,自定义0洗衣机0统帅核心意向,标签人群,PC,京东快车(搜索),冰箱0三门0228P_冰箱_单投,冰箱0228WTPZM,1213,14,1.15%,27.27,22.48,1.95,32,78373,228.57%,2873.96
midea0bx3,自定义0洗衣机0三洋核心意向,标签人群,无线,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM0新增词,1208,93,7.70%,286.6,237.25,3.08,62,326127,66.67%,1137.92
midea0bx3,智能定向人群0视觉定向,智能定向,无线,京东直投,,,1195,9,0.75%,20.35,17.03,2.26,0,0,0,0
midea0bx3,【新】冰箱04000500升TOP50,新标签人群,无线,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM,1192,54,4.53%,157.13,131.82,2.91,3,8297,5.56%,52.8
midea0bx3,【新】近半年购买美的洗衣机+冰箱未购买,新标签人群,PC,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),1185,13,1.10%,34.94,29.49,2.69,0,0,0,0
midea0bx3,电热水器0美的核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0426_冰箱_单投,冰箱0426WTPM,1185,2,0.17%,4.21,3.55,2.11,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0608,外部导入人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,1182,16,1.35%,29.18,24.69,1.82,0,0,0,0
midea0bx3,电热水器0史密斯核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,1180,17,1.44%,45.32,38.41,2.67,0,0,0,0
midea0bx3,【新】企业用户,新标签人群,PC,京东快车(搜索),冷柜0201KMR_冷柜/冰吧_单投,冷柜0201KMR,1167,1,0.09%,6.12,5.24,6.12,1,1299,100.00%,212.25
midea0bx3,九数_净味冰箱_类目_0530,外部导入人群,无线,京东快车(搜索),冰箱0多门0426_冰箱_单投,冰箱0426WTPM,1167,74,6.34%,89.82,76.97,1.21,29,102023,39.19%,1135.86
midea0bx3,九数_20190606_冰箱_618跨品_干预组,外部导入人群,PC,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),1162,12,1.03%,47.24,40.65,3.94,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0607,外部导入人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,1159,10,0.86%,18.69,16.13,1.87,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0607,外部导入人群,无线,京东直投,,,1150,9,0.78%,10.31,8.97,1.15,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0608,外部导入人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,1145,75,6.55%,192.39,168.03,2.57,4,13196,5.33%,68.59
midea0bx3,自定义0美的0冰箱意向,标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,1140,66,5.79%,170.15,149.25,2.58,1,3498,1.52%,20.56
midea0bx3,九数_618_冰箱_类目内_高分段_无品牌倾向_0608,外部导入人群,PC,京东快车(搜索),冰箱0对开门0525_冰箱_单投,冰箱0525WKPZM,1136,5,0.44%,7.15,6.29,1.43,1,2609,20.00%,364.9
midea0bx3,【新】冰箱05000600升TOP50,新标签人群,PC,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM0新增词,1135,11,0.97%,27.42,24.16,2.49,0,0,0,0
midea0bx3,自定义0冷柜0三星关联品类,标签人群,PC,京东快车(搜索),冷柜0301_冷柜/冰吧_单投,冷柜0301KM,1133,5,0.44%,7.98,7.04,1.6,0,0,0,0
midea0bx3,自定义0洗衣机0统帅核心意向,标签人群,PC,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM,1130,8,0.71%,22.13,19.58,2.77,31,366084,387.50%,16542.43
midea0bx3,九数_20190606_冰箱_618跨品_对照组,外部导入人群,PC,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),1126,7,0.62%,26.07,23.15,3.72,0,0,0,0
midea0bx3,【新】秒杀商品偏好,新标签人群,无线,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM0新增词,1125,102,9.07%,272.98,242.65,2.68,1,3899,0.98%,14.28
midea0bx3,九数_20190609_冰箱_618跨品_干预组,外部导入人群,无线,京东直投,,,1102,15,1.36%,60.04,54.48,4,0,0,0,0
midea0bx3,自定义0洗衣机0TCL核心意向,标签人群,无线,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM,1101,26,2.36%,87.94,79.87,3.38,0,0,0,0
midea0bx3,自定义0烟机0方太核心意向,标签人群,无线,京东快车(搜索),冰箱0三门0258P_冰箱_单投,冰箱0258WTPZM,1100,68,6.18%,172.63,156.94,2.54,6,13294,8.82%,77.01
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0605,外部导入人群,无线,京东直投,,,1091,16,1.47%,13.31,12.2,0.83,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0609,外部导入人群,无线,京东直投,,,1070,13,1.21%,17.81,16.64,1.37,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0607,外部导入人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,1067,14,1.31%,24.45,22.91,1.75,0,0,0,0
midea0bx3,448030天浏览加购关注,标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E)0新增词,1066,248,23.26%,725.81,680.87,2.93,14,44679,5.65%,61.56
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0609,外部导入人群,PC,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,1060,12,1.13%,21.17,19.97,1.76,3,10195,25.00%,481.58
midea0bx3,自定义0冰箱0竞品店铺浏览关注加购,标签人群,PC,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM0新增词,1058,11,1.04%,20.81,19.67,1.89,0,0,0,0
midea0bx3,自定义0烟机0老板核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,1055,82,7.77%,253.67,240.45,3.09,4,11696,4.88%,46.11
midea0bx3,【新】农民0有房0中高消费水平,新标签人群,无线,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM0非品牌长尾词,1051,67,6.37%,267.73,254.74,4,5,13795,7.46%,51.53
midea0bx3,自定义0洗衣机0TCL核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0426_冰箱_单投,冰箱0426WTPM,1045,0,0,0,0,0,0,0,0,0
midea0bx3,自定义0空调0TCL核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,1042,25,2.40%,64.4,61.8,2.58,16,44068,64.00%,684.29
midea0bx3,自定义0空调0奥克斯核心意向,标签人群,PC,京东快车(搜索),冰箱0三门0260_冰箱_单投,冰箱0260WTPZM(E),1040,8,0.77%,19.72,18.96,2.47,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_无品牌倾向_0607,外部导入人群,PC,京东快车(搜索),冰箱0对开门0525_冰箱_单投,冰箱0525WKPZM,1036,6,0.58%,12.57,12.13,2.1,1,2609,16.67%,207.56
midea0bx3,自定义0空调0TCL核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0426_冰箱_单投,冰箱0426WTPM,1029,1,0.10%,0.76,0.74,0.76,0,0,0,0
midea0bx3,【新】近半年购买美的烟灶+冰箱未购买,新标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),1027,50,4.87%,136.56,132.97,2.73,5,13571,10.00%,99.38
midea0bx3,【新】再营销0未购买,新标签人群,PC,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,1025,28,2.73%,59.42,57.97,2.12,0,0,0,0
midea0bx3,自定义0冷柜0海尔意向,标签人群,PC,京东快车(搜索),冷柜0301_冷柜/冰吧_单投,冷柜0301KM,1025,11,1.07%,26.23,25.59,2.38,1,1399,9.09%,53.34
midea0bx3,自定义0烟机0方太核心意向,标签人群,PC,京东快车(搜索),冰箱0对开门0639_冰箱_单投,冰箱0639WKPZM,1023,4,0.39%,5.66,5.53,1.42,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0618,外部导入人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,1021,167,16.36%,272.41,266.81,1.63,8,23291,4.79%,85.5
midea0bx3,自定义0洗衣机0三洋核心意向,标签人群,PC,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM,1017,11,1.08%,37.32,36.7,3.39,4,6077,36.36%,162.83
