user_nick,crow_name,f_type,f_device,f_product_line,f_campaign,f_group,f_impression,f_click,f_click_rate,cost,ecpm,cpc,order_cnt,order_amt,cvr,roi
midea0bx3,九数_618_冰箱_类目内_高分段_美的品牌倾向_0618,外部导入人群,无线,品牌聚效,冰箱投放测试_九数,冰箱测试_品牌意向_九数0美的品牌意向,7999,48,0.60%,899.58,112.46,18.74,3,5999,6.25%,6.67
midea0bx3,九数618_冰箱_类目_高分_3k_3.5k_0616,外部导入人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,7981,825,10.34%,3165.76,396.66,3.84,47,155752,5.70%,49.2
midea0bx3,男026到450高级白领及以上,标签人群,无线,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM,7946,397,5.00%,1546.7,194.65,3.9,14,45182,3.53%,29.21
midea0bx3,自定义0空调0奥克斯核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0426_冰箱_单投,冰箱0426WTPM,7918,236,2.98%,744,93.96,3.15,3,9397,1.27%,12.63
midea0bx3,搜索0美的,标签人群,PC,京东快车(搜索),冰箱0对开门0525_冰箱_单投,冰箱0525WKPZM,7888,45,0.57%,121.65,15.42,2.7,5,16895,11.11%,138.88
midea0bx3,自定义0洗衣机0三洋核心意向,标签人群,无线,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM,7873,619,7.86%,1846.48,234.53,2.98,292,691219,47.17%,374.34
midea0bx3,自定义0洗衣机0西门子核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0426_冰箱_单投,冰箱0426WTPM,7862,29,0.37%,79.38,10.1,2.74,0,0,0,0
midea0bx3,【新】主要竞品人群未浏览美的,新标签人群,无线,京东直投,,,7732,74,0.96%,119.37,15.44,1.61,0,0,0,0
midea0bx3,自定义0冷柜0海尔意向,标签人群,PC,京东快车(搜索),冷柜0143_冷柜/冰吧_单投,冷柜0143,7712,75,0.97%,312.75,40.55,4.17,7,11004,9.33%,35.18
midea0bx3,九数618_冰箱_类目_高分_3.5k_4k_0616,外部导入人群,无线,京东直投,,,7692,95,1.24%,172.29,22.4,1.81,4,11296,4.21%,65.56
midea0bx3,九数_618_冰箱_类目内_高分段_无品牌倾向_0607,外部导入人群,无线,京东直投,,,7688,16,0.21%,26.28,3.42,1.64,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0610,外部导入人群,无线,京东直投,,,7577,97,1.28%,119.49,15.77,1.23,2,6996,2.06%,58.55
midea0bx3,自定义0洗衣机0松下核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0426_冰箱_单投,冰箱0426WTPM,7567,555,7.33%,1781.68,235.45,3.21,13,49687,2.34%,27.89
midea0bx3,自定义0空调0TCL核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,7523,391,5.20%,1468.18,195.16,3.75,96,223383,24.55%,152.15
midea0bx3,九数_618_冰箱_类目内_高分段_美的品牌倾向_0617,外部导入人群,无线,品牌聚效,冰箱投放测试_九数,冰箱测试_品牌意向_九数0美的品牌意向,7519,48,0.64%,824.61,109.67,17.18,3,5999,6.25%,7.27
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0617,外部导入人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,7475,1336,17.87%,6631.35,887.14,4.96,164,503579,12.28%,75.94
midea0bx3,搜索0美的,标签人群,PC,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM0新增词,7462,78,1.05%,184.33,24.7,2.36,13,28633,16.67%,155.34
midea0bx3,自定义0烟机0老板核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,7423,617,8.31%,1407.89,189.67,2.28,16,49284,2.59%,35.01
midea0bx3,电热水器0海尔核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0426_冰箱_单投,冰箱0426WTPM,7401,19,0.26%,62.58,8.46,3.29,5,12098,26.32%,193.32
midea0bx3,【新】再营销0未购买,新标签人群,无线,京东快车(搜索),冰箱0三门0258P_冰箱_单投,冰箱0258WTPZM,7307,644,8.81%,1466.83,200.74,2.28,66,148723.86,10.25%,101.39
midea0bx3,九数_618_冰箱_类目内_高分段_无品牌倾向_0607,外部导入人群,PC,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),7281,60,0.82%,230.14,31.61,3.84,9,28591,15.00%,124.23
midea0bx3,意向人群0冰箱0美的,标签人群,无线,品牌聚效,冰箱_联合活动投放,614联合0APP BANNER,7250,48,0.66%,456.83,63.01,9.52,0,0,0,0
midea0bx3,电热水器0万和核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,7221,326,4.51%,958.28,132.71,2.94,54,143402,16.56%,149.65
midea0bx3,【新】近半年购买美的空调+冰箱未购买,新标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),7190,291,4.05%,976.75,135.85,3.36,21,60159,7.22%,61.59
midea0bx3,九数_20190606_冰箱_618跨品_对照组,外部导入人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),7185,454,6.32%,1863.13,259.31,4.1,13,44746,2.86%,24.02
midea0bx3,自定义0烟机0老板核心意向,标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),7172,427,5.95%,1120.33,156.21,2.62,9,26687,2.11%,23.82
midea0bx3,【新】再营销0未购买,新标签人群,PC,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),7148,73,1.02%,143.25,20.04,1.96,1,3498,1.37%,24.42
midea0bx3,九数_20190606_冰箱_618跨品_干预组,外部导入人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),7107,430,6.05%,1774.45,249.68,4.13,11,31751,2.56%,17.89
midea0bx3,搜索0美的,标签人群,无线,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM0新增词,7088,494,6.97%,1195.37,168.65,2.42,18,66382,3.64%,55.53
midea0bx3,九数618_冰箱_类目_高分_美的品牌倾向_0616,外部导入人群,无线,京东直投,,,7075,109,1.54%,197.53,27.92,1.81,5,14694,4.59%,74.39
midea0bx3,【新】冰箱0关注店铺近3月未购,新标签人群,无线,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM,7070,515,7.28%,1759.62,248.89,3.42,31,80975,6.02%,46.02
midea0bx3,【新】冰箱0对开门TOP50,新标签人群,无线,京东快车(搜索),冰箱0对开门0639_冰箱_单投,冰箱0639WKPZM,7047,464,6.58%,689.8,97.89,1.49,3,8886,0.65%,12.88
midea0bx3,九数618_冰箱_类目_高分_3.5k_4k_0616,外部导入人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,6913,590,8.53%,2274.28,328.99,3.85,34,113609,5.76%,49.95
midea0bx3,【新】再营销人群,新标签人群,PC,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM,6887,88,1.28%,176.57,25.64,2.01,33,375628,37.50%,2127.36
midea0bx3,【新】3180海尔325浏览,新标签人群,无线,京东快车(搜索),冰箱0多门0318_冰箱_单投,冰箱0318WTPZM,6878,1305,18.97%,2490.11,362.04,1.91,95,247393,7.28%,99.35
midea0bx3,自定义0空调0奥克斯核心意向,标签人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,6872,493,7.17%,1624.32,236.37,3.29,12,39588,2.43%,24.37
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0605,外部导入人群,无线,京东直投,,,6800,83,1.22%,106.29,15.63,1.28,0,0,0,0
midea0bx3,【新】持【家用电器】类优惠券的用户,京选人群,无线,品牌聚效,京选店铺_冰箱,日常0京选店铺,6743,219,3.25%,1403.52,208.14,6.41,58,148901,26.48%,106.09
midea0bx3,自定义0烟机0方太核心意向,标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),6719,438,6.52%,1173.72,174.69,2.68,11,40488,2.51%,34.5
midea0bx3,洗衣机0小天鹅核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0318_冰箱_单投,冰箱0318WTPZM,6714,25,0.37%,37.69,5.61,1.51,12,31078,48.00%,824.57
midea0bx3,默认浏览人群,京选人群,无线,京东快车(搜索),冷柜0220_冷柜/冰吧_单投,冷柜0220VM(E),6646,360,5.42%,1209.87,182.04,3.36,33,46963,9.17%,38.82
midea0bx3,自定义0空调0奥克斯核心意向,标签人群,无线,京东快车(搜索),冰箱0三门0228P_冰箱_单投,冰箱0228WTPZM,6629,229,3.45%,1022.54,154.25,4.47,7,12993,3.06%,12.71
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0617,外部导入人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,6565,1080,16.45%,5241.91,798.46,4.85,141,434105,13.06%,82.81
midea0bx3,智能定向人群0视觉定向,智能定向,无线,京东直投,,,6536,51,0.78%,85.36,13.06,1.67,1,3299,1.96%,38.65
midea0bx3,【新】近半年购买美的空调+冰箱未购买,新标签人群,无线,品牌聚效,冰箱日常活动_冰箱,冰箱日常推广0APP BANNER,6535,20,0.31%,327.84,50.17,16.39,1,2998,5.00%,9.14
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0610,外部导入人群,无线,京东直投,,,6532,85,1.30%,111.83,17.12,1.32,3,10295,3.53%,92.06
midea0bx3,【新】主要竞品人群未浏览美的,新标签人群,无线,京东直投,,,6529,59,0.90%,103.37,15.83,1.75,1,3599,1.69%,34.82
midea0bx3,自定义0冷柜0海尔意向,标签人群,无线,京东快车(搜索),冷柜0301_冷柜/冰吧_单投,冷柜0301KM,6527,513,7.86%,1630.97,249.88,3.18,191,346597,37.23%,212.51
midea0bx3,自定义0烟机0老板核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0426_冰箱_单投,冰箱0426WTPM,6509,22,0.34%,62.49,9.6,2.84,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0604,外部导入人群,无线,京东直投,,,6363,102,1.60%,130.99,20.59,1.28,2,6797,1.96%,51.89
midea0bx3,自定义0空调0格力核心意向,标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),6327,215,3.40%,530.71,83.88,2.47,4,13796,1.86%,26
midea0bx3,自定义0商用关联品类1800元以下意向用户,标签人群,PC,京东快车(搜索),冷柜0423_冷柜/冰吧_单投,冷柜0423DKEM(E),6323,39,0.62%,124.12,19.63,3.18,20,30394,51.28%,244.88
midea0bx3,自定义0空调0TCL核心意向,标签人群,无线,京东快车(搜索),冰箱0三门0260_冰箱_单投,冰箱0260WTPZM(E),6264,178,2.84%,485.43,77.5,2.73,44,84850,24.72%,174.79
midea0bx3,近30天内浏览所选种子商品的人群,定向推荐人群,无线,品牌聚效,冰箱0新品 净味426&amp;639,净味新品0APP banner,6243,26,0.42%,498.99,79.93,19.19,1,2999,3.85%,6.01
midea0bx3,自定义0洗衣机0西门子核心意向,标签人群,无线,京东快车(搜索),冰箱0三门0258P_冰箱_单投,冰箱0258WTPZM,6180,487,7.88%,1384.09,223.96,2.84,86,212563,17.66%,153.58
midea0bx3,自定义0美的冰箱意向人群,标签人群,PC,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM0新增词,6164,69,1.12%,166.86,27.07,2.42,23,45723,33.33%,274.02
midea0bx3,自定义0空调0格力核心意向,标签人群,无线,京东快车(搜索),冰箱0对开门0525_冰箱_单投,冰箱0525WKPZM,6128,446,7.28%,1848.95,301.72,4.15,18,44982,4.04%,24.33
midea0bx3,自定义0空调0志高核心意向,标签人群,无线,京东快车(搜索),冰箱0三门0228P_冰箱_单投,冰箱0228WTPZM,6099,239,3.92%,1002.09,164.3,4.19,81,239294,33.89%,238.79
midea0bx3,意向人群0冰箱0美的,标签人群,PC,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM0新增词,6084,68,1.12%,165.04,27.13,2.43,22,42324,32.35%,256.45
midea0bx3,【新】再营销0未购买,新标签人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,6072,814,13.41%,2698.06,444.34,3.31,44,142543,5.41%,52.83
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0609,外部导入人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,6015,562,9.34%,1950.08,324.2,3.47,23,77872,4.09%,39.93
midea0bx3,【新】冰箱0容声浏览未购买,新标签人群,PC,京东快车(搜索),冰箱0三门0228P_冰箱_单投,冰箱0228WTPZM,6006,19,0.32%,43.25,7.2,2.28,2,4198,10.53%,97.06
midea0bx3,自定义0空调0格力核心意向,标签人群,无线,京东快车(搜索),冰箱0对开门0639_冰箱_单投,冰箱0639WKPZM,5997,259,4.32%,413.18,68.9,1.6,6,27394,2.32%,66.3
midea0bx3,九数_618_冰箱_类目内_高分段_无品牌倾向_0606,外部导入人群,PC,京东快车(搜索),冰箱0多门0318_冰箱_单投,冰箱0318WTPZM,5912,11,0.19%,43.04,7.28,3.91,2,4798,18.18%,111.48
midea0bx3,03290跨类目00.5分以下,外部导入人群,无线,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM,5908,283,4.79%,865.55,146.5,3.06,4,13795,1.41%,15.94
midea0bx3,自定义0空调0奥克斯核心意向,标签人群,无线,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM0新增词,5881,537,9.13%,1666.89,283.44,3.1,167,800148,31.10%,480.02
midea0bx3,自定义0空调0TCL核心意向,标签人群,PC,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM,5844,27,0.46%,39.63,6.78,1.47,22,65290,81.48%,1647.49
midea0bx3,默认购买人群,京选人群,无线,京东快车(搜索),冷柜0220_冷柜/冰吧_单投,冷柜0220VM(E),5818,348,5.98%,1151.71,197.96,3.31,37,51259,10.63%,44.51
midea0bx3,自定义0洗衣机0统帅核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,5813,380,6.54%,1550.05,266.65,4.08,80,171917,21.05%,110.91
midea0bx3,【新】持【家用电器】类优惠券的用户,京选人群,无线,品牌聚效,冰箱日常活动_冰箱,冰箱日常推广0APP BANNER,5812,16,0.28%,234.44,40.34,14.65,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0617,外部导入人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,5797,579,9.99%,2193.84,378.44,3.79,34,110464,5.87%,50.35
midea0bx3,自定义0洗衣机0海尔核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0426_冰箱_单投,冰箱0426WTPM,5790,14,0.24%,52.3,9.03,3.74,0,0,0,0
midea0bx3,自定义0洗衣机0统帅核心意向,标签人群,无线,京东快车(搜索),冰箱0三门0260_冰箱_单投,冰箱0260WTPZM(E),5781,266,4.60%,746.13,129.07,2.81,50,137300,18.80%,184.02
midea0bx3,【新】秒杀商品偏好,新标签人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,5733,304,5.30%,1218.13,212.48,4.01,13,39386,4.28%,32.33
midea0bx3,搜索0冷柜/冰柜,标签人群,无线,京东快车(搜索),冷柜0143_冷柜/冰吧_单投,冷柜0143,5732,276,4.82%,1281.04,223.49,4.64,23,22181,8.33%,17.31
midea0bx3,自定义0烟机0方太核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,5730,488,8.52%,1157.76,202.05,2.37,13,40187,2.66%,34.71
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0604,外部导入人群,无线,京东直投,,,5722,39,0.68%,20.44,3.57,0.52,0,0,0,0
midea0bx3,九数618_冰箱_类目_高分_4k以上_0616,外部导入人群,无线,京东直投,,,5692,50,0.88%,105.09,18.46,2.1,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0619,外部导入人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,5686,578,10.17%,1041.31,183.14,1.8,8,26998,1.38%,25.93
midea0bx3,【新】冰箱05000600升TOP50,新标签人群,PC,京东快车(搜索),冰箱0对开门0639_冰箱_单投,冰箱0639WKPZM,5673,28,0.49%,40.99,7.23,1.46,1,3299,3.57%,80.48
midea0bx3,自定义0洗衣机0TCL核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,5649,146,2.58%,387.22,68.55,2.65,2,5597,1.37%,14.45
midea0bx3,自定义0冰箱0竞品店铺浏览关注加购,标签人群,无线,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM0新增词,5632,343,6.09%,824.76,146.44,2.4,22,69375,6.41%,84.12
midea0bx3,【新】浏览美的/小天鹅空冰洗未购买冰箱,新标签人群,无线,京东快车(搜索),冰箱0三门0260_冰箱_单投,冰箱0260WTPZM(E),5615,180,3.21%,436.96,77.82,2.43,11,25636,6.11%,58.67
midea0bx3,【新】冰箱0美的浏览加购未购,新标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),5529,196,3.54%,519.54,93.97,2.65,8,23981,4.08%,46.16
midea0bx3,默认浏览人群,京选人群,PC,京东快车(搜索),冷柜0423_冷柜/冰吧_单投,冷柜0423DKEM(E),5507,34,0.62%,107.89,19.59,3.17,20,30394,58.82%,281.71
midea0bx3,自定义0洗衣机0三洋核心意向,标签人群,无线,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM,5365,391,7.29%,1493.98,278.47,3.82,88,245802,22.51%,164.53
midea0bx3,男026到450高级白领及以上,标签人群,PC,京东快车(搜索),冷柜0301_冷柜/冰吧_单投,冷柜0301KM,5320,45,0.85%,139.79,26.28,3.11,30,56203,66.67%,402.05
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0606,外部导入人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,5300,738,13.92%,2248.12,424.17,3.05,68,208818,9.21%,92.89
midea0bx3,自定义0美的0全品类意向,标签人群,PC,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM,5290,37,0.70%,104.59,19.77,2.83,2,8398,5.41%,80.29
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0604,外部导入人群,无线,京东直投,,,5258,26,0.49%,15.66,2.98,0.6,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0608,外部导入人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,5224,500,9.57%,1743.17,333.68,3.49,25,91870,5.00%,52.7
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0619,外部导入人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,5207,603,11.58%,1340.55,257.45,2.22,14,51586,2.32%,38.48
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0604,外部导入人群,无线,京东直投,,,5164,74,1.43%,83.73,16.21,1.13,2,6798,2.70%,81.19
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0606,外部导入人群,无线,京东直投,,,5155,88,1.71%,106.42,20.64,1.21,8,24668,9.09%,231.8
midea0bx3,默认购买人群,京选人群,PC,京东快车(搜索),冷柜0423_冷柜/冰吧_单投,冷柜0423DKEM(E),5142,33,0.64%,106.65,20.74,3.23,20,30394,60.61%,284.99
midea0bx3,自定义0空调0格力核心意向,标签人群,无线,京东快车(搜索),冰箱0十字0468P_冰箱_单投,冰箱0468WTPM,5053,267,5.28%,760.93,150.59,2.85,7,21093,2.62%,27.72
midea0bx3,自定义0空调0奥克斯核心意向,标签人群,PC,京东快车(搜索),冰箱0三门0258P_冰箱_单投,冰箱0258WTPZM,5021,57,1.14%,141.22,28.13,2.48,12,50131,21.05%,354.99
midea0bx3,九数_20190619_冰箱_618跨品_对照组,外部导入人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,4962,284,5.72%,536.76,108.17,1.89,7,21593,2.46%,40.23
midea0bx3,自定义0冷柜0三星关联品类,标签人群,PC,京东快车(搜索),冷柜0423_冷柜/冰吧_单投,冷柜0423DKEM(E),4950,28,0.57%,89.38,18.06,3.19,19,27995,67.86%,313.21
midea0bx3,自定义0洗衣机0三洋核心意向,标签人群,无线,京东快车(搜索),冰箱0三门0228P_冰箱_单投,冰箱0228WTPZM,4929,211,4.28%,810.58,164.45,3.84,104,272237,49.29%,335.85
midea0bx3,自定义0空调0奥克斯核心意向,标签人群,PC,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM,4929,41,0.83%,112.28,22.78,2.74,8,16372,19.51%,145.81
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0609,外部导入人群,无线,京东直投,,,4913,87,1.77%,110.79,22.55,1.27,4,11296,4.60%,101.96
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0617,外部导入人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,4907,432,8.80%,1618.48,329.83,3.75,25,80717,5.79%,49.87
midea0bx3,【新】冰箱0竞品词搜索,新标签人群,PC,京东快车(搜索),冰箱0多门0318_冰箱_单投,冰箱0318WTPZM,4899,8,0.16%,13.67,2.79,1.71,0,0,0,0
midea0bx3,九数_20190616_冰箱_618跨品_对照组,外部导入人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,4895,249,5.09%,988.82,202.01,3.97,6,18294,2.41%,18.5
midea0bx3,【新】冰箱0十字对开TOP50,新标签人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,4886,320,6.55%,1102.76,225.7,3.45,12,36185,3.75%,32.81
midea0bx3,九数_20190619_冰箱_618跨品_干预组,外部导入人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,4864,235,4.83%,451.73,92.87,1.92,1,3599,0.43%,7.97
midea0bx3,智能定向人群0视觉定向,智能定向,无线,京东直投,,,4858,53,1.09%,76.53,15.75,1.44,1,3299,1.89%,43.11
midea0bx3,搜索0美的,标签人群,PC,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM,4822,29,0.60%,53.73,11.14,1.85,29,358323,100.00%,6668.96
midea0bx3,九数_20190616_冰箱_618跨品_干预组,外部导入人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,4809,244,5.07%,948.18,197.17,3.89,12,32187,4.92%,33.95
midea0bx3,自定义0洗衣机0松下核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,4788,62,1.29%,129.95,27.14,2.1,5,11308,8.06%,87.02
midea0bx3,【新】商用品类浏览偏好,新标签人群,PC,京东快车(搜索),冷柜0200_冷柜/冰吧_单投,冷柜0200VM(E),4777,31,0.65%,74.53,15.6,2.4,28,63253,90.32%,848.69
midea0bx3,默认浏览人群,京选人群,无线,品牌聚效,冰箱日常活动_冰箱,冰箱日常推广0APP BANNER,4769,14,0.29%,209.06,43.84,14.93,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_3.5k_4k_0606,外部导入人群,无线,京东直投,,,4768,79,1.66%,98.56,20.67,1.25,4,11795,5.06%,119.67
midea0bx3,【新】冰箱0TOP50加购未购,新标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),4680,163,3.48%,426.5,91.13,2.62,2,6997,1.23%,16.41
midea0bx3,九数_618_冰箱_类目内_高分段_3k_3.5k_0604,外部导入人群,无线,京东直投,,,4616,99,2.14%,121.14,26.24,1.22,8,26290,8.08%,217.02
midea0bx3,【新】近半年购买美的洗衣机+冰箱未购买,新标签人群,无线,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),4592,177,3.85%,582.23,126.79,3.29,13,45044,7.34%,77.36
midea0bx3,智能定向人群,智能定向,无线,品牌聚效,冰箱0新品 净味426&amp;639,净味新品0APP banner,4585,16,0.35%,202.9,44.25,12.68,0,0,0,0
midea0bx3,九数_618_冰箱_类目内_高分段_4k以上_0607,外部导入人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,4571,456,9.98%,1557.42,340.72,3.42,23,85772,5.04%,55.07
midea0bx3,自定义0空调0奥克斯核心意向,标签人群,PC,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM,4554,53,1.16%,117.22,25.74,2.21,8,17968,15.09%,153.28
midea0bx3,【新】冰箱05000600升TOP50,新标签人群,无线,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM0非品牌长尾词,4536,478,10.54%,2037.06,449.09,4.26,30,76745,6.28%,37.67
midea0bx3,【新】冰箱04000500升TOP50,新标签人群,无线,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM0非品牌长尾词,4532,491,10.83%,2173.3,479.55,4.43,34,87954,6.92%,40.47
midea0bx3,自定义0洗衣机0海尔核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0421_冰箱_单投,冰箱0421WTPM0新增词,4519,193,4.27%,684.15,151.39,3.54,12,32460,6.22%,47.45
midea0bx3,【新】店铺商品浏览,新标签人群,PC,京东快车(搜索),冰箱0对开门0452_冰箱_单投,冰箱0452WKPZM0新增词,4495,57,1.27%,135.92,30.24,2.38,22,42324,38.60%,311.39
midea0bx3,自定义0烟机0方太核心意向,标签人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,4485,525,11.71%,1770.76,394.82,3.37,17,52032,3.24%,29.38
midea0bx3,电热水器0史密斯核心意向,标签人群,无线,京东快车(搜索),冰箱0多门0426_冰箱_单投,冰箱0426WTPM,4478,339,7.57%,1077.51,240.62,3.18,10,33632,2.95%,31.21
midea0bx3,【新】冰箱0竞品词搜索,新标签人群,PC,京东快车(搜索),冰箱0对开门0531_冰箱_单投,冰箱0531WTPZM,4432,21,0.47%,52.76,11.9,2.51,3,10196,14.29%,193.25
midea0bx3,搜索0美的,标签人群,PC,京东快车(搜索),冷柜0230_冷柜/冰吧_单投,冷柜0230GM,4408,38,0.86%,124.48,28.24,3.28,14,60830,36.84%,488.67
midea0bx3,自定义0洗衣机0统帅核心意向,标签人群,无线,京东快车(搜索),冰箱0对开门0639_冰箱_单投,冰箱0639WKPZM,4407,245,5.56%,426.12,96.69,1.74,63,165883,25.71%,389.29
midea0bx3,九数_20190607_冰箱_618跨品_对照组,外部导入人群,PC,京东快车(搜索),冰箱0十字0448_冰箱_单投,BCD0448WTPZM(E),4399,44,1.00%,181.66,41.3,4.13,0,0,0,0
midea0bx3,九数_20190616_冰箱_618跨品_干预组,外部导入人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,4392,369,8.40%,1864.97,424.63,5.05,46,132177,12.47%,70.87
midea0bx3,九数_20190616_冰箱_618跨品_对照组,外部导入人群,无线,京东快车(搜索),冰箱0对开门0638_冰箱_单投,冰箱0638WKPZM,4382,387,8.83%,1937.2,442.08,5.01,33,104701,8.53%,54.05
