user_nick,人群名称,人群类型,推广设备,产品线,计划,单元,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,总订单行,总订单金额,转化率,ROI
LittleSwan-Washer,自定义-西门子8公斤滚筒,标签人群,无线,京东快车(搜索),【新品】TD100V62WIAD5_小天鹅洗衣机_单投,搜索-无线,4628,394,8.51%,1042.63,225.29,2.65,48,150134,12.18%,144
LittleSwan-Washer,空调核心人群（格力美的海尔奥克斯TCL）,标签人群,PC,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,搜索-无线,4614,145,3.14%,435.86,94.46,3.01,64,174461,44.14%,400.27
LittleSwan-Washer,热水器意向人群（万家乐统帅志高奥特朗）,标签人群,无线,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,搜索-无线,4581,595,12.99%,1969.09,429.84,3.31,241,657811,40.50%,334.07
LittleSwan-Washer,九数_618_滚筒_类目内_高分段_无品牌倾向_0611,外部导入人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,搜索-无线,4578,791,17.28%,3463.45,756.54,4.38,92,727020,11.63%,209.91
LittleSwan-Washer,冰箱核心人群（美海美菱容声西门子）,标签人群,PC,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,4570,53,1.16%,105.06,22.99,1.98,9,13221,16.98%,125.84
LittleSwan-Washer,燃气灶核心人群（苏泊尔万家乐万和康宝帅康,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,搜索无线,4551,710,15.60%,1618.05,355.54,2.28,920,2710215,129.58%,1674.99
LittleSwan-Washer,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,PC,京东快车(搜索),【新品】TD100V62WIAD5_小天鹅洗衣机_单投,搜索-PC,4544,58,1.28%,99.05,21.8,1.71,4,10596,6.90%,106.98
LittleSwan-Washer,九数_618_波轮_类目内_高分段_美的品牌倾向_0612,外部导入人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,搜索-无线,4531,790,17.44%,2394.77,528.53,3.03,351,859879,44.43%,359.07
LittleSwan-Washer,自定义-冰箱top176不拓展,标签人群,PC,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,TD100V81WDG搜索PC,4478,261,5.83%,747.11,166.84,2.86,41,90136,15.71%,120.65
LittleSwan-Washer,油烟机意向人群（老板方太美的海尔华帝）,标签人群,无线,京东快车(搜索),【A+++】TD100V62WADS5_小天鹅洗衣机_单投,TD100V62WADS5搜索无线,4472,457,10.22%,1926.44,430.78,4.22,25,57495,5.47%,29.85
LittleSwan-Washer,近30天内加购、加关注所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),搜索腰带店铺_小天鹅洗衣机_腰部广告,搜索腰带店铺,4471,214,4.79%,352.7,78.89,1.65,21,32625,9.81%,92.5
LittleSwan-Washer,自定义-洗衣机top180SKU不扩展,标签人群,PC,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索无线,4457,50,1.12%,136.67,30.66,2.73,22,51970,44.00%,380.26
LittleSwan-Washer,洗衣机品牌人群（惠而浦大宇创维奥克斯容声,标签人群,无线,京东直投,,,4428,53,1.20%,28.66,6.47,0.54,-,-,-,-
LittleSwan-Washer,【新】近30天已购热水器未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB100V80WDCLG_小天鹅洗衣机_单投,搜索无线,4403,278,6.31%,825.92,187.58,2.97,27,49546,9.71%,59.99
LittleSwan-Washer,九数_618_滚筒_类目内_高分段_3k_4k_0612,外部导入人群,无线,京东快车(搜索),【A+++】TD100V62WADS5_小天鹅洗衣机_单投,TD100V62WADS5搜索无线,4376,808,18.46%,3289.03,751.61,4.07,57,158243,7.05%,48.11
LittleSwan-Washer,热水器核心人群（万和斯密斯能率）,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,搜索无线,4359,695,15.94%,1559.3,357.72,2.24,833,2824253,119.86%,1811.23
LittleSwan-Washer,【新】洗衣机换新人群,新标签人群,无线,京东快车(搜索),【A++】TG100V62WADY5_小天鹅洗衣机_单投,TG100V62WADY5搜索无线,4345,495,11.39%,1291.95,297.34,2.61,162,481475,32.73%,372.67
LittleSwan-Washer,热水器核心人群（美的海尔林内）,标签人群,PC,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,TD100V81WDG搜索PC,4326,180,4.16%,526.76,121.77,2.93,36,75706,20.00%,143.72
LittleSwan-Washer,自定义-行业10公斤洗烘,标签人群,PC,京东快车(搜索),【A+++】TD100V62WADS5_小天鹅洗衣机_单投,TD100V62WADS5搜索PC,4317,288,6.67%,931.36,215.74,3.23,50,148781,17.36%,159.75
LittleSwan-Washer,近30天内浏览所选种子商品的人群,定向推荐人群,PC,京东快车(搜索),【新品】TD100V62WIAD5_小天鹅洗衣机_单投,搜索-PC,4299,56,1.30%,95.1,22.12,1.7,4,10596,7.14%,111.42
LittleSwan-Washer,自定义-10公斤滚筒前10-SKU不拓展30天,标签人群,PC,京东快车(搜索),【A+++】TG100V86WMDY5_小天鹅洗衣机_单投,TG100V86WMDY5搜索-PC,4297,103,2.40%,256.89,59.78,2.49,19,62882,18.45%,244.78
LittleSwan-Washer,自定义-8公斤滚筒前10-SKU不拓展30天,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,TG80V20DG5搜索PC,4266,869,20.37%,1301.54,305.1,1.5,126,224263,14.50%,172.31
LittleSwan-Washer,消毒柜核心人群（康宝美的方太海尔老板）,标签人群,无线,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,搜索-无线,4254,578,13.59%,1890.44,444.39,3.27,224,626985,38.75%,331.66
LittleSwan-Washer,洗衣机意向人群（海尔西门子TCL松下海信,标签人群,PC,京东快车(搜索),【A++】TB100V80WDCLG_小天鹅洗衣机_单投,搜索无线,4254,66,1.55%,218.57,51.38,3.31,23,74880,34.85%,342.59
LittleSwan-Washer,油烟机核心人群（苏泊尔万家乐万和统帅帅康,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,搜索无线,4232,730,17.25%,1674.84,395.76,2.29,889,2791160,121.78%,1666.52
LittleSwan-Washer,冰箱核心人群（康佳三星TCL奥玛海信）,标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,4231,265,6.26%,760.83,179.82,2.87,205,530251,77.36%,696.94
LittleSwan-Washer,冰箱核心人群（康佳TCL奥玛三星海信）,标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,4231,265,6.26%,760.83,179.82,2.87,205,530251,77.36%,696.94
LittleSwan-Washer,油烟机意向人群（老板方太美的海尔华帝）,标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,4228,285,6.74%,802.23,189.74,2.81,181,544163,63.51%,678.31
LittleSwan-Washer,九数_618_滚筒_类目内_高分段_美的品牌倾向_0612,外部导入人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,搜索-无线,4198,948,22.58%,2958.28,704.69,3.12,254,504679,26.79%,170.6
LittleSwan-Washer,空调核心人群（格力美的海尔奥克斯TCL）,标签人群,PC,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,4196,49,1.17%,104.76,24.97,2.14,11,16728,22.45%,159.68
LittleSwan-Washer,九数_618_滚筒_类目内_高分段_4k以上_0612,外部导入人群,无线,京东快车(搜索),【A+++】TD100V86WMADY5_小天鹅洗衣机_单投,搜索无线,4191,732,17.47%,2647.85,631.79,3.62,75,269125,10.25%,101.64
LittleSwan-Washer,冰箱核心人群（美海美菱容声西门子）,标签人群,PC,京东快车(搜索),【A+++】TG100V86WMDY5_小天鹅洗衣机_单投,TG100V86WMDY5搜索-PC,4166,100,2.40%,266.68,64.01,2.67,29,91584,29.00%,343.42
LittleSwan-Washer,九数_618_滚筒_类目内_高分段_3k_4k_0612,外部导入人群,无线,京东快车(搜索),【A+++】TD100V86WMADY5_小天鹅洗衣机_单投,搜索无线,4136,689,16.66%,2576.33,622.9,3.74,46,166984,6.68%,64.81
LittleSwan-Washer,热水器核心人群（万和斯密斯能率）,标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索无线,4121,246,5.97%,722.18,175.24,2.94,137,515312,55.69%,713.55
LittleSwan-Washer,九数_20190612_洗衣机_618跨品_对照组,外部导入人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,搜索-无线,4121,611,14.83%,2103.63,510.47,3.44,68,132429,11.13%,62.95
LittleSwan-Washer,九数_20190612_洗衣机_618跨品_干预组,外部导入人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,搜索-无线,4104,577,14.06%,1974.81,481.19,3.42,50,89150,8.67%,45.14
LittleSwan-Washer,油烟机核心人群（老板方太美的海尔华帝）,标签人群,PC,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,TD100V81WDG搜索PC,4100,176,4.29%,498.76,121.65,2.83,35,69185,19.89%,138.71
LittleSwan-Washer,热水器意向人群（万家乐统帅志高奥特朗）,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,搜索无线,4088,600,14.68%,1271.81,311.11,2.12,776,2843424,129.33%,2235.73
LittleSwan-Washer,自定义-10公斤滚筒前10-SKU不拓展30天,标签人群,PC,京东快车(搜索),【A+++】TG100V62ADS5_小天鹅洗衣机_单投,TG100V62ADS5搜索PC,4056,141,3.48%,375.02,92.46,2.66,43,74913,30.50%,199.76
LittleSwan-Washer,自定义-行业10公斤洗烘,标签人群,PC,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,搜索-无线,4028,173,4.29%,558.54,138.66,3.23,66,188356,38.15%,337.23
LittleSwan-Washer,【新】近30天浏览加购洗衣机未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TG100V62WADY5_小天鹅洗衣机_单投,TG100V62WADY5搜索无线,4002,446,11.14%,1182.64,295.51,2.65,85,388750,19.06%,328.71
LittleSwan-Washer,油烟机意向人群（老板方太美的海尔华帝）,标签人群,PC,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,TG80V20DG5搜索PC,3983,180,4.52%,387.64,97.32,2.15,69,237864,38.33%,613.62
LittleSwan-Washer,冰箱核心人群（美海美菱容声西门子）,标签人群,PC,京东快车(搜索),【A+++】TG100V62ADS5_小天鹅洗衣机_单投,TG100V62ADS5搜索PC,3981,101,2.54%,269.77,67.76,2.67,36,61170,35.64%,226.75
LittleSwan-Washer,【新】近30天浏览加购电视影音未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB80V80WDCLG_小天鹅洗衣机_单投,搜索无线,3981,292,7.33%,861.98,216.52,2.95,40,84434,13.70%,97.95
LittleSwan-Washer,自定义-行业9公斤变频波轮,标签人群,无线,京东快车(搜索),【B】TB80VT818DCL_小天鹅洗衣机_单投,TB80VT818DCL搜索无线,3966,523,13.19%,1069.78,269.74,2.05,96,152319,18.36%,142.38
LittleSwan-Washer,空调核心人群（扬子海信长虹科龙志高）,标签人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,搜索-无线,3962,750,18.93%,2121.7,535.51,2.83,840,2501737.36,112.00%,1179.12
LittleSwan-Washer,油烟机核心人群（老板方太美的海尔华帝）,标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,3947,276,6.99%,757.29,191.86,2.74,204,554927,73.91%,732.78
LittleSwan-Washer,热水器意向人群（美的海尔林内）,标签人群,PC,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,TG80V20DG5搜索PC,3924,167,4.26%,338.81,86.34,2.03,71,249456,42.51%,736.27
LittleSwan-Washer,【新】近30天已购电视影音未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB80V80WDCLG_小天鹅洗衣机_单投,搜索无线,3920,253,6.45%,750.92,191.56,2.97,44,85736,17.39%,114.17
LittleSwan-Washer,空调核心人群（格力美的海尔奥克斯TCL）,标签人群,PC,京东快车(搜索),【A+++】TG100V62ADS5_小天鹅洗衣机_单投,TG100V62ADS5搜索PC,3907,90,2.30%,239.28,61.24,2.66,30,43976,33.33%,183.78
LittleSwan-Washer,洗衣机意向人群（海尔西门子TCL松下海信,标签人群,PC,京东快车(搜索),【A+++】TD100V86WMADY5_小天鹅洗衣机_单投,TD100V86WMADY5搜索PC,3897,47,1.21%,97.09,24.91,2.07,2,4398,4.26%,45.3
LittleSwan-Washer,热水器核心人群（美的海尔林内）,标签人群,无线,京东快车(搜索),【B】TB90V60WD_小天鹅洗衣机_单投,TB90V60WD搜索无线,3875,236,6.09%,438.61,113.19,1.86,119,222256,50.42%,506.73
LittleSwan-Washer,冰箱核心人群（美海美菱容声西门子）,标签人群,PC,京东快车(搜索),【A+++】TD100V86WMADY5_小天鹅洗衣机_单投,搜索无线,3857,62,1.61%,179.35,46.5,2.89,20,93279,32.26%,520.09
LittleSwan-Washer,自定义-西门子10公斤滚筒,标签人群,无线,京东快车(搜索),【A++】TG100V62WADY5_小天鹅洗衣机_单投,TG100V62WADY5搜索无线,3847,445,11.57%,1146.65,298.06,2.58,83,256622,18.65%,223.8
LittleSwan-Washer,自定义-10公斤滚筒前10-SKU不拓展30天,标签人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,TG100V20WDG搜索-PC,3846,830,21.58%,1465.65,381.08,1.77,186,364262,22.41%,248.53
LittleSwan-Washer,洗衣机品牌人群（海尔西门子博世三洋LG）,标签人群,PC,京东快车(搜索),【A++】TB100V80WDCLG_小天鹅洗衣机_单投,搜索无线,3818,61,1.60%,201.27,52.72,3.3,23,74880,37.70%,372.04
LittleSwan-Washer,美的系洗衣机意向人群（美的+小天鹅）,标签人群,无线,品牌聚效,12月份计划_小天鹅洗衣机,无线首焦-品牌人群[意向],3813,11,0.29%,110.78,29.05,10.07,-,-,-,-
LittleSwan-Washer,热水器核心人群（美的海尔林内）,标签人群,PC,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,TG80V20DG5搜索PC,3781,166,4.39%,337.43,89.24,2.03,68,246805,40.96%,731.43
LittleSwan-Washer,洗衣机品牌人群（统帅TCL海信志高威力）,标签人群,PC,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,3781,43,1.14%,87.7,23.19,2.04,7,9998,16.28%,114
LittleSwan-Washer,【新】近30天浏览加购厨大电未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB100V80WDCLG_小天鹅洗衣机_单投,搜索无线,3777,267,7.07%,809.58,214.34,3.03,39,70448,14.61%,87.02
LittleSwan-Washer,自定义-海尔冰箱扩展至三级类目+品牌1年已购,标签人群,PC,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,搜索-无线,3777,132,3.49%,428.82,113.53,3.25,69,189006,52.27%,440.76
LittleSwan-Washer,自定义-冰箱top176不拓展,标签人群,PC,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,TG80V20DG5搜索PC,3759,203,5.40%,427.21,113.65,2.1,81,193392,39.90%,452.69
LittleSwan-Washer,冰箱意向人群（康佳TCL奥玛三星海信）,标签人群,无线,京东快车(搜索),【B】TB100V60WD_小天鹅洗衣机_单投,TB100V60WD搜索无线,3706,212,5.72%,490.22,132.28,2.31,155,756307,73.11%,1542.79
LittleSwan-Washer,自定义-冰箱400-500L浏览加购未购人群30,标签人群,PC,京东快车(搜索),【A+++】TG100V86WMDY5_小天鹅洗衣机_单投,搜索-无线,3700,171,4.62%,565.82,152.92,3.31,87,734268,50.88%,1297.71
LittleSwan-Washer,洗碗机核心人群（美的海尔方太西门子）,标签人群,无线,京东快车(搜索),【A+++】TD100V86WMADY5_小天鹅洗衣机_单投,搜索无线,3695,455,12.31%,1797.11,486.36,3.95,71,247354,15.60%,137.64
LittleSwan-Washer,自定义-TB80V80WDCLG自身人群,标签人群,无线,京东快车(搜索),【B】TB80VT818DCL_小天鹅洗衣机_单投,TB80VT818DCL搜索无线,3693,627,16.98%,1236.76,334.89,1.97,125,200599,19.94%,162.2
LittleSwan-Washer,冰箱意向人群（康佳TCL奥玛三星海信）,标签人群,PC,京东快车(搜索),【A+++】TD100V81WDG_小天鹅洗衣机_单投,TD100V81WDG搜索PC,3690,143,3.88%,407.63,110.47,2.85,20,38401,13.99%,94.21
LittleSwan-Washer,【新】近30天已购厨房大电未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB80V80WDCLG_小天鹅洗衣机_单投,搜索无线,3688,248,6.72%,742.37,201.29,2.99,18,26816,7.26%,36.12
LittleSwan-Washer,冰箱意向人群（美海美菱容声西门子）,标签人群,PC,京东快车(搜索),【A++】TB100V80WDCLG_小天鹅洗衣机_单投,搜索无线,3684,38,1.03%,122.21,33.17,3.22,31,93407,81.58%,764.32
LittleSwan-Washer,美的冰箱已购用户,标签人群,无线,京东快车(搜索),【B】TB100V60WD_小天鹅洗衣机_单投,TB100V60WD搜索无线,3679,270,7.34%,644.21,175.1,2.39,202,885477,74.81%,1374.52
LittleSwan-Washer,自定义-美的冰箱近3个月购买,标签人群,无线,京东快车(搜索),【B】TB100V60WD_小天鹅洗衣机_单投,TB100V60WD搜索无线,3679,270,7.34%,644.21,175.1,2.39,202,885477,74.81%,1374.52
LittleSwan-Washer,【新】近30天已购热水器未购洗衣机,新标签人群,无线,京东快车(搜索),【A++】TB80V80WDCLG_小天鹅洗衣机_单投,搜索无线,3671,257,7.00%,763.21,207.9,2.97,46,99874,17.90%,130.86
LittleSwan-Washer,空调核心人群（扬子海信长虹科龙志高）,标签人群,无线,京东快车(搜索),【A++】TD100V80WDX_小天鹅洗衣机_单投,搜索-无线,3660,321,8.77%,1084.08,296.2,3.38,92,217546,28.66%,200.67
LittleSwan-Washer,自定义-西门子10公斤滚筒,标签人群,无线,京东快车(搜索),【新品】TD100V62WIAD5_小天鹅洗衣机_单投,搜索-无线,3654,405,11.08%,1059.02,289.82,2.61,34,112263,8.40%,106.01
LittleSwan-Washer,洗衣机意向人群（海尔西门子TCL松下海信,标签人群,PC,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,搜索无线,3650,165,4.52%,388.6,106.47,2.36,186,489780,112.73%,1260.37
LittleSwan-Washer,洗衣机意向人群（三洋LG统帅博世创维）,标签人群,PC,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,3634,45,1.24%,96.15,26.46,2.14,4,6796,8.89%,70.68
LittleSwan-Washer,九数_618_滚筒_类目内_高分段_美的品牌倾向_0608,外部导入人群,无线,京东直投,,,3626,38,1.05%,27.74,7.65,0.73,2,3798,5.26%,136.91
LittleSwan-Washer,电视核心人群（海信小米长虹酷开飞利浦）,标签人群,无线,京东快车(搜索),【B】TB80VT818DCL_小天鹅洗衣机_单投,TB80VT818DCL搜索无线,3604,219,6.08%,472.06,130.98,2.16,109,175889,49.77%,372.6
LittleSwan-Washer,九数_618_滚筒_类目内_高分段_4k以上_0612,外部导入人群,无线,京东快车(搜索),【A+++】TD100V62WADS5_小天鹅洗衣机_单投,TD100V62WADS5搜索无线,3598,586,16.29%,2361.08,656.22,4.03,56,163493,9.56%,69.25
LittleSwan-Washer,油烟机核心人群（老板方太美的海尔华帝）,标签人群,无线,京东快车(搜索),【A+++】TD100V62WADS5_小天鹅洗衣机_单投,TD100V62WADS5搜索无线,3581,377,10.53%,1612.52,450.3,4.28,41,101949,10.88%,63.22
LittleSwan-Washer,洗衣机意向人群（三洋LG统帅博世创维）,标签人群,PC,京东快车(搜索),【A+++】TG100V62ADS5_小天鹅洗衣机_单投,搜索无线,3578,100,2.79%,298.1,83.31,2.98,45,81013,45.00%,271.76
LittleSwan-Washer,近90天内购买所选种子的竞品品牌商品的人群,定向推荐人群,PC,京东快车(搜索),【A++】TB80V80WDCLG_小天鹅洗衣机_单投,搜索无线,3575,88,2.46%,211.46,59.15,2.4,16,42020,18.18%,198.71
LittleSwan-Washer,洗衣机竞品包1（海尔+统帅+三洋）,标签人群,PC,京东快车(搜索),【A++】TB100V80WDCLG_小天鹅洗衣机_单投,搜索无线,3562,58,1.63%,192.56,54.06,3.32,22,73181,37.93%,380.04
LittleSwan-Washer,洗衣机品牌人群（惠而浦大宇创维奥克斯容声,标签人群,PC,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,TG80V20DG5搜索PC,3558,80,2.25%,165.82,46.6,2.07,20,32430,25.00%,195.57
LittleSwan-Washer,自定义-热水器top178不扩展,标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,3535,260,7.36%,729.16,206.27,2.8,210,574563,80.77%,787.98
LittleSwan-Washer,油烟机核心人群（老板方太美的海尔华帝）,标签人群,PC,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,TG80V20DG5搜索PC,3522,165,4.68%,349.69,99.29,2.12,66,232300,40.00%,664.3
LittleSwan-Washer,洗衣机品牌人群（海尔西门子博世三洋LG）,标签人群,PC,京东快车(搜索),【A++】TB80V80WDCLG_小天鹅洗衣机_单投,搜索无线,3522,80,2.27%,196.55,55.81,2.46,15,41023,18.75%,208.72
LittleSwan-Washer,燃气灶核心人群（苏泊尔万家乐万和康宝帅康,标签人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,搜索-无线,3520,589,16.73%,1780.02,505.69,3.02,662,2046533,112.39%,1149.72
LittleSwan-Washer,洗衣机品牌人群（统帅TCL海信志高威力）,标签人群,PC,京东快车(搜索),【A+++】TG100V62ADS5_小天鹅洗衣机_单投,TG100V62ADS5搜索PC,3502,54,1.54%,152.17,43.45,2.82,24,30582,44.44%,200.97
LittleSwan-Washer,冰箱意向人群（美海美菱容声西门子）,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,TG80V20DG5搜索PC,3491,486,13.92%,680.87,195.04,1.4,81,149820,16.67%,220.04
LittleSwan-Washer,自定义-海尔冰箱扩展至三级类目+品牌1年已购,标签人群,PC,京东快车(搜索),【A+++】TG100V86WMDY5_小天鹅洗衣机_单投,TG100V86WMDY5搜索-PC,3486,89,2.55%,234.63,67.31,2.64,33,103589,37.08%,441.5
LittleSwan-Washer,自定义-冰箱top176不拓展,标签人群,无线,京东快车(搜索),【B】TB100V60WD_小天鹅洗衣机_单投,TB100V60WD搜索无线,3468,257,7.41%,616.28,177.7,2.4,195,876006,75.88%,1421.44
LittleSwan-Washer,自定义-TG100V20WDG单品人群,标签人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,TG100V20WDG搜索-PC,3464,789,22.78%,1384.15,399.58,1.75,167,323782,21.17%,233.92
LittleSwan-Washer,热水器核心人群（美的海尔林内）,标签人群,无线,京东快车(搜索),【B】TB100V60WD_小天鹅洗衣机_单投,TB100V60WD搜索无线,3456,249,7.20%,582.65,168.59,2.34,226,926908,90.76%,1590.85
LittleSwan-Washer,九数_618_滚筒_类目内_高分段_2.5k_3k_0612,外部导入人群,无线,京东快车(搜索),【A+++】TD100V86WMADY5_小天鹅洗衣机_单投,搜索无线,3417,494,14.46%,1923.83,563.02,3.89,41,132933,8.30%,69.1
LittleSwan-Washer,冰箱意向人群（美海美菱容声西门子）,标签人群,PC,京东快车(搜索),【A++】TB80V80WDCLG_小天鹅洗衣机_单投,搜索无线,3401,72,2.12%,192.63,56.64,2.68,10,30782,13.89%,159.8
LittleSwan-Washer,洗衣机品牌人群（海尔西门子博世三洋LG）,标签人群,PC,京东快车(搜索),【A+++】TD100V86WMADY5_小天鹅洗衣机_单投,TD100V86WMADY5搜索PC,3391,35,1.03%,72.07,21.25,2.06,1,699,2.86%,9.7
LittleSwan-Washer,洗衣机竞品包2（西门子+博世+松下）,标签人群,PC,京东快车(搜索),【A+++】TG100V62ADS5_小天鹅洗衣机_单投,TG100V62ADS5搜索PC,3361,76,2.26%,208.53,62.04,2.74,30,46476,39.47%,222.87
LittleSwan-Washer,空调意向人群（扬子海信长虹科龙志高）,标签人群,无线,京东快车(搜索),【A++】TB100V60_小天鹅洗衣机_单投,TB100V60搜索PC,3353,189,5.64%,533.18,159.02,2.82,155,462489.4,82.01%,867.42
LittleSwan-Washer,冰箱核心人群（康佳TCL奥玛三星海信）,标签人群,无线,京东快车(搜索),【A+++】TD100V86WMADY5_小天鹅洗衣机_单投,搜索无线,3339,319,9.55%,1290.73,386.56,4.05,80,201771,25.08%,156.32
LittleSwan-Washer,冰箱核心人群（康佳三星TCL奥玛海信）,标签人群,无线,京东快车(搜索),【A+++】TD100V86WMADY5_小天鹅洗衣机_单投,搜索无线,3339,319,9.55%,1290.73,386.56,4.05,80,201771,25.08%,156.32
LittleSwan-Washer,智能定向人群-视觉定向,智能定向,无线,京东直投,,,3334,29,0.87%,26.4,7.92,0.91,-,-,-,-
LittleSwan-Washer,自定义-洗衣机竞品top100-7天,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,TG80V20DG5搜索PC,3334,473,14.19%,742.04,222.57,1.57,82,144668,17.34%,194.96
LittleSwan-Washer,空调核心人群（格力美的海尔奥克斯TCL）,标签人群,无线,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,TG80V20DG5搜索PC,3327,470,14.13%,661.88,198.94,1.41,78,143423,16.60%,216.69
LittleSwan-Washer,自定义-海尔10KG滚筒-不拓展,标签人群,PC,京东快车(搜索),【A+++】TG100V86WMDY5_小天鹅洗衣机_单投,搜索-无线,3316,158,4.76%,538.82,162.49,3.41,83,730884,52.53%,1356.45
LittleSwan-Washer,【新】近30天加购竞品洗衣机未购洗衣机,新标签人群,无线,京东快车(搜索),【新品】TD100V62WIAD5_小天鹅洗衣机_单投,搜索-无线,3288,305,9.28%,789.64,240.16,2.59,18,67557,5.90%,85.55
LittleSwan-Washer,冰箱核心人群（康佳TCL奥玛三星海信）,标签人群,无线,京东快车(搜索),【B】TB90V60WD_小天鹅洗衣机_单投,TB90V60WD搜索无线,3268,160,4.90%,300.15,91.85,1.88,97,191545,60.63%,638.16
LittleSwan-Washer,冰箱意向人群（康佳TCL奥玛三星海信）,标签人群,PC,京东快车(搜索),【A++++】TG80V20DG5_小天鹅洗衣机_单投,TG80V20DG5搜索PC,3258,138,4.24%,295.12,90.58,2.14,50,164007,36.23%,555.73
LittleSwan-Washer,空调核心人群（格力美的海尔奥克斯TCL）,标签人群,PC,京东快车(搜索),【A+++】TD100V86WMADY5_小天鹅洗衣机_单投,搜索无线,3247,48,1.48%,135.05,41.59,2.81,19,95480,39.58%,707
LittleSwan-Washer,【新】近30天浏览加购空调未购洗衣机,新标签人群,无线,京东快车(搜索),【A+】TB90V88WDCLG_小天鹅洗衣机_单投,搜索无线,3243,151,4.66%,607.14,187.22,4.02,14,18943,9.27%,31.2
LittleSwan-Washer,油烟机核心人群（苏泊尔万家乐万和统帅帅康,标签人群,无线,京东快车(搜索),【A++】TD100V80WDX_小天鹅洗衣机_单投,搜索-无线,3232,287,8.88%,978.65,302.8,3.41,55,129001,19.16%,131.82
LittleSwan-Washer,油烟机核心人群（苏泊尔万家乐万和统帅帅康,标签人群,无线,京东快车(搜索),【A++++】TG100V20WDG_小天鹅洗衣机_单投,搜索-无线,3225,606,18.79%,1834.56,568.86,3.03,628,1979214,103.63%,1078.85
