user_nick,人群名称,人群类型,推广设备,产品线,计划,单元,展现数,点击数,点击率,总费用,千次展现成本,平均点击成本,总订单行,总订单金额,转化率,ROI
美的厨房电器1,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),K2_洗碗机_单投,搜索-核心,55444,6852,12.36%,33248.61,599.68,4.85,467,1338080,6.82%,40.24
美的厨房电器1,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),K2_洗碗机_单投,搜索-核心,54000,6705,12.42%,32314.43,598.42,4.82,429,1234891,6.40%,38.21
美的厨房电器1,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,品牌聚效,京选店铺_洗碗机,洗碗机店铺,48721,4927,10.11%,24493.05,502.72,4.97,362,926276,7.35%,37.82
美的厨房电器1,默认浏览人群,京选人群,无线,京东快车(搜索),J1_洗碗机_单投,搜索-核心,48651,3858,7.93%,18391.93,378.04,4.77,210,591018,5.44%,32.13
美的厨房电器1,近30天内浏览所选种子商品的人群,定向推荐人群,无线,品牌聚效,京选店铺_洗碗机,洗碗机店铺,48274,4973,10.30%,19971.44,413.71,4.02,456,1135575,9.17%,56.86
美的厨房电器1,近30天内浏览所选种子商品的人群,定向推荐人群,PC,京东快车(搜索),D2_洗碗机_单投,搜索-核心,44919,135,0.30%,699.32,15.57,5.18,7,12324,5.19%,17.62
美的厨房电器1,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,PC,京东快车(搜索),D2_洗碗机_单投,搜索-核心,44395,123,0.28%,606.66,13.67,4.93,5,8726,4.07%,14.38
美的厨房电器1,【新】618大促京东直投广告再营销人群,京选人群,无线,品牌聚效,京选店铺_洗碗机,洗碗机店铺,43609,3562,8.17%,16021.45,367.39,4.5,144,329426,4.04%,20.56
美的厨房电器1,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),J1_洗碗机_单投,搜索-核心,42682,3984,9.33%,17496.53,409.93,4.39,158,457634,3.97%,26.16
美的厨房电器1,默认浏览人群,京选人群,无线,京东快车(搜索),K2_洗碗机_单投,搜索-核心,40644,5242,12.90%,27620.28,679.57,5.27,354,1012371,6.75%,36.65
美的厨房电器1,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),K2_洗碗机_单投,搜索-核心,40622,6131,15.09%,29607.68,728.86,4.83,352,1016169,5.74%,34.32
美的厨房电器1,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,PC,京东快车(搜索),D2_洗碗机_单投,搜索-核心,39213,118,0.30%,609.13,15.53,5.16,8,15323,6.78%,25.16
美的厨房电器1,默认浏览人群,京选人群,PC,京东快车(搜索),D2_洗碗机_单投,搜索-核心,34937,107,0.31%,543.87,15.57,5.08,5,7226,4.67%,13.29
美的厨房电器1,默认购买人群,京选人群,PC,京东快车(搜索),K2_洗碗机_单投,搜索-核心,34321,1388,4.04%,5993.71,174.64,4.32,147,434021,10.59%,72.41
美的厨房电器1,默认购买人群,京选人群,无线,京东快车(搜索),Q7_洗碗机_单投,搜索-核心,33872,3476,10.26%,17511.39,516.99,5.04,318,879760,9.15%,50.24
美的厨房电器1,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),Q7_洗碗机_单投,搜索-核心,32471,3353,10.33%,16898.34,520.41,5.04,313,868869,9.33%,51.42
美的厨房电器1,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),Q7_洗碗机_单投,搜索-核心,31517,3247,10.30%,16189.27,513.67,4.99,293,820591,9.02%,50.69
美的厨房电器1,近30天内浏览所选种子商品的人群,定向推荐人群,PC,京东快车(搜索),K2_洗碗机_单投,搜索-核心,27217,1087,3.99%,4700.56,172.71,4.32,138,403652,12.70%,85.87
美的厨房电器1,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,PC,京东快车(搜索),K2_洗碗机_单投,搜索-核心,27159,1103,4.06%,4752.2,174.98,4.31,133,390681,12.06%,82.21
美的厨房电器1,默认购买人群,京选人群,PC,京东快车(搜索),J1_洗碗机_单投,搜索-核心,25686,146,0.57%,553.28,21.54,3.79,12,36988,8.22%,66.85
美的厨房电器1,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),洗碗机_店铺,店铺_洗碗机,24977,863,3.46%,1956.02,78.31,2.27,27,41908,3.13%,21.43
美的厨房电器1,默认浏览人群,京选人群,无线,京东快车(搜索),Q7_洗碗机_单投,搜索-核心,24753,2506,10.12%,12727.67,514.19,5.08,230,654149,9.18%,51.4
美的厨房电器1,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,PC,京东快车(搜索),K2_洗碗机_单投,搜索-核心,24569,1248,5.08%,5424.72,220.8,4.35,105,313393,8.41%,57.77
美的厨房电器1,默认浏览人群,京选人群,PC,京东快车(搜索),K2_洗碗机_单投,搜索-核心,24005,1028,4.28%,4815.52,200.6,4.68,119,349294,11.58%,72.54
美的厨房电器1,【新】浏览/加购未购买-洗碗机,新标签人群,无线,京东快车(搜索),K2_洗碗机_单投,搜索-核心,21873,2665,12.18%,10648.79,486.85,4,121,342695,4.54%,32.18
美的厨房电器1,【新】洗碗机搜索偏好,新标签人群,PC,京东快车(搜索),D2_洗碗机_单投,搜索-核心,21857,50,0.23%,205.53,9.4,4.11,-,-,-,-
美的厨房电器1,默认浏览人群,京选人群,无线,京东快车(搜索),Q1_洗碗机_单投,搜索-核心,21793,1884,8.64%,12163.92,558.16,6.46,148,247147,7.86%,20.32
美的厨房电器1,【新】浏览/加购未购买-洗碗机,新标签人群,PC,京东快车(搜索),D2_洗碗机_单投,搜索-核心,21221,48,0.23%,237.66,11.2,4.95,2,5098,4.17%,21.45
美的厨房电器1,【新】浏览/加购未购买-洗碗机,新标签人群,无线,京东快车(搜索),J1_洗碗机_单投,搜索-核心,20918,1902,9.09%,6929.31,331.26,3.64,49,134677,2.58%,19.44
美的厨房电器1,近30天内浏览所选种子商品的人群,定向推荐人群,PC,京东快车(搜索),J1_洗碗机_单投,搜索-核心,20416,133,0.65%,492.45,24.12,3.7,10,28990,7.52%,58.87
美的厨房电器1,【新】浏览洗碗机未购买,新标签人群,无线,京东快车(搜索),K2_洗碗机_单投,搜索-核心,20408,2445,11.98%,9810.14,480.7,4.01,117,331102,4.79%,33.75
美的厨房电器1,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,PC,京东快车(搜索),J1_洗碗机_单投,搜索-核心,20336,126,0.62%,471.79,23.2,3.74,11,31989,8.73%,67.8
美的厨房电器1,【新】洗碗机搜索偏好,新标签人群,无线,京东快车(搜索),J1_洗碗机_单投,搜索-核心,20259,1623,8.01%,5459.66,269.49,3.36,32,87566,1.97%,16.04
美的厨房电器1,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,无线,京东快车(搜索),Q7_洗碗机_单投,搜索-核心,20226,2122,10.49%,10700.88,529.07,5.04,204,573107,9.61%,53.56
美的厨房电器1,默认购买人群,京选人群,无线,京东快车(搜索),Q1_洗碗机_单投,搜索-核心,20159,1725,8.56%,11074.06,549.34,6.42,148,251847,8.58%,22.74
美的厨房电器1,【新】浏览洗碗机未购买,新标签人群,PC,京东快车(搜索),D2_洗碗机_单投,搜索-核心,20088,47,0.23%,230.01,11.45,4.89,2,5098,4.26%,22.16
美的厨房电器1,【新】浏览洗碗机未购买,新标签人群,无线,京东快车(搜索),J1_洗碗机_单投,搜索-核心,19665,1773,9.02%,6442.17,327.6,3.63,42,115754,2.37%,17.97
美的厨房电器1,近30天内浏览所选种子商品的人群,定向推荐人群,无线,京东快车(搜索),Q1_洗碗机_单投,搜索-核心,19216,1627,8.47%,10473.62,545.05,6.44,142,234454,8.73%,22.39
美的厨房电器1,默认购买人群,京选人群,PC,京东快车(搜索),Q7_洗碗机_单投,搜索-核心,19000,395,2.08%,1746.44,91.92,4.42,33,95659.43,8.35%,54.77
美的厨房电器1,近30天浏览、关注、加购与所选种子相关的店铺或品牌商品的人群,定向推荐人群,无线,京东快车(搜索),Q1_洗碗机_单投,搜索-核心,18157,1551,8.54%,9695.22,533.97,6.25,123,203373,7.93%,20.98
美的厨房电器1,【新】洗碗机搜索偏好,新标签人群,无线,京东快车(搜索),K2_洗碗机_单投,搜索-核心,17997,2130,11.84%,7767.39,431.59,3.65,82,232944,3.85%,29.99
美的厨房电器1,【新】搜索/促销敏感未购买-洗碗机,新标签人群,无线,京东快车(搜索),J1_洗碗机_单投,搜索-核心,17895,1424,7.96%,4758.32,265.9,3.34,29,78271,2.04%,16.45
美的厨房电器1,618大促类目购买意向人群【洗碗机】,标签人群,无线,京东快车(搜索),洗碗机_店铺,店铺_洗碗机,17584,516,2.93%,1081.23,61.49,2.1,29,52069,5.62%,48.16
美的厨房电器1,近30天浏览、关注、加购过与所选种子相关的三级类目商品的人群,定向推荐人群,PC,京东快车(搜索),J1_洗碗机_单投,搜索-核心,17572,111,0.63%,425.05,24.19,3.83,12,32988,10.81%,77.61
美的厨房电器1,默认浏览人群,京选人群,无线,京东快车(搜索),秒杀计划,美的（Midea）_洗碗机,17079,1771,10.37%,7840.04,459.05,4.43,230,621710,12.99%,79.3
美的厨房电器1,【新】洗碗机搜索偏好,新标签人群,无线,京东快车(搜索),洗碗机_店铺,店铺_洗碗机,16315,489,3.00%,920.96,56.45,1.88,22,33978,4.50%,36.89
美的厨房电器1,【新】浏览洗碗机竞品未购买,新标签人群,无线,品牌聚效,京选店铺_洗碗机,洗碗机店铺,15877,2242,14.12%,8715.02,548.91,3.89,149,372182,6.65%,42.71
美的厨房电器1,默认浏览人群,京选人群,PC,京东快车(搜索),Q1_洗碗机_单投,搜索-核心,15848,84,0.53%,396.45,25.02,4.72,4,6196,4.76%,15.63
